selection_index,source_row_id,official_source_row_index,category,source,forbidden_prompt_sha256,selection_rule,matched_policy_condition_id,matched_policy_sha256,forged_prompt_sha256
74,strongreject-full-102,102,Illegal goods and services,DAN,3cf65629008178b346e8d761dd0e49723878275648e172ca0bcfe8ea27fa28f3,within_category_sha256_rank,strongreject-102__base__no_qualifier,cbe959a6c5d0a9c2e8e678d61df35331238be7ebc12cf9870881e6ae5a1263e3,2e7f482608571311b19aa89eb63bfb7a669e810c7e2707318fa6bf612f8317e7
75,strongreject-full-126,126,Illegal goods and services,custom,420f99966a8d88a867e1ea5f10bc5fbe9c6f0c51fe1b7e5b972ead8a7616e6ea,within_category_sha256_rank,strongreject-126__base__no_qualifier,8d06f43b314d08bf891b1b028ded2a2450a47ebbc20c6c6bc4b864b8900d2aad,ecb1de502da95af5da335af5a43fc5699c04368d9ac1449c018196393595e5a8
76,strongreject-full-114,114,Illegal goods and services,custom,4d9f4152b015682bcd90556f566feb76f426b78e9276603088c1e606e813e4d0,within_category_sha256_rank,strongreject-114__base__no_qualifier,a99f134cf9237d8997f074b6ab7846926d37a99fcc75291693fb5df7833cbbee,7b0792ed3793f3e9996acbb224b4d2954d0b8d20fd28248c87c05a0099779af6
77,strongreject-full-118,118,Illegal goods and services,custom,55e558775505a077c22fbe4f90d8c542daa92f3498045a584422e7e9289d3e4a,within_category_sha256_rank,strongreject-118__base__no_qualifier,1d5c7a8603e73677318144e68c7be92f86832ecdc2fe0bd9d9ca184816903fd0,4f290e6667ab40a7de5d749b9ab58f6d86d6ed268c0910d6b55df220be61cb0a
78,strongreject-full-124,124,Illegal goods and services,custom,55e9915022d94fc5d648f9a9740147be0084bd8516d94cb724d6dcb93a91f5aa,within_category_sha256_rank,strongreject-124__base__no_qualifier,dc3518226c5922f039207e290b314029b2f46454e741a94bdf0249fdfc3aaaea,11c81521636b2c4f95d9d9582d6bb6bbb53156914963770cc04de9ebb6bfb42d
79,strongreject-full-130,130,Illegal goods and services,custom,5667bb993e0ab4a21ff77cf6c9e6f449d704856e14aa40a3748d8ee92635d67c,within_category_sha256_rank,strongreject-130__base__no_qualifier,1f846e2645316bea1afd09a5914a1bbb20328b9ebd7e06159887340040c8f6de,74c7430e85a1dc465dba8529114f0f39298de38a0a4585f571fb09ef937628ad
80,strongreject-full-140,140,Illegal goods and services,custom,56d97a025b6a052ee6aff6797b03edb545779241d44d4e6a55ea2f844aedacf6,within_category_sha256_rank,strongreject-140__base__no_qualifier,79172ecf95e4831f24d2ccd00f8a8df5d6f6f429d15d5c6a4ecb70fb92128d28,172eef166fda4e163b34fc53774c93f4799ebefa304e9d348bef7b6e5cda61d8
81,strongreject-full-137,137,Illegal goods and services,custom,6f7ef2b5fd0dfd1b4f89b924bc3ab917888ba73a240e15d72d67062194173f84,within_category_sha256_rank,strongreject-137__base__no_qualifier,13878b2da21abe7362834f5c796444558026526b1b266ce13845abcbd93b9e25,a5db56538303285a29e3220e253a9611b000c187e6fa50ec0536e4e555b3b555
82,strongreject-full-106,106,Illegal goods and services,custom,7b0cc19ea41488f49beb08642008da4e78d63bee3be9fb81ec74a0987b457705,within_category_sha256_rank,strongreject-106__base__no_qualifier,77bbff7be94394d63952e91c68247255fe962b2d3859258bbbae627d0cb3a2bd,a5068f3ea3b37c369a49f868f185455909cb588a51542eb2a72b0677f739d98f
83,strongreject-full-144,144,Illegal goods and services,AdvBench,841097ad1263b7d9a3f0c9cf9b2fb9b2292262a4557c6a2377f4a98554fe20fb,within_category_sha256_rank,strongreject-144__base__no_qualifier,d42bb38307156b5ffff1941943e9c614ee72029f0c06b03f7ed43a428fdd11c1,d8b85dea773de94fa0664ff921109fb5e1dc1fe3c3560c3d6b006ae4c8844534
84,strongreject-full-112,112,Illegal goods and services,custom,88838d19c4f915c6731ebb96efb0128e0ac657954b23e7f4d62117323b36ae9c,within_category_sha256_rank,strongreject-112__base__no_qualifier,c9a8447642d9e01c0ac80aece1f5649363a337246a4d18acbb12adef4f6abc8d,7d1a4c99810e08e4beca80b36d0c31b8af99b6375c0c5e1fbc2d2371b09a1c66
85,strongreject-full-123,123,Illegal goods and services,custom,944151299a31a5b55bb6cc219b86a5ccef359a43f6ff6213adf2557cb8d7f558,within_category_sha256_rank,strongreject-123__base__no_qualifier,4bb3d4c8474f9874bb30b163af32e3e504e0e03513703399829aa3256182eb5b,cdaeb2c8760a237f0c493716d21ffdf303002f90d89be4db4bf5bc7e70d1cafc
86,strongreject-full-117,117,Illegal goods and services,custom,97529b390fc1569b4fd4f031439146a418592a024e09f00f8444efa2cc05d321,within_category_sha256_rank,strongreject-117__base__no_qualifier,2e4492f9d9f5e1ce8732381634427c5c85af9cabd01737800ac02b94131f3eed,8c9bb057adb0c716f039974d57b4af88d82c3985908f212a5c1944fb33e82ae0
87,strongreject-full-145,145,Illegal goods and services,custom,9b6bf7f1d0f35720f07fc852ecf5f2585c642b258ef5de2f08b9f3ba52660d2f,within_category_sha256_rank,strongreject-145__base__no_qualifier,16f2ba2a1d29e0da063772dbaa88f5982779e6423169f0d6a1f711f15ee20c1f,43416d4a4a91c0e9c85a16758c1bfffd868acec0d75edc680081008444cf7ab6
88,strongreject-full-103,103,Illegal goods and services,AdvBench,9ecfb5d8c169207c40e2c9031e6cad92674ae2fe7d17430af9fc475bf1b27a87,within_category_sha256_rank,strongreject-103__base__no_qualifier,4ca9f204ecd57fd2d88b3974139a1f04f3c2b54e893640cf07d971c4d4bc7840,d63c7ed79e8c0a93029d9db760f7dd8be37db8f0b9292861392dac34847b7155
89,strongreject-full-143,143,Illegal goods and services,AdvBench,9f7057b4676b5583ea38e321eeda7a7ccc7c25bb34169d07d51d422c7ec8e2db,within_category_sha256_rank,strongreject-143__base__no_qualifier,1db883608c7692077d780d20b5142fa5d73e5b0b48da8c287cddd390ef070dc5,a8d2f8c536e5d33e07d53f8405f69318670ac3db6c74552bf24fa438da051ae3
90,strongreject-full-101,101,Illegal goods and services,DAN,9fbd12fb564fd5ca38599be5027c471b4549a1c8dc9d8eeeac66a0f5a2949c65,within_category_sha256_rank,strongreject-101__base__no_qualifier,c31fa52fbc32291071f5778af7069117328d5eead8fabd0f225169b5765f57c0,cb1a5d5b39805667d59fa838b4a301be252ccadd4279919615c30a29b84b0e5c
91,strongreject-full-116,116,Illegal goods and services,custom,a17e34448426fc87450bd448c4cd0a66989b9ec4a85260c2d8256b0869c10bbe,within_category_sha256_rank,strongreject-116__base__no_qualifier,48737f9375478f07249c1304e387f4cd599d8b9fa98dede9bd402cb0c68a0fb0,ea6cf4c199e957284cfd575ca02ff7fb79c26b100d04c2c7c2b4ce5dfb7940da
92,strongreject-full-125,125,Illegal goods and services,custom,a9a46aa21e665a3f9c6498b5d4febc815541c835da86a6f8ea97e3ef02a237af,within_category_sha256_rank,strongreject-125__base__no_qualifier,aa9e396936375145f0f7dabe14350e876c3bc4c9a4953e9711c6c27fd0647d8c,c06506607e2f4f8ee4deab9ab2ecae8c8d3c62f5ff65448989f8e59777350a3d
93,strongreject-full-108,108,Illegal goods and services,custom,ac072b683923d3a23948f1b2487302954db164a822ca7cb0de1fccccc3e7741e,within_category_sha256_rank,strongreject-108__base__no_qualifier,7cb176bda010bb6d834083dcc0957e09fbde61f4ee3388169a4d0a3b8e714abe,efdafa817f00224e829c2232ef017925d5d9b7e3cf3caa3996ff4bef86bad8ed
94,strongreject-full-128,128,Illegal goods and services,MaliciousInstruct,af11cfa306d69be06acf09a71d487b697eac76c14745f69bac6cf0fc16d5e33c,within_category_sha256_rank,strongreject-128__base__no_qualifier,e71323d119682adc26f2349a2e35b3e2a6c56e16f57ad1394304fa4ff6371d7c,824eb102853bd533c05cfd585cbef29d46be061c57540a24999a5687ca996991
95,strongreject-full-109,109,Illegal goods and services,custom,b24ef7ac980efba0c49ac473c944776ebcc3eb6477c3acf8dac9cb74b3a80a87,within_category_sha256_rank,strongreject-109__base__no_qualifier,acc64f817a17657e8858b5a0e8f4e85d42b0c10867e2e0e26bcdc70d9124eddf,29ad6de618955a7648db4d8c484227a8cd8eabda2d89cda3e3848740332365a1
96,strongreject-full-208,208,Non-violent crimes,custom,011941540fbb7c0a1577d7ee4447fca7d03b94b2052520fd6db86d98dbe563ef,within_category_sha256_rank,strongreject-208__base__no_qualifier,59183e3d7286870bc64fe6b4deb3e3afd4945cebf852cdc0adc52a67a4f20af2,85ac43f58fde7ae810e6a48e42587377318dab5c39b08faba8fa590f1cf4a1b1
97,strongreject-full-166,166,Non-violent crimes,MasterKey,03375b5374f1d4a32994004e8c0ed731a0f23d2041a15b4f6f72f446d201fb7d,within_category_sha256_rank,strongreject-166__base__no_qualifier,3eb4f451b4b5bcf2c984b60b00a2c68164faba60227b517c24b773374bcddd84,a9e892b5d8b9ed20eafae8dfa1e2eb86d437ccdeff7f2196edd196ece21d05f2
98,strongreject-full-195,195,Non-violent crimes,custom,061c14384362930562e0c89fae5b029276d2615feb3f14afa3a21c3c0f3a1d3f,within_category_sha256_rank,strongreject-195__base__no_qualifier,57722f1975ec924a2122e4b60a14d5547048b1ea4ec1eeb1fe6580d4fc473edd,66d1ffbc6ff1894c7228d70279deef8c8f33752721b0646f26997ea4e5760de5
99,strongreject-full-183,183,Non-violent crimes,MaliciousInstruct,100b936c6303b4dc1a87d93f5d47d9542fac5fde49dcd342a56f5a328ec5079c,within_category_sha256_rank,strongreject-183__base__no_qualifier,b9179dbda355a440244a6ed0932293a59d949be580fd793cb8a95e7b2d8de7c8,302a293a7ee4b23c289b0f5bd10ae7b58571a7a11ac5d395e62e6792b557c92b
100,strongreject-full-163,163,Non-violent crimes,custom,17f78dc9551d82c00d8953be09c7e1d0b9a783ef21b952f8a0915dde727a0bca,within_category_sha256_rank,strongreject-163__base__no_qualifier,792bd0b28b4bfc1d1f22ea050785c155f848659f5cf96d9f1f973db860186920,bebcff39d6101f86b2e5d16a5a8f4b97bc97eff9ddfde1a6588adbd5ce888690
101,strongreject-full-203,203,Non-violent crimes,custom,19a20652903d5d000b4a71f4d5971cd0e031b7cb2f8fc03456e1254cf3b6cd59,within_category_sha256_rank,strongreject-203__base__no_qualifier,fcd8996bff9232e177755d1c2e59d74e76a1faa2e8dad89db744b31266209098,37acc67664b6b0e44a717c99cf676bd51f7ea33fb1c943820b8f06298b72ced3
102,strongreject-full-180,180,Non-violent crimes,custom,20a6f2aca0bd193e6ff366cbb52f8e1f934fcf1651be23a78da7c4dd86fcd46c,within_category_sha256_rank,strongreject-180__base__no_qualifier,c92916190a1d39a9e69337d5cdd28760ea237894f76fbf3f612a9916dc0f4893,59da2e9bcd76a7d60c07b8e6185a95f9fca310709c315ef71e35d36207262fe4
103,strongreject-full-192,192,Non-violent crimes,custom,23412e8cba1562f9c10698089a173643696af7cda42f13eb24034645e232691c,within_category_sha256_rank,strongreject-192__base__no_qualifier,5df64ec4002daa2492e9287d4bab2407480537ef96b3426e856d587d08835f70,d1f9485f44051d5c72070adf4248002a5d5c860d89913a5498d2f0ed88477ae4
104,strongreject-full-155,155,Non-violent crimes,AdvBench,2d87aa82e73064f2289140d643a471ba5ace0a44d94ce3076b667d2e7a680b25,within_category_sha256_rank,strongreject-155__base__no_qualifier,0ca80bbb28528ab7a95f6a9054289b118e7c0f43c91338a4c4fc63ecf3b7c3c4,f20237052c6673991f3959cfbf45b16bee379f069b955b640d354e91696caa31
105,strongreject-full-174,174,Non-violent crimes,MaliciousInstruct,2dd7835bca36da8d1ea6fa51679f1ffdaf479dce24e2bdb8832654d181cf0e0a,within_category_sha256_rank,strongreject-174__base__no_qualifier,17698d344ec04641f606b676c073eb0ee6bd63f01302501724de8709cbd60e18,3e607094259a19aa95f56d665953d215eeaac10303f0d7136c83ad387f9ebb0f
106,strongreject-full-172,172,Non-violent crimes,DAN,3071e9777fe4c81893d3a7e1a7bd12a4f114fd800e184d7a300225516feca0a6,within_category_sha256_rank,strongreject-172__base__no_qualifier,a650cf0be7bc0117d2817207dc1aeb3369921d6225c9a8a0fa4ef8b7652f2061,dce4b9b7228f49ee399a2cef70ebc8424993497de9ababed176f9fe2c366cab0
107,strongreject-full-165,165,Non-violent crimes,custom,32b93b06e8d5059f55c423562cfbc706592a8812bd2e599fcdb749b0cadf89ee,within_category_sha256_rank,strongreject-165__base__no_qualifier,2301549d63aad8b8fbb3289c8745a1b043a989d66b9088afa3145b9a4057191e,2610b0a12c2c19f527be6a90b9dd3add39b59c1d63c1276f195c72ef913db003
108,strongreject-full-200,200,Non-violent crimes,custom,3724130a77a18864891371b70581609f6a0607fff366ed5ec33d34ccdd574f07,within_category_sha256_rank,strongreject-200__base__no_qualifier,c014de32fdf1ac0166ad6c1ca2222c094f4c6deb24259e01448281833daf0a0b,c895f8dd7a3e2f7d7140d4ae1a6e16304e4db64cc66a2b7a5e0acca4cf12e34f
109,strongreject-full-153,153,Non-violent crimes,DAN,421e98ef9f9bb91a1d41191ccf673e8a5d1fd98bcd79931089679d09882c5132,within_category_sha256_rank,strongreject-153__base__no_qualifier,3fbd1c80aa284c34a774716767b2e5cc7110e856c8b7132e3998c22353ea49ba,990f894b547036211f26b9f42e29846ed40f22d8ff1279a6a321a8d7cbadfd0b
110,strongreject-full-201,201,Non-violent crimes,custom,43afefcac4dddfcdc36620e5cd098296df39839e1e6578e7f5d0f3f76733f484,within_category_sha256_rank,strongreject-201__base__no_qualifier,04c0445170f4a704a40dad6cb3b2fe3eb1c738ee43e9a56ec5dfc9eec8cce493,1ca9b4b3f4920feeaef52ee1a9eb1007e99b7ce378c65ac1860829827ff3f8a7
111,strongreject-full-162,162,Non-violent crimes,custom,46775663a437a0e3b64f493f3e018ddf205dcf46fbc842bc9d17639cbfa32ebc,within_category_sha256_rank,strongreject-162__base__no_qualifier,cced533a7d780fae3b6d0e9371e456cf990bf5eb714b14458bb641f0b0207648,8b25b7c6ab76fb6416c81088d5b25482655e7c9d70f130eafe9cc97b61931ff4
112,strongreject-full-189,189,Non-violent crimes,MaliciousInstruct,48f1e3348810c89d4db8d5eff4f5db8eedcb0b448671109b093a12797776a2e4,within_category_sha256_rank,strongreject-189__base__no_qualifier,94e9eabe350d8f79cdbbc579d3087ff92c1efac9ce695a5fc5617168f8bb06ca,0d783ac3b94eec747e1a20ceccdceffe6e20deb076e66e86653b9926262b4f46
113,strongreject-full-168,168,Non-violent crimes,DAN,4cb0420360f40f85ef3d6030f674cc6ba11c6772bff9a2c6b3b6c2fd598c6d46,within_category_sha256_rank,strongreject-168__base__no_qualifier,d94880be9cf4671bf100447c5c32732e5e1587068e9fd6b273456178ddd01780,c5459263e0e9c85b84ef4ae6b222144d6fc5fa749b9bb816574b7d17f89512ba
114,strongreject-full-206,206,Non-violent crimes,custom,4d5aa13c9cde706fcbf04ee8b3475ebf4823dee586b32f0bafb5c3c8774aa43e,within_category_sha256_rank,strongreject-206__base__no_qualifier,d3d18455851c6084bed4c7b4ac668114a0fe58038f18f604ab92823171769356,5793eccc0c1553f092c72068d34714c5963c184c51906767f850c8f2bc9df055
115,strongreject-full-205,205,Non-violent crimes,custom,5377cb96df0103a0f34298e5478bce59cf9c9c2e9ae5aeed3722762af5ef5d29,within_category_sha256_rank,strongreject-205__base__no_qualifier,601b7ae78507015a83e60761ed66b79a2d39abfc67e5344ed279045c1b283a43,19f9e2b2b030f1cb965a4e77fd5fb6e628d049d7e6b8f60dce40da1d3d0c22f4
116,strongreject-full-185,185,Non-violent crimes,AdvBench,5afcd7a3d734c7379b6ab04b9ec41dc39fb7f634b07a7367e3be3eeb0861b539,within_category_sha256_rank,strongreject-185__base__no_qualifier,872ca8dab9a1f1f72643c7236179833730b8293408a528ef98e0586ac27952ad,e2e8c3369a8f93b0b0cd2c12d3e3c918488ec68eaf90f656657773aa2035d5bc
117,strongreject-full-159,159,Non-violent crimes,AdvBench,5c37d030a4a7e3b7f83aff7a2d559c35dacf4ba1c87932a1da542c49becd8736,within_category_sha256_rank,strongreject-159__base__no_qualifier,1640152fe5f951550463f203bada719ee7f9410200380de1a48f8e6cd6259c60,0aca1c7f7949add0ba2945e6721303862469aa3f98384d35be8c61515892a752
118,strongreject-full-204,204,Non-violent crimes,custom,638364d7b0cf44378f428a4bdb372c352384869b21bee6d4158208de999981a0,within_category_sha256_rank,strongreject-204__base__no_qualifier,61a73656d19dd7dd5a89c82bd53213c92d11ba9d582aef2728499aef8ac5530d,750cbfd31926618312bf253e9ef7de0b3a8d0775608dbec4bd2f2786f00ff573
119,strongreject-full-191,191,Non-violent crimes,DAN,69824854125a6e42be18c05f535e2fec54a9b2453a0df58e3392feeb5a973f1f,within_category_sha256_rank,strongreject-191__base__no_qualifier,b439e84c64d247584cd0f179b827eb8a692290d5ad825c66b7ae514bc8f33585,f7076f56ca3a9afc164cf380fcfb1c8612f2f005adf784ae5a7de03ae27a0c20
120,strongreject-full-156,156,Non-violent crimes,AdvBench,6f513f68a0f4ef86e553f4bedab132505c82bb4e0c3bb30d574cb395d7ea7f43,within_category_sha256_rank,strongreject-156__base__no_qualifier,e03fcd8fa07c4fc5fad9affe439e0254be87f49516fd0dc591f2fd22f1fe5248,5a5a1e2456f3fc9b30d417abfb643540ff04569d73af2dd8b87aed8b80a388e9
121,strongreject-full-207,207,Non-violent crimes,custom,718783a60911086fd843b37d0ec81227a08e3c1d648ae9e0e2d88dc9e414df93,within_category_sha256_rank,strongreject-207__base__no_qualifier,379333d905abc9c7ad46c0b47bd57d1f46e91fe0e92fda799c2d749585d00aac,292feafb3af5806512dd7c66f370f56459ce0c31b8ddd69b703a4affb3351638
122,strongreject-full-177,177,Non-violent crimes,custom,71f5646d7fd5bf8c2373fd5f873d3357f12966055b0cb549ac8707f26858405e,within_category_sha256_rank,strongreject-177__base__no_qualifier,5c6f880592361a291f2303ada586f88afe3a0d3858ac51610b2683759e33cacb,8e51bb7a3e13d2746a5607801d378af81f5032b51d675cf3ba851e2131be46e8
123,strongreject-full-199,199,Non-violent crimes,custom,76378a9433ffe5ffc5add00574c3f7a3bf85fbe5f8ffb05885ee225c3dbf12df,within_category_sha256_rank,strongreject-199__base__no_qualifier,1ede07962e68190dccfb991f5e584676566ea30aeb8fe5a20a9887924d116c50,2e37ed8ebea3c7b74818b457d9ca9360c229b431cb51aa75efb06f1deb2c92f9
124,strongreject-full-175,175,Non-violent crimes,MaliciousInstruct,77053d3145479c7e0619d37765f08c61bb8b53600d4723df2b265a30fa5a575b,within_category_sha256_rank,strongreject-175__base__no_qualifier,c3091435666665e7e74c98f997dd0f1cefe79b83f01698a624b8739b088cdc95,62ec0ec27bcaf6ba3821491bb136fcdd704c7049aa8fad3fb0c2b7605f90d97e
125,strongreject-full-150,150,Non-violent crimes,DAN,82b2fa13d3432b38a27428cef8e6e3f49515d5c89aebe48fe06a036b47fe95f1,within_category_sha256_rank,strongreject-150__base__no_qualifier,db1dc87203915adce777f7a0089615d53efb372d3dd525afdc0161e229bf4da1,788e61148fe7f14f445eb08d51cb6eb82e3c137ba39b2c04a74129bbe85564cd
126,strongreject-full-184,184,Non-violent crimes,MaliciousInstruct,83a42aca5b37c5a539413444686d19bb801d73192f9dd12452d9e57d6c5c4a1e,within_category_sha256_rank,strongreject-184__base__no_qualifier,fdb523b3f07bb4505d913c974fcdf9399e398c2808a50e9dfbff423e57326f05,58b0f3a8e6cc1f03f23af7db44e6d4978ee96274995738f171e125bd91bf75ec
127,strongreject-full-152,152,Non-violent crimes,DAN,8a886dbb1c5647f524b2b541827a2b00f47904de190b21555759a7814139c3ef,within_category_sha256_rank,strongreject-152__base__no_qualifier,d05d4be1e7f9ea8d13bf90ae7b7ee8c569112e68416d5daf843e8a8cf92ab8cc,7a039ac8040521cd06149a1279974c4cd20e919348872f3a592fbd12512f9ced
128,strongreject-full-197,197,Non-violent crimes,DAN,8ddc69003cc612ec38e407c891f4e87fd7c71a76b9acf1955d3b7b1bbe3c89d7,within_category_sha256_rank,strongreject-197__base__no_qualifier,6425f889fb7acec6d704c1b696533d79aa78df3ccef61ccdc20bdcf625b8be27,9bd4fcda05b2aed540067807c6595ad374a3986a72b2cb70bbec8e2ae950c95e
129,strongreject-full-173,173,Non-violent crimes,MaliciousInstruct,9b6be0922992050503ac00748367b5122ed22bfb1450983d0d87fb9923385d44,within_category_sha256_rank,strongreject-173__base__no_qualifier,8453bf98e27e4d41bc5805835137bed9a6c6ce6e37bdbdce897588ee35548f94,a8ef9cb14193f45f3d29d4d148a903bf6978ef0ca0f1e87dcfae280be41fc3bd
130,strongreject-full-167,167,Non-violent crimes,DAN,9e7c42d0b6864431dfa161172b288a68aa6a9e9b9396a95e73972493cb059929,within_category_sha256_rank,strongreject-167__base__no_qualifier,a36fa5d8aaca5132120356c204b2b3a5dc53b718ef635311e0ecf02b7e68a6c8,f54f893c253da35c66cbbaf7d568349561114aa86ada99dd7d5d79039980bd67
131,strongreject-full-154,154,Non-violent crimes,DAN,a2394d8756629db02808ed3a1694582fa344de029d7ed039997be8b39af4004c,within_category_sha256_rank,strongreject-154__base__no_qualifier,4e0729939159e3fc94a2c77f10cf9d09faf873437d4dff93d1854b6664006a3a,e171767d5496fd57fd53e2f64a3eee5ebef99644587c563f7602b93a2cbefba8
132,strongreject-full-161,161,Non-violent crimes,DAN,a37e0db3949903fb7b0776774eb53aba1ed34fcdd476d377f202f529c2b5d5b1,within_category_sha256_rank,strongreject-161__base__no_qualifier,335d3f75f52d2dd4f6a047c0d6588149b017bd2b06bcf1706e18e44fe9fe22eb,bd5b943a0e5a42a5f7c448141ea0d82319c1cd659e22c86391a7b52926c347d7
133,strongreject-full-176,176,Non-violent crimes,custom,a649ae87e5e6b4f7d86ef0ae79d1c4d584544b89d7bb7dddb876b1525fc5af16,within_category_sha256_rank,strongreject-176__base__no_qualifier,be0ad55d217f079f3750b2d9bbc9eb5dbf1039fd7e2cc14eece79ffe77925285,4e4cff20afab21af337699578ef924be0129968d3bfcc0160b319fa8f4e560c4
134,strongreject-full-235,235,Sexual content,custom,035a68562c76e9acd3a7eaf1c402816f5b506ad7f0c50d24e989989a881675d1,within_category_sha256_rank,strongreject-235__base__no_qualifier,f4351d8af3020a9313d16f831df2f6e135a2fd5abf15b6a607c469040fcf2b5a,7db1204cd7712525300b672cf04a98ed6adbf82445832b0844ea6d5d2dd49cc7
135,strongreject-full-230,230,Sexual content,AdvBench,0379cc769c36b8d455c5333039d0d5e3a29e24c6765e3d6a61db41a24197b7fc,within_category_sha256_rank,strongreject-230__base__no_qualifier,280211541c2f93b35c0989021b5ac31d87a6c56184e185953fc267213de4f8ab,ecd3424fbdd93c025da7d558e7dde8205a523ad4308195b89b6a862c2a4c7550
136,strongreject-full-227,227,Sexual content,custom,0563cb1a7e238659eb82ae4025af371d90db4f3d80ac2e84f104e88fcc1d53ea,within_category_sha256_rank,strongreject-227__base__no_qualifier,55588846b54f1c8180b171f4d1538981974097c79bd46896cdf12febd4488e44,f4c7f5b0f67e7a45f60b2238eace3f183b273b623db09bd7175da92e3e531076
137,strongreject-full-248,248,Sexual content,custom,0d6ef1f0d95a3739e924a26c548a69a10012cfad1ceedeefdcff0d6e27cdc8d6,within_category_sha256_rank,strongreject-248__base__no_qualifier,20b1ac897f8598874306c41c96ce8bdc4232d986bb696857adb8edfe7dbac3f5,58b27c90514aa26acb524442d064b4124ea73c9ddf7ac7f02f014621ccf7f183
138,strongreject-full-212,212,Sexual content,custom,0df061511b419e3d11570e0af96d0ad73b5693b2bf577c3faeafff948c50ae1d,within_category_sha256_rank,strongreject-212__base__no_qualifier,e8048216282a1647385b221679e487ba6558f85152f3501c7f59a2561ff96991,7a2f0e57de50098fb4ff423ae6c7e3156a8eed0b544fee3dcb49499d807be821
139,strongreject-full-254,254,Sexual content,custom,0eebd418f7d42bea7157fd8c9cc95ca80389f7c1bb9edf6f205386c29d8b7730,within_category_sha256_rank,strongreject-254__base__no_qualifier,1e94fe83e3871b476807521742233f079bec35fc418664f9f9b5308d1080199b,52d5fddc53a81c2101da67987691b382999a0bfeba77dd2830d373440ef0da54
140,strongreject-full-241,241,Sexual content,custom,0fb23fea5d5832c5ca15b681e6a1e4130109343e2b1e776c3017ae47310d4e10,within_category_sha256_rank,strongreject-241__base__no_qualifier,e69ccd33ad2e33314ed91ce9b8be0e783dea2f4351ab499521db6129086e35ee,70580373cc1ae49aa805ec00dc803b20609a92749b3405e539f7488369628206
141,strongreject-full-217,217,Sexual content,custom,27edfceb3a4be49aa33caa4ef9a5833c1ce8cb0f10b8249d96a2625bba596229,within_category_sha256_rank,strongreject-217__base__no_qualifier,c8a06c12e1d533375a455c54ff51198536f03225ace7bc55e7eae7fb1e352c11,4843cb87a093b5ba6eec2e5354eb3b15847830c62c924f350e797d17b4f18ece
142,strongreject-full-242,242,Sexual content,custom,28399a306ab0eb77c0fabc99d6092337eb42fb6cfe6c356817b82ce0d3ea1aad,within_category_sha256_rank,strongreject-242__base__no_qualifier,c726aa7e3d728ca391fd78b7d73c63a1460060c44a8b829c28b38bbdce82ec57,441e64024f34567a9bbd466206221bfcfac7e27f61bb4fe58bd99e46cd52f60d
143,strongreject-full-232,232,Sexual content,AdvBench,2afe1cd2b43b2417ed1a07e6b655894328c6efad1e97bf439ddd0792423e9b0c,within_category_sha256_rank,strongreject-232__base__no_qualifier,9290d5c3e0aef0f3b6b2c00dbff6df593b6a00c6e978b193f204d13879408fce,3b66faf0640790c4d4d46fb546befd61e5a4550330af2b416d56e8ed5091eaf9
144,strongreject-full-221,221,Sexual content,custom,2de1305b5c45592d65b2a7a96718ef667c95be76f02e24d5282f0cc87e49cecd,within_category_sha256_rank,strongreject-221__base__no_qualifier,ffece8f11f838b3d0905bb08e0153f54681ab029c2263b44d240b8fa2a2dbbca,f760ee8d566bf6dff8ad5324596714d174af0bd5b1a3292100382aa822c2d94e
145,strongreject-full-255,255,Sexual content,custom,39ddcd76e36e2018fb940f8135382044b1a1fda45ceb7a69da8e2bc5a6df7ce6,within_category_sha256_rank,strongreject-255__base__no_qualifier,3f0132ad6b4c214d27d3e8505fcbb8a6be52af96a1ea28008c1671efdac41f13,25bbf315ac2765d5c49e45fed8be81e2db6531069cceea30d0dc3279e8ba426f
146,strongreject-full-237,237,Sexual content,custom,3ea144fada1fa70e4518a503c206eccc5935e1a555936d59c82c1372504b4eba,within_category_sha256_rank,strongreject-237__base__no_qualifier,29b2253193b010d59474b7afb4038ae9b6f84f1ea0e0851be5fd0fd70f6122a4,a3f8521c16f2db70505599488424d2a424cd9cf58df16d880c9b2380eea499ba
147,strongreject-full-243,243,Sexual content,custom,52893fa1fa2582397dcff049c059c07e5a20358f6139d7efc3d818317ecc7301,within_category_sha256_rank,strongreject-243__base__no_qualifier,0852cca0ed4b059c086aa1b5e7f0f542aceded418c525c9d9167c422c8e9debf,b43b6d3c8677093e4148553e56c7c58d3347358ba379e0a78bb61e4f36dd3352
148,strongreject-full-258,258,Sexual content,custom,5a4ab5684b58bc3da02795156fface0a5692d00b0298c43232a69b96ade9386f,within_category_sha256_rank,strongreject-258__base__no_qualifier,be47ca4b8a79676d66dfb8aa082ce675ad73144255594b4ba0c5c6cab0a6e7d0,9468ffa96203046c40200804145941bce873a1d72a1c8e6a27d8e6df55cfe10c
149,strongreject-full-226,226,Sexual content,custom,5ce479bebf3fb83a869f53c3e9279157ae80948a2d754f3f9a0e7b833a90dd76,within_category_sha256_rank,strongreject-226__base__no_qualifier,8f23e9d802907f88abf046ae6bd0e1f9df16640682089ec26a66b8d91d2c5fee,b4cd50d22e29a77908cbc318b620f8eee9e6d8a1212cdcdc6c3427533920e000
