family,space,layer,condition,kind,stat,mean,lo,hi,n
prompt,suca,8,neutral,raw,last20,0.003966233693063259,0.00042892497731372714,0.0075035421177744865,2
prompt,suca,8,neutral,raw,slope_per100_after100,,,,0
prompt,suca,8,neutral,raw,climb_critic,-0.0018059032736346126,-0.0018059032736346126,-0.0018059032736346126,1
prompt,suca,8,shifted,raw,early,0.532012939453125,0.4566318392753601,0.6073939800262451,2
prompt,suca,8,shifted,raw,plateau,0.3463469445705414,0.3463469445705414,0.3463469445705414,1
prompt,suca,8,shifted,raw,late,,,,0
prompt,suca,8,shifted,raw,later,,,,0
prompt,suca,8,shifted,raw,last20,0.3176255226135254,0.15803968906402588,0.4772113859653473,2
prompt,suca,8,shifted,raw,slope_per100_after100,,,,0
prompt,suca,8,shifted,raw,climb_critic,-0.26104703545570374,-0.26104703545570374,-0.26104703545570374,1
prompt,suca,8,shifted,minus_null,early,0.5290735960006714,0.45304566621780396,0.6051015257835388,2
prompt,suca,8,shifted,minus_null,plateau,0.34586042165756226,0.34586042165756226,0.34586042165756226,1
prompt,suca,8,shifted,minus_null,late,,,,0
prompt,suca,8,shifted,minus_null,later,,,,0
prompt,suca,8,shifted,minus_null,last20,0.31365931034088135,0.15761078894138336,0.46970781683921814,2
prompt,suca,8,shifted,minus_null,slope_per100_after100,,,,0
prompt,suca,8,shifted,minus_null,rise_past_100,,,,0
prompt,suca,8,shifted,minus_null,rise_past_100_later,,,,0
prompt,suca,8,genuine,raw,early,0.8063844442367554,0.7270005941390991,0.8857682347297668,2
prompt,suca,8,genuine,raw,plateau,0.5852811932563782,0.5852811932563782,0.5852811932563782,1
prompt,suca,8,genuine,raw,late,,,,0
prompt,suca,8,genuine,raw,later,,,,0
prompt,suca,8,genuine,raw,last20,0.4729035496711731,0.4635066092014313,0.48230046033859253,2
prompt,suca,8,genuine,raw,slope_per100_after100,,,,0
prompt,suca,8,genuine,raw,climb_critic,-0.14171940088272095,-0.14171940088272095,-0.14171940088272095,1
prompt,suca,8,genuine,minus_null,early,0.8034451007843018,0.7247081995010376,0.8821820020675659,2
prompt,suca,8,genuine,minus_null,plateau,0.5847946405410767,0.5847946405410767,0.5847946405410767,1
prompt,suca,8,genuine,minus_null,late,,,,0
prompt,suca,8,genuine,minus_null,later,,,,0
prompt,suca,8,genuine,minus_null,last20,0.46893733739852905,0.4560030996799469,0.4818716049194336,2
prompt,suca,8,genuine,minus_null,slope_per100_after100,,,,0
prompt,suca,8,genuine,minus_null,rise_past_100,,,,0
prompt,suca,8,genuine,minus_null,rise_past_100_later,,,,0
prompt,suca,12,own_cot,raw,early,0.34387487173080444,0.34355688095092773,0.34419289231300354,2
prompt,suca,12,own_cot,raw,plateau,0.17058050632476807,0.17058050632476807,0.17058050632476807,1
prompt,suca,12,own_cot,raw,late,,,,0
prompt,suca,12,own_cot,raw,later,,,,0
prompt,suca,12,own_cot,raw,last20,0.15833541750907898,0.09315380454063416,0.2235170155763626,2
prompt,suca,12,own_cot,raw,slope_per100_after100,,,,0
prompt,suca,12,own_cot,raw,climb_critic,-0.17361238598823547,-0.17361238598823547,-0.17361238598823547,1
prompt,suca,12,own_cot,minus_null,early,0.30557769536972046,0.2898131310939789,0.32134222984313965,2
prompt,suca,12,own_cot,minus_null,plateau,0.15286985039710999,0.15286985039710999,0.15286985039710999,1
prompt,suca,12,own_cot,minus_null,late,,,,0
prompt,suca,12,own_cot,minus_null,later,,,,0
prompt,suca,12,own_cot,minus_null,last20,0.12959879636764526,0.0632137805223465,0.19598381221294403,2
prompt,suca,12,own_cot,minus_null,slope_per100_after100,,,,0
prompt,suca,12,own_cot,minus_null,rise_past_100,,,,0
prompt,suca,12,own_cot,minus_null,rise_past_100_later,,,,0
prompt,suca,12,shuffled,raw,early,0.017084350809454918,0.011605789884924889,0.022562911733984947,2
prompt,suca,12,shuffled,raw,plateau,0.047258488833904266,0.047258488833904266,0.047258488833904266,1
prompt,suca,12,shuffled,raw,late,,,,0
prompt,suca,12,shuffled,raw,later,,,,0
prompt,suca,12,shuffled,raw,last20,0.08812522143125534,0.07254515588283539,0.10370528697967529,2
prompt,suca,12,shuffled,raw,slope_per100_after100,,,,0
prompt,suca,12,shuffled,raw,climb_critic,0.03565269708633423,0.03565269708633423,0.03565269708633423,1
prompt,suca,12,shuffled,minus_null,early,-0.021212859079241753,-0.042773954570293427,0.00034823670284822583,2
prompt,suca,12,shuffled,minus_null,plateau,0.029547831043601036,0.029547831043601036,0.029547831043601036,1
prompt,suca,12,shuffled,minus_null,late,,,,0
prompt,suca,12,shuffled,minus_null,later,,,,0
prompt,suca,12,shuffled,minus_null,last20,0.059388596564531326,0.04260512441396713,0.07617206871509552,2
prompt,suca,12,shuffled,minus_null,slope_per100_after100,,,,0
prompt,suca,12,shuffled,minus_null,rise_past_100,,,,0
prompt,suca,12,shuffled,minus_null,rise_past_100_later,,,,0
prompt,suca,12,reversed,raw,early,0.02277880720794201,0.006201195064932108,0.03935641795396805,2
prompt,suca,12,reversed,raw,plateau,0.17034892737865448,0.17034892737865448,0.17034892737865448,1
prompt,suca,12,reversed,raw,late,,,,0
prompt,suca,12,reversed,raw,later,,,,0
prompt,suca,12,reversed,raw,last20,0.3793872594833374,0.19128720462322235,0.5674872994422913,2
prompt,suca,12,reversed,raw,slope_per100_after100,,,,0
prompt,suca,12,reversed,raw,climb_critic,0.1641477346420288,0.1641477346420288,0.1641477346420288,1
prompt,suca,12,reversed,minus_null,early,-0.015518402680754662,-0.048178546130657196,0.017141740769147873,2
prompt,suca,12,reversed,minus_null,plateau,0.1526382714509964,0.1526382714509964,0.1526382714509964,1
prompt,suca,12,reversed,minus_null,late,,,,0
prompt,suca,12,reversed,minus_null,later,,,,0
prompt,suca,12,reversed,minus_null,last20,0.3506506383419037,0.1613471955060959,0.5399540662765503,2
prompt,suca,12,reversed,minus_null,slope_per100_after100,,,,0
prompt,suca,12,reversed,minus_null,rise_past_100,,,,0
prompt,suca,12,reversed,minus_null,rise_past_100_later,,,,0
prompt,suca,12,neutral,raw,early,0.03829720988869667,0.022214677184820175,0.054379742592573166,2
prompt,suca,12,neutral,raw,plateau,0.01771065592765808,0.01771065592765808,0.01771065592765808,1
prompt,suca,12,neutral,raw,late,,,,0
prompt,suca,12,neutral,raw,later,,,,0
prompt,suca,12,neutral,raw,last20,0.028736623004078865,0.02753322198987007,0.02994002401828766,2
prompt,suca,12,neutral,raw,slope_per100_after100,,,,0
prompt,suca,12,neutral,raw,climb_critic,-0.036669086664915085,-0.036669086664915085,-0.036669086664915085,1
prompt,suca,12,shifted,raw,early,0.36770641803741455,0.29467856884002686,0.44073423743247986,2
prompt,suca,12,shifted,raw,plateau,0.16632351279258728,0.16632351279258728,0.16632351279258728,1
prompt,suca,12,shifted,raw,late,,,,0
prompt,suca,12,shifted,raw,later,,,,0
prompt,suca,12,shifted,raw,last20,0.18205344676971436,0.0820809155702591,0.2820259928703308,2
prompt,suca,12,shifted,raw,slope_per100_after100,,,,0
prompt,suca,12,shifted,raw,climb_critic,-0.2744107246398926,-0.2744107246398926,-0.2744107246398926,1
prompt,suca,12,shifted,minus_null,early,0.3294092118740082,0.27246391773223877,0.3863545060157776,2
prompt,suca,12,shifted,minus_null,plateau,0.1486128568649292,0.1486128568649292,0.1486128568649292,1
prompt,suca,12,shifted,minus_null,late,,,,0
prompt,suca,12,shifted,minus_null,later,,,,0
prompt,suca,12,shifted,minus_null,last20,0.15331684052944183,0.05214090272784233,0.25449278950691223,2
prompt,suca,12,shifted,minus_null,slope_per100_after100,,,,0
prompt,suca,12,shifted,minus_null,rise_past_100,,,,0
prompt,suca,12,shifted,minus_null,rise_past_100_later,,,,0
prompt,suca,12,genuine,raw,early,0.4956376552581787,0.4731391370296478,0.5181361436843872,2
prompt,suca,12,genuine,raw,plateau,0.10669968277215958,0.10669968277215958,0.10669968277215958,1
prompt,suca,12,genuine,raw,late,,,,0
prompt,suca,12,genuine,raw,later,,,,0
prompt,suca,12,genuine,raw,last20,0.08900658786296844,0.06219731643795967,0.11581586301326752,2
prompt,suca,12,genuine,raw,slope_per100_after100,,,,0
prompt,suca,12,genuine,raw,climb_critic,-0.4114364683628082,-0.4114364683628082,-0.4114364683628082,1
prompt,suca,12,genuine,minus_null,early,0.45734041929244995,0.45092445611953735,0.46375638246536255,2
prompt,suca,12,genuine,minus_null,plateau,0.0889890193939209,0.0889890193939209,0.0889890193939209,1
prompt,suca,12,genuine,minus_null,late,,,,0
prompt,suca,12,genuine,minus_null,later,,,,0
prompt,suca,12,genuine,minus_null,last20,0.06026997044682503,0.03225729614496231,0.08828264474868774,2
prompt,suca,12,genuine,minus_null,slope_per100_after100,,,,0
prompt,suca,12,genuine,minus_null,rise_past_100,,,,0
prompt,suca,12,genuine,minus_null,rise_past_100_later,,,,0
prompt,sucat,8,own_cot,raw,early,0.3288760483264923,0.3127996623516083,0.34495243430137634,2
prompt,sucat,8,own_cot,raw,plateau,0.46978968381881714,0.46978968381881714,0.46978968381881714,1
prompt,sucat,8,own_cot,raw,late,,,,0
prompt,sucat,8,own_cot,raw,later,,,,0
prompt,sucat,8,own_cot,raw,last20,0.39245709776878357,0.351811021566391,0.43310317397117615,2
prompt,sucat,8,own_cot,raw,slope_per100_after100,,,,0
prompt,sucat,8,own_cot,raw,climb_critic,0.15699002146720886,0.15699002146720886,0.15699002146720886,1
prompt,sucat,8,own_cot,minus_null,early,0.32769253849983215,0.31167513132095337,0.34370994567871094,2
prompt,sucat,8,own_cot,minus_null,plateau,0.46971291303634644,0.46971291303634644,0.46971291303634644,1
prompt,sucat,8,own_cot,minus_null,late,,,,0
prompt,sucat,8,own_cot,minus_null,later,,,,0
prompt,sucat,8,own_cot,minus_null,last20,0.3906835615634918,0.3517493009567261,0.42961782217025757,2
prompt,sucat,8,own_cot,minus_null,slope_per100_after100,,,,0
prompt,sucat,8,own_cot,minus_null,rise_past_100,,,,0
prompt,sucat,8,own_cot,minus_null,rise_past_100_later,,,,0
prompt,sucat,8,shuffled,raw,early,0.004740350879728794,0.003454721998423338,0.00602597976103425,2
prompt,sucat,8,shuffled,raw,plateau,0.04440497234463692,0.04440497234463692,0.04440497234463692,1
prompt,sucat,8,shuffled,raw,late,,,,0
prompt,sucat,8,shuffled,raw,later,,,,0
prompt,sucat,8,shuffled,raw,last20,0.07540003210306168,0.06707258522510529,0.08372747898101807,2
prompt,sucat,8,shuffled,raw,slope_per100_after100,,,,0
prompt,sucat,8,shuffled,raw,climb_critic,0.038378991186618805,0.038378991186618805,0.038378991186618805,1
prompt,sucat,8,shuffled,minus_null,early,0.003556830110028386,0.002212227787822485,0.004901432432234287,2
prompt,sucat,8,shuffled,minus_null,plateau,0.04432819038629532,0.04432819038629532,0.04432819038629532,1
prompt,sucat,8,shuffled,minus_null,late,,,,0
prompt,sucat,8,shuffled,minus_null,later,,,,0
prompt,sucat,8,shuffled,minus_null,last20,0.07362648844718933,0.06701082736253738,0.08024215698242188,2
prompt,sucat,8,shuffled,minus_null,slope_per100_after100,,,,0
prompt,sucat,8,shuffled,minus_null,rise_past_100,,,,0
prompt,sucat,8,shuffled,minus_null,rise_past_100_later,,,,0
prompt,sucat,8,reversed,raw,early,0.039947260171175,0.010627301409840584,0.06926722079515457,2
prompt,sucat,8,reversed,raw,plateau,0.27468806505203247,0.27468806505203247,0.27468806505203247,1
prompt,sucat,8,reversed,raw,late,,,,0
prompt,sucat,8,reversed,raw,later,,,,0
prompt,sucat,8,reversed,raw,last20,0.5998433232307434,0.4861639142036438,0.713522732257843,2
prompt,sucat,8,reversed,raw,slope_per100_after100,,,,0
prompt,sucat,8,reversed,raw,climb_critic,0.26406076550483704,0.26406076550483704,0.26406076550483704,1
prompt,sucat,8,reversed,minus_null,early,0.03876373916864395,0.009502755478024483,0.06802472472190857,2
prompt,sucat,8,reversed,minus_null,plateau,0.27461129426956177,0.27461129426956177,0.27461129426956177,1
prompt,sucat,8,reversed,minus_null,late,,,,0
prompt,sucat,8,reversed,minus_null,later,,,,0
prompt,sucat,8,reversed,minus_null,last20,0.5980697870254517,0.4861021637916565,0.710037350654602,2
prompt,sucat,8,reversed,minus_null,slope_per100_after100,,,,0
prompt,sucat,8,reversed,minus_null,rise_past_100,,,,0
prompt,sucat,8,reversed,minus_null,rise_past_100_later,,,,0
prompt,sucat,8,neutral,raw,early,0.001183520769700408,0.0011245470959693193,0.0012424944434314966,2
prompt,sucat,8,neutral,raw,plateau,7.678304973524064e-05,7.678304973524064e-05,7.678304973524064e-05,1
prompt,sucat,8,neutral,raw,late,,,,0
prompt,sucat,8,neutral,raw,later,,,,0
prompt,sucat,8,neutral,raw,last20,0.0017735423753038049,6.175677117425948e-05,0.0034853280521929264,2
prompt,sucat,8,neutral,raw,slope_per100_after100,,,,0
prompt,sucat,8,neutral,raw,climb_critic,-0.0010477640898898244,-0.0010477640898898244,-0.0010477640898898244,1
prompt,sucat,8,shifted,raw,early,0.5297382473945618,0.4436531066894531,0.6158233880996704,2
prompt,sucat,8,shifted,raw,plateau,0.31011277437210083,0.31011277437210083,0.31011277437210083,1
prompt,sucat,8,shifted,raw,late,,,,0
prompt,sucat,8,shifted,raw,later,,,,0
prompt,sucat,8,shifted,raw,last20,0.31363406777381897,0.15641815960407257,0.47084999084472656,2
prompt,sucat,8,shifted,raw,slope_per100_after100,,,,0
prompt,sucat,8,shifted,raw,climb_critic,-0.3057106137275696,-0.3057106137275696,-0.3057106137275696,1
prompt,sucat,8,shifted,minus_null,early,0.5285547375679016,0.4424106180667877,0.6146988868713379,2
prompt,sucat,8,shifted,minus_null,plateau,0.3100360035896301,0.3100360035896301,0.3100360035896301,1
prompt,sucat,8,shifted,minus_null,late,,,,0
prompt,sucat,8,shifted,minus_null,later,,,,0
prompt,sucat,8,shifted,minus_null,last20,0.31186050176620483,0.15635639429092407,0.467364639043808,2
prompt,sucat,8,shifted,minus_null,slope_per100_after100,,,,0
prompt,sucat,8,shifted,minus_null,rise_past_100,,,,0
prompt,sucat,8,shifted,minus_null,rise_past_100_later,,,,0
prompt,sucat,8,genuine,raw,early,0.7932693958282471,0.6959701776504517,0.8905686140060425,2
prompt,sucat,8,genuine,raw,plateau,0.5502916574478149,0.5502916574478149,0.5502916574478149,1
prompt,sucat,8,genuine,raw,late,,,,0
prompt,sucat,8,genuine,raw,later,,,,0
prompt,sucat,8,genuine,raw,last20,0.45029789209365845,0.4373036324977875,0.46329212188720703,2
prompt,sucat,8,genuine,raw,slope_per100_after100,,,,0
prompt,sucat,8,genuine,raw,climb_critic,-0.14567852020263672,-0.14567852020263672,-0.14567852020263672,1
prompt,sucat,8,genuine,minus_null,early,0.7920858860015869,0.6948456168174744,0.8893262147903442,2
prompt,sucat,8,genuine,minus_null,plateau,0.5502148866653442,0.5502148866653442,0.5502148866653442,1
prompt,sucat,8,genuine,minus_null,late,,,,0
prompt,sucat,8,genuine,minus_null,later,,,,0
prompt,sucat,8,genuine,minus_null,last20,0.4485243260860443,0.43381834030151367,0.46323031187057495,2
prompt,sucat,8,genuine,minus_null,slope_per100_after100,,,,0
prompt,sucat,8,genuine,minus_null,rise_past_100,,,,0
prompt,sucat,8,genuine,minus_null,rise_past_100_later,,,,0
prompt,sucat,12,own_cot,raw,early,0.1883055716753006,0.15708211064338684,0.21952903270721436,2
prompt,sucat,12,own_cot,raw,plateau,0.12503430247306824,0.12503430247306824,0.12503430247306824,1
prompt,sucat,12,own_cot,raw,late,,,,0
prompt,sucat,12,own_cot,raw,later,,,,0
prompt,sucat,12,own_cot,raw,last20,0.14416907727718353,0.08337065577507019,0.20496749877929688,2
prompt,sucat,12,own_cot,raw,slope_per100_after100,,,,0
prompt,sucat,12,own_cot,raw,climb_critic,-0.032047808170318604,-0.032047808170318604,-0.032047808170318604,1
prompt,sucat,12,own_cot,minus_null,early,0.18520809710025787,0.15472525358200073,0.21569094061851501,2
prompt,sucat,12,own_cot,minus_null,plateau,0.12384269386529922,0.12384269386529922,0.12384269386529922,1
prompt,sucat,12,own_cot,minus_null,late,,,,0
prompt,sucat,12,own_cot,minus_null,later,,,,0
prompt,sucat,12,own_cot,minus_null,last20,0.13923309743404388,0.0810815691947937,0.19738462567329407,2
prompt,sucat,12,own_cot,minus_null,slope_per100_after100,,,,0
prompt,sucat,12,own_cot,minus_null,rise_past_100,,,,0
prompt,sucat,12,own_cot,minus_null,rise_past_100_later,,,,0
prompt,sucat,12,shuffled,raw,early,0.005099650472402573,0.005018946714699268,0.005180354230105877,2
prompt,sucat,12,shuffled,raw,plateau,0.03936539217829704,0.03936539217829704,0.03936539217829704,1
prompt,sucat,12,shuffled,raw,late,,,,0
prompt,sucat,12,shuffled,raw,later,,,,0
prompt,sucat,12,shuffled,raw,last20,0.05231088399887085,0.0490158386528492,0.0556059293448925,2
prompt,sucat,12,shuffled,raw,slope_per100_after100,,,,0
prompt,sucat,12,shuffled,raw,climb_critic,0.03418503701686859,0.03418503701686859,0.03418503701686859,1
prompt,sucat,12,shuffled,minus_null,early,0.0020021924283355474,0.0011808521812781692,0.0028235327918082476,2
prompt,sucat,12,shuffled,minus_null,plateau,0.03817378357052803,0.03817378357052803,0.03817378357052803,1
prompt,sucat,12,shuffled,minus_null,late,,,,0
prompt,sucat,12,shuffled,minus_null,later,,,,0
prompt,sucat,12,shuffled,minus_null,last20,0.047374922782182693,0.046726763248443604,0.04802308231592178,2
prompt,sucat,12,shuffled,minus_null,slope_per100_after100,,,,0
prompt,sucat,12,shuffled,minus_null,rise_past_100,,,,0
prompt,sucat,12,shuffled,minus_null,rise_past_100_later,,,,0
prompt,sucat,12,reversed,raw,early,0.021796390414237976,0.004156903363764286,0.03943587839603424,2
prompt,sucat,12,reversed,raw,plateau,0.12854847311973572,0.12854847311973572,0.12854847311973572,1
prompt,sucat,12,reversed,raw,late,,,,0
prompt,sucat,12,reversed,raw,later,,,,0
prompt,sucat,12,reversed,raw,last20,0.3504297137260437,0.14484363794326782,0.5560157895088196,2
prompt,sucat,12,reversed,raw,slope_per100_after100,,,,0
prompt,sucat,12,reversed,raw,climb_critic,0.124391570687294,0.124391570687294,0.124391570687294,1
prompt,sucat,12,reversed,minus_null,early,0.018698932603001595,0.001800081692636013,0.0355977825820446,2
prompt,sucat,12,reversed,minus_null,plateau,0.1273568868637085,0.1273568868637085,0.1273568868637085,1
prompt,sucat,12,reversed,minus_null,late,,,,0
prompt,sucat,12,reversed,minus_null,later,,,,0
prompt,sucat,12,reversed,minus_null,last20,0.34549379348754883,0.14255455136299133,0.5484330058097839,2
prompt,sucat,12,reversed,minus_null,slope_per100_after100,,,,0
prompt,sucat,12,reversed,minus_null,rise_past_100,,,,0
prompt,sucat,12,reversed,minus_null,rise_past_100_later,,,,0
prompt,sucat,12,neutral,raw,early,0.003097458276897669,0.002356821671128273,0.0038380951154977083,2
prompt,sucat,12,neutral,raw,plateau,0.0011916070943698287,0.0011916070943698287,0.0011916070943698287,1
prompt,sucat,12,neutral,raw,late,,,,0
prompt,sucat,12,neutral,raw,later,,,,0
prompt,sucat,12,neutral,raw,last20,0.004935963544994593,0.0022890756372362375,0.0075828516855835915,2
prompt,sucat,12,neutral,raw,slope_per100_after100,,,,0
prompt,sucat,12,neutral,raw,climb_critic,-0.0011652145767584443,-0.0011652145767584443,-0.0011652145767584443,1
prompt,sucat,12,shifted,raw,early,0.22683095932006836,0.09982402622699738,0.35383787751197815,2
prompt,sucat,12,shifted,raw,plateau,0.14867240190505981,0.14867240190505981,0.14867240190505981,1
prompt,sucat,12,shifted,raw,late,,,,0
prompt,sucat,12,shifted,raw,later,,,,0
prompt,sucat,12,shifted,raw,last20,0.15983518958091736,0.0660182386636734,0.2536521553993225,2
prompt,sucat,12,shifted,raw,slope_per100_after100,,,,0
prompt,sucat,12,shifted,raw,climb_critic,-0.20516547560691833,-0.20516547560691833,-0.20516547560691833,1
prompt,sucat,12,shifted,minus_null,early,0.22373348474502563,0.09598591923713684,0.35148105025291443,2
prompt,sucat,12,shifted,minus_null,plateau,0.1474808007478714,0.1474808007478714,0.1474808007478714,1
prompt,sucat,12,shifted,minus_null,late,,,,0
prompt,sucat,12,shifted,minus_null,later,,,,0
prompt,sucat,12,shifted,minus_null,last20,0.1548992097377777,0.06372915208339691,0.2460692673921585,2
prompt,sucat,12,shifted,minus_null,slope_per100_after100,,,,0
prompt,sucat,12,shifted,minus_null,rise_past_100,,,,0
prompt,sucat,12,shifted,minus_null,rise_past_100_later,,,,0
prompt,sucat,12,genuine,raw,early,0.4367346167564392,0.4145113527774811,0.4589579105377197,2
prompt,sucat,12,genuine,raw,plateau,0.09648176282644272,0.09648176282644272,0.09648176282644272,1
prompt,sucat,12,genuine,raw,late,,,,0
prompt,sucat,12,genuine,raw,later,,,,0
prompt,sucat,12,genuine,raw,last20,0.06900005042552948,0.05476105213165283,0.08323904871940613,2
prompt,sucat,12,genuine,raw,slope_per100_after100,,,,0
prompt,sucat,12,genuine,raw,climb_critic,-0.3624761402606964,-0.3624761402606964,-0.3624761402606964,1
prompt,sucat,12,genuine,minus_null,early,0.4336371421813965,0.41067323088645935,0.456601083278656,2
prompt,sucat,12,genuine,minus_null,plateau,0.0952901542186737,0.0952901542186737,0.0952901542186737,1
prompt,sucat,12,genuine,minus_null,late,,,,0
prompt,sucat,12,genuine,minus_null,later,,,,0
prompt,sucat,12,genuine,minus_null,last20,0.06406408548355103,0.05247197672724724,0.07565619051456451,2
prompt,sucat,12,genuine,minus_null,slope_per100_after100,,,,0
prompt,sucat,12,genuine,minus_null,rise_past_100,,,,0
prompt,sucat,12,genuine,minus_null,rise_past_100_later,,,,0
