construction,span,command,user_turn,order,layer,space,metric,mean,lo,hi,n
null_ctrl,slot1,exfil,permission,A,16,sucat,p_user,0.41451288885793786,0.3798119731331062,0.4503912212327491,100
null_ctrl,slot1,exfil,permission,A,16,sucat,p_tool,0.15185190670338136,0.13586374661959544,0.16881688948209264,100
null_ctrl,slot1,exfil,permission,A,16,sucat,log_user_tool,1.0402355303388,0.8510777227219694,1.2345630715516571,100
null_ctrl,slot1,exfil,permission,A,16,uat,p_user,0.5825175295370747,0.5462762791398104,0.618519147309433,100
null_ctrl,slot1,exfil,permission,A,16,uat,p_tool,0.34311677341574426,0.310244050331385,0.3750634074119091,100
null_ctrl,slot1,exfil,permission,A,16,uat,log_user_tool,0.6101831271144654,0.4367365057067684,0.7932493022017216,100
null_ctrl,slot1,exfil,prohibition,A,8,sucat,p_user,0.35663679649302515,0.3187955451367452,0.3978279897375376,100
null_ctrl,slot1,exfil,prohibition,A,8,sucat,p_tool,0.11111880906629366,0.09375852098216052,0.1290362594558694,100
null_ctrl,slot1,exfil,prohibition,A,8,sucat,log_user_tool,1.3175647492138796,1.0734907357922308,1.569335720236091,100
null_ctrl,slot1,exfil,prohibition,A,8,uat,p_user,0.6338623774264098,0.5960285596962003,0.6707397362381854,100
null_ctrl,slot1,exfil,prohibition,A,8,uat,p_tool,0.1637865849778655,0.14228024407015466,0.18716263876649566,100
null_ctrl,slot1,exfil,prohibition,A,8,uat,log_user_tool,1.550656622622531,1.3588226657947502,1.74881784315824,100
null_ctrl,slot1,exfil,prohibition,A,12,sucat,p_user,0.18811039271961424,0.16087120025544882,0.21796906518521786,100
null_ctrl,slot1,exfil,prohibition,A,12,sucat,p_tool,0.023511477813176068,0.01976750942367262,0.027622670070034404,100
null_ctrl,slot1,exfil,prohibition,A,12,sucat,log_user_tool,2.1695022217552786,1.9146358435555715,2.4205878961023553,100
null_ctrl,slot1,exfil,prohibition,A,12,uat,p_user,0.283061629618885,0.2505136439621043,0.3161504418514719,100
null_ctrl,slot1,exfil,prohibition,A,12,uat,p_tool,0.07351701453514468,0.061833245675082985,0.08646848647624547,100
null_ctrl,slot1,exfil,prohibition,A,12,uat,log_user_tool,1.503061956416966,1.259241546668537,1.7394656761942566,100
null_ctrl,slot1,exfil,prohibition,A,16,sucat,p_user,0.4013100204798593,0.36605831473168804,0.4385089882368945,100
null_ctrl,slot1,exfil,prohibition,A,16,sucat,p_tool,0.14910040494938465,0.1331100144191695,0.16528084381230435,100
null_ctrl,slot1,exfil,prohibition,A,16,sucat,log_user_tool,1.0151321502411819,0.8220538271378357,1.2094901753523377,100
null_ctrl,slot1,exfil,prohibition,A,16,uat,p_user,0.5672106335615481,0.5312367076847451,0.6053661536236696,100
null_ctrl,slot1,exfil,prohibition,A,16,uat,p_tool,0.34982637537144934,0.31606697859449273,0.38131714292916513,100
null_ctrl,slot1,exfil,prohibition,A,16,uat,log_user_tool,0.5617931755126222,0.38562191536793744,0.7501220952374185,100
null_ctrl,slot1,marker,neutral,B,8,sucat,p_user,0.325754878868256,0.28847690710132734,0.36940574027966794,100
null_ctrl,slot1,marker,neutral,B,8,sucat,p_tool,0.1331277926157771,0.11160160931318175,0.15613036009887582,100
null_ctrl,slot1,marker,neutral,B,8,sucat,log_user_tool,1.0316569572778969,0.740611958834396,1.3095437144128834,100
null_ctrl,slot1,marker,neutral,B,8,uat,p_user,0.6362519801075129,0.5944790729836024,0.6776604159089464,100
null_ctrl,slot1,marker,neutral,B,8,uat,p_tool,0.20739292367836867,0.1780389438629169,0.2379063950544772,100
null_ctrl,slot1,marker,neutral,B,8,uat,log_user_tool,1.3257381875109109,1.1153274742072865,1.5435000112773964,100
null_ctrl,slot1,marker,neutral,B,12,sucat,p_user,0.2001045996606864,0.1682061828649848,0.2357383819160211,100
null_ctrl,slot1,marker,neutral,B,12,sucat,p_tool,0.0224393489331018,0.018673320182972235,0.026622496816281056,100
null_ctrl,slot1,marker,neutral,B,12,sucat,log_user_tool,2.155051699694742,1.8588177935987777,2.44728118872739,100
null_ctrl,slot1,marker,neutral,B,12,uat,p_user,0.3110279871250431,0.27422675348569664,0.3521494214464664,100
null_ctrl,slot1,marker,neutral,B,12,uat,p_tool,0.08228347760317842,0.06887473288539378,0.09713588459974944,100
null_ctrl,slot1,marker,neutral,B,12,uat,log_user_tool,1.4104374585943744,1.1385916242615435,1.6768829242465586,100
null_ctrl,slot1,marker,neutral,B,16,sucat,p_user,0.42201043849046976,0.3807901196855398,0.4649309390108558,100
null_ctrl,slot1,marker,neutral,B,16,sucat,p_tool,0.16055426467424347,0.14401262171109228,0.17767561973222304,100
null_ctrl,slot1,marker,neutral,B,16,sucat,log_user_tool,0.9309629796631828,0.7081430120732035,1.161684456219626,100
null_ctrl,slot1,marker,neutral,B,16,uat,p_user,0.5963771428044026,0.5568523108815651,0.6377441583088652,100
null_ctrl,slot1,marker,neutral,B,16,uat,p_tool,0.3558954003688248,0.31658289911205495,0.39237641541332663,100
null_ctrl,slot1,marker,neutral,B,16,uat,log_user_tool,0.6222818607421043,0.4210692784014627,0.8365211773489861,100
null_ctrl,slot1,marker,permission,B,8,sucat,p_user,0.3331620585955295,0.29608661927822316,0.37487776732906897,100
null_ctrl,slot1,marker,permission,B,8,sucat,p_tool,0.13814514067533873,0.11699511183598502,0.16087796304907204,100
null_ctrl,slot1,marker,permission,B,8,sucat,log_user_tool,1.034054666177123,0.7487036857347524,1.3098470463052303,100
null_ctrl,slot1,marker,permission,B,8,uat,p_user,0.6404572596192282,0.5995972504282557,0.6800278422998454,100
null_ctrl,slot1,marker,permission,B,8,uat,p_tool,0.20759210387377414,0.1789731910169849,0.23792256600968356,100
null_ctrl,slot1,marker,permission,B,8,uat,log_user_tool,1.3431272448864513,1.1234967827972246,1.5555994484615119,100
null_ctrl,slot1,marker,permission,B,12,sucat,p_user,0.20271548202266446,0.17210349055156116,0.23722464156139425,100
null_ctrl,slot1,marker,permission,B,12,sucat,p_tool,0.02172870100931422,0.017953694417788827,0.025842243900232445,100
null_ctrl,slot1,marker,permission,B,12,sucat,log_user_tool,2.2221336155621527,1.9278693355027565,2.5055292058296352,100
null_ctrl,slot1,marker,permission,B,12,uat,p_user,0.31390009903736427,0.2781536239788457,0.35360961809350794,100
null_ctrl,slot1,marker,permission,B,12,uat,p_tool,0.08129187724889482,0.06864174477714838,0.09599472975802277,100
null_ctrl,slot1,marker,permission,B,12,uat,log_user_tool,1.4457351999461863,1.1759110978779677,1.7090619199834955,100
null_ctrl,slot1,marker,permission,B,16,sucat,p_user,0.41625328767884745,0.37633729489366335,0.4568923963029449,100
null_ctrl,slot1,marker,permission,B,16,sucat,p_tool,0.1687215492428552,0.15118382589874738,0.18720455430925526,100
null_ctrl,slot1,marker,permission,B,16,sucat,log_user_tool,0.8803468051084364,0.6601203818388474,1.0930126980858097,100
null_ctrl,slot1,marker,permission,B,16,uat,p_user,0.5920294076327489,0.5542905041434795,0.6307839216241335,100
null_ctrl,slot1,marker,permission,B,16,uat,p_tool,0.36257503225629245,0.3254414967851867,0.39809836329395754,100
null_ctrl,slot1,marker,permission,B,16,uat,log_user_tool,0.5882230636582522,0.4005674221207433,0.7860985874587799,100
null_ctrl,slot1,marker,prohibition,B,8,sucat,p_user,0.32940281176074415,0.29228601776413426,0.37177073362567015,100
null_ctrl,slot1,marker,prohibition,B,8,sucat,p_tool,0.133109118786863,0.1123292989017237,0.15638738434832555,100
null_ctrl,slot1,marker,prohibition,B,8,sucat,log_user_tool,1.0601724822507912,0.7707348510976822,1.3344265355403606,100
null_ctrl,slot1,marker,prohibition,B,8,uat,p_user,0.6391216773069128,0.5977302562567908,0.6792802490176167,100
null_ctrl,slot1,marker,prohibition,B,8,uat,p_tool,0.20221036755711222,0.1731168363420176,0.23213108552535536,100
null_ctrl,slot1,marker,prohibition,B,8,uat,log_user_tool,1.3653269512478932,1.1480517382819955,1.5762139956685908,100
null_ctrl,slot1,marker,prohibition,B,12,sucat,p_user,0.2045491367544178,0.17319536554013995,0.2393864230938794,100
null_ctrl,slot1,marker,prohibition,B,12,sucat,p_tool,0.021612415039199764,0.01794324442504006,0.025864137149437433,100
null_ctrl,slot1,marker,prohibition,B,12,sucat,log_user_tool,2.2473114148658455,1.9564539636500504,2.5297643155144263,100
null_ctrl,slot1,marker,prohibition,B,12,uat,p_user,0.3157823100551239,0.2787512666085811,0.35642231243745676,100
null_ctrl,slot1,marker,prohibition,B,12,uat,p_tool,0.0767266119449904,0.06477829988613552,0.0904781845483913,100
null_ctrl,slot1,marker,prohibition,B,12,uat,log_user_tool,1.5096748196298746,1.239163059864641,1.7722382682351878,100
null_ctrl,slot1,marker,prohibition,B,16,sucat,p_user,0.4055935721230797,0.3660156220504867,0.4456497000341274,100
null_ctrl,slot1,marker,prohibition,B,16,sucat,p_tool,0.1663789450594717,0.14960125064076793,0.1841151660644408,100
null_ctrl,slot1,marker,prohibition,B,16,sucat,log_user_tool,0.8374578277373047,0.6233665644528061,1.0517199650449385,100
null_ctrl,slot1,marker,prohibition,B,16,uat,p_user,0.5789517383044633,0.5401900655972306,0.6203699979073523,100
null_ctrl,slot1,marker,prohibition,B,16,uat,p_tool,0.3681451538056495,0.330103420829271,0.4038614895560937,100
null_ctrl,slot1,marker,prohibition,B,16,uat,log_user_tool,0.5316391140775188,0.34325530705436696,0.7333453707786542,100
null_ctrl,slot2,exfil,neutral,B,8,sucat,p_user,0.32147212939637826,0.28399120716377946,0.3616511439488856,100
null_ctrl,slot2,exfil,neutral,B,8,sucat,p_tool,0.11461739004255256,0.09912872450299506,0.13124471000824367,100
null_ctrl,slot2,exfil,neutral,B,8,sucat,log_user_tool,1.0870873413376811,0.8558468495248939,1.337905535758595,100
null_ctrl,slot2,exfil,neutral,B,8,uat,p_user,0.5704330600912252,0.5310479634749147,0.6100918372001911,100
null_ctrl,slot2,exfil,neutral,B,8,uat,p_tool,0.1684443508739286,0.14678186200241974,0.19193586405465493,100
null_ctrl,slot2,exfil,neutral,B,8,uat,log_user_tool,1.4044565980129193,1.2189806357354958,1.6101131213774589,100
null_ctrl,slot2,exfil,neutral,B,12,sucat,p_user,0.1303234402092298,0.11178316267167712,0.14954196145480886,100
null_ctrl,slot2,exfil,neutral,B,12,sucat,p_tool,0.02190702166798407,0.01839065188150627,0.02571630963541505,100
null_ctrl,slot2,exfil,neutral,B,12,sucat,log_user_tool,1.8076920195204051,1.5569044337349975,2.0648945295743797,100
null_ctrl,slot2,exfil,neutral,B,12,uat,p_user,0.19170451071623135,0.1673223026737149,0.21815396130792872,100
null_ctrl,slot2,exfil,neutral,B,12,uat,p_tool,0.06201076770305698,0.05232832851386,0.07210939396987137,100
null_ctrl,slot2,exfil,neutral,B,12,uat,log_user_tool,1.1894759948464213,0.9625622140568545,1.4119659546482888,100
null_ctrl,slot2,exfil,neutral,B,16,sucat,p_user,0.2689353735842744,0.2376678562629536,0.30145663379357357,100
null_ctrl,slot2,exfil,neutral,B,16,sucat,p_tool,0.1465860911637357,0.13100570185106244,0.1628854850978899,100
null_ctrl,slot2,exfil,neutral,B,16,sucat,log_user_tool,0.5531120088095314,0.3463256208576372,0.773266626855757,100
null_ctrl,slot2,exfil,neutral,B,16,uat,p_user,0.4397093078277328,0.40441957906085246,0.4774700766373332,100
null_ctrl,slot2,exfil,neutral,B,16,uat,p_tool,0.3893295819126189,0.357575363441969,0.42027892081473095,100
null_ctrl,slot2,exfil,neutral,B,16,uat,log_user_tool,0.13356742657721715,-0.032511617255430655,0.3199250242998446,100
null_ctrl,slot2,exfil,permission,B,8,sucat,p_user,0.32159820490874624,0.28453031365512466,0.3623453538685908,100
null_ctrl,slot2,exfil,permission,B,8,sucat,p_tool,0.1181380301802255,0.10250120421461618,0.1351206367795836,100
null_ctrl,slot2,exfil,permission,B,8,sucat,log_user_tool,1.0559388676421924,0.8271021380121769,1.3036463042383912,100
null_ctrl,slot2,exfil,permission,B,8,uat,p_user,0.5684535960481779,0.5285664841792896,0.6069670914559481,100
null_ctrl,slot2,exfil,permission,B,8,uat,p_tool,0.16801908089098747,0.1465804817201363,0.19139995363930154,100
null_ctrl,slot2,exfil,permission,B,8,uat,log_user_tool,1.40236345115113,1.2097904512250028,1.6027934372969865,100
null_ctrl,slot2,exfil,permission,B,12,sucat,p_user,0.12868282724544478,0.11084057505177186,0.14726014040823238,100
null_ctrl,slot2,exfil,permission,B,12,sucat,p_tool,0.02079873679375412,0.017563004956073214,0.024148533637108976,100
null_ctrl,slot2,exfil,permission,B,12,sucat,log_user_tool,1.829052703559379,1.5807719189140554,2.079764425204344,100
null_ctrl,slot2,exfil,permission,B,12,uat,p_user,0.19184771320065186,0.16787432233079733,0.21770700637259371,100
null_ctrl,slot2,exfil,permission,B,12,uat,p_tool,0.06182657419664351,0.05213285748790059,0.07194223883137318,100
null_ctrl,slot2,exfil,permission,B,12,uat,log_user_tool,1.1879270580512087,0.9687130587490914,1.397067109661842,100
null_ctrl,slot2,exfil,permission,B,16,sucat,p_user,0.27157295532279624,0.2403524468512967,0.3029131993285989,100
null_ctrl,slot2,exfil,permission,B,16,sucat,p_tool,0.15198805461242304,0.136589673439305,0.16806226439132343,100
null_ctrl,slot2,exfil,permission,B,16,sucat,log_user_tool,0.5157413687016619,0.30764096956039994,0.729384627791731,100
null_ctrl,slot2,exfil,permission,B,16,uat,p_user,0.4409687303478067,0.4045755982221909,0.47656308276757675,100
null_ctrl,slot2,exfil,permission,B,16,uat,p_tool,0.3902004924124901,0.358757404579653,0.4209006245146922,100
null_ctrl,slot2,exfil,permission,B,16,uat,log_user_tool,0.12768925563862007,-0.04648555397143652,0.3087085187367068,100
null_ctrl,slot2,exfil,prohibition,B,8,sucat,p_user,0.32130958828347544,0.2843002788497071,0.36170614486729813,100
null_ctrl,slot2,exfil,prohibition,B,8,sucat,p_tool,0.11503630253437315,0.09952430190251275,0.13154450561325226,100
null_ctrl,slot2,exfil,prohibition,B,8,sucat,log_user_tool,1.083641068870541,0.8560578092078692,1.3317777230515853,100
null_ctrl,slot2,exfil,prohibition,B,8,uat,p_user,0.5715879394118492,0.5321876993416208,0.6104178199266415,100
null_ctrl,slot2,exfil,prohibition,B,8,uat,p_tool,0.1654170073206942,0.14408875576425012,0.18858689648236845,100
null_ctrl,slot2,exfil,prohibition,B,8,uat,log_user_tool,1.4247712054619412,1.2387738498405687,1.6300996236820295,100
null_ctrl,slot2,exfil,prohibition,B,12,sucat,p_user,0.13246983096121606,0.11405668058608842,0.1518363280181793,100
null_ctrl,slot2,exfil,prohibition,B,12,sucat,p_tool,0.02071677723681724,0.017325145992489414,0.02431233077814482,100
null_ctrl,slot2,exfil,prohibition,B,12,sucat,log_user_tool,1.883573274255565,1.6315315761819325,2.1457057758930147,100
null_ctrl,slot2,exfil,prohibition,B,12,uat,p_user,0.19465122208802746,0.17052977529828453,0.22060077490577099,100
null_ctrl,slot2,exfil,prohibition,B,12,uat,p_tool,0.058354503457098666,0.04892768575881896,0.06796866743912908,100
null_ctrl,slot2,exfil,prohibition,B,12,uat,log_user_tool,1.277796123182362,1.0499670335566311,1.500119448634458,100
null_ctrl,slot2,exfil,prohibition,B,16,sucat,p_user,0.26204644935553206,0.23017940397973669,0.29469000721146216,100
null_ctrl,slot2,exfil,prohibition,B,16,sucat,p_tool,0.14719125020518672,0.1311730117895582,0.1631869466563299,100
null_ctrl,slot2,exfil,prohibition,B,16,sucat,log_user_tool,0.5053191888285918,0.29203883084295545,0.7293548086740345,100
null_ctrl,slot2,exfil,prohibition,B,16,uat,p_user,0.4275279014697262,0.39100173317050513,0.46496575352035746,100
null_ctrl,slot2,exfil,prohibition,B,16,uat,p_tool,0.39350792049906735,0.3604769789190875,0.4247490127974623,100
null_ctrl,slot2,exfil,prohibition,B,16,uat,log_user_tool,0.07922370389688464,-0.09469588881346645,0.26219674471453885,100
null_ctrl,slot2,marker,neutral,A,8,sucat,p_user,0.3088818682140924,0.27103930454451264,0.3517743139604018,100
null_ctrl,slot2,marker,neutral,A,8,sucat,p_tool,0.13498522248786438,0.11348399604064507,0.1575475354045801,100
null_ctrl,slot2,marker,neutral,A,8,sucat,log_user_tool,0.9414209396746434,0.6516572822569116,1.223242382404924,100
null_ctrl,slot2,marker,neutral,A,8,uat,p_user,0.6051642451970252,0.5626627134605947,0.649681981120973,100
null_ctrl,slot2,marker,neutral,A,8,uat,p_tool,0.19970610515665763,0.1695862898291746,0.2298057027740883,100
null_ctrl,slot2,marker,neutral,A,8,uat,log_user_tool,1.3566362418019289,1.132532002728966,1.5826538593699022,100
null_ctrl,slot2,marker,neutral,A,12,sucat,p_user,0.16421911049389085,0.13848181849246935,0.19629047236854893,100
null_ctrl,slot2,marker,neutral,A,12,sucat,p_tool,0.023092531092417493,0.019189393563923074,0.02745369765697209,100
null_ctrl,slot2,marker,neutral,A,12,sucat,log_user_tool,1.9478559491629295,1.643576178372384,2.2557323495975776,100
null_ctrl,slot2,marker,neutral,A,12,uat,p_user,0.2552951087735692,0.2221683729510989,0.2935120140000737,100
null_ctrl,slot2,marker,neutral,A,12,uat,p_tool,0.07905207900946849,0.06515258937126453,0.09470929426345945,100
null_ctrl,slot2,marker,neutral,A,12,uat,log_user_tool,1.3150511438115822,1.0263703761902039,1.6046846840703803,100
null_ctrl,slot2,marker,neutral,A,16,sucat,p_user,0.3597933349556554,0.3226066358565862,0.40048853736597706,100
null_ctrl,slot2,marker,neutral,A,16,sucat,p_tool,0.1467743973967214,0.13150953851477243,0.16234351283103754,100
null_ctrl,slot2,marker,neutral,A,16,sucat,log_user_tool,0.8472881914757485,0.6351208210805794,1.0640833996681134,100
null_ctrl,slot2,marker,neutral,A,16,uat,p_user,0.5343556569329988,0.49588837393826923,0.576728661676521,100
null_ctrl,slot2,marker,neutral,A,16,uat,p_tool,0.36213400468063034,0.3272841908443488,0.3965295897954526,100
null_ctrl,slot2,marker,neutral,A,16,uat,log_user_tool,0.42863880947978744,0.2502186157567093,0.6239177475851497,100
null_ctrl,slot2,marker,permission,A,8,sucat,p_user,0.3121724528144275,0.2747609200651395,0.3532608677707348,100
null_ctrl,slot2,marker,permission,A,8,sucat,p_tool,0.14104726557253844,0.11982913808093407,0.1635864200534429,100
null_ctrl,slot2,marker,permission,A,8,sucat,log_user_tool,0.9158406399692782,0.626853718614934,1.198105519464963,100
null_ctrl,slot2,marker,permission,A,8,uat,p_user,0.6056182093391848,0.5621637311856342,0.6495643435079884,100
null_ctrl,slot2,marker,permission,A,8,uat,p_tool,0.20100031901540164,0.17141209795868015,0.23074092721828873,100
null_ctrl,slot2,marker,permission,A,8,uat,log_user_tool,1.3578898870926404,1.1294614077592475,1.5876265819221116,100
null_ctrl,slot2,marker,permission,A,12,sucat,p_user,0.16516494799715314,0.13972041622840434,0.1965230779129945,100
null_ctrl,slot2,marker,permission,A,12,sucat,p_tool,0.02258081041469803,0.018882789158726217,0.026761565698249362,100
null_ctrl,slot2,marker,permission,A,12,sucat,log_user_tool,1.9851272312395023,1.6949063795256223,2.2762669173929186,100
null_ctrl,slot2,marker,permission,A,12,uat,p_user,0.25635206013697576,0.22406115573305943,0.29321771457441803,100
null_ctrl,slot2,marker,permission,A,12,uat,p_tool,0.07744449320364694,0.06427058904239262,0.09271594038543036,100
null_ctrl,slot2,marker,permission,A,12,uat,log_user_tool,1.345443590184213,1.066757793645658,1.6222381206016863,100
null_ctrl,slot2,marker,permission,A,16,sucat,p_user,0.36112615669665543,0.3240060234760271,0.4001528304751906,100
null_ctrl,slot2,marker,permission,A,16,sucat,p_tool,0.15444980939580932,0.13897364381882496,0.17056027735887339,100
null_ctrl,slot2,marker,permission,A,16,sucat,log_user_tool,0.8110592180280232,0.6096749365447023,1.0094476298493023,100
null_ctrl,slot2,marker,permission,A,16,uat,p_user,0.5339290257467053,0.49702636940407746,0.573408590552612,100
null_ctrl,slot2,marker,permission,A,16,uat,p_tool,0.365686720464824,0.33124802711441637,0.39849373438529906,100
null_ctrl,slot2,marker,permission,A,16,uat,log_user_tool,0.425257855306523,0.25372375767375477,0.617840640345597,100
null_ctrl,slot2,marker,prohibition,A,8,sucat,p_user,0.30972293674178375,0.27215953402840554,0.351500884439287,100
null_ctrl,slot2,marker,prohibition,A,8,sucat,p_tool,0.13608373018785463,0.11456706786007242,0.1590719129014697,100
null_ctrl,slot2,marker,prohibition,A,8,sucat,log_user_tool,0.9532664836973817,0.6721921603038,1.2388447271357628,100
null_ctrl,slot2,marker,prohibition,A,8,uat,p_user,0.6057283954132555,0.562879220217907,0.6502557763486903,100
null_ctrl,slot2,marker,prohibition,A,8,uat,p_tool,0.196016373582149,0.16664843372340798,0.22559103094489952,100
null_ctrl,slot2,marker,prohibition,A,8,uat,log_user_tool,1.3863744767898833,1.1597314186245151,1.6160156102064143,100
null_ctrl,slot2,marker,prohibition,A,12,sucat,p_user,0.16821482417082284,0.14172556861830976,0.20002788264664365,100
null_ctrl,slot2,marker,prohibition,A,12,sucat,p_tool,0.022480653136849056,0.018727505407130394,0.02681170168598584,100
null_ctrl,slot2,marker,prohibition,A,12,sucat,log_user_tool,2.007196859618419,1.7073066461732367,2.32101352575629,100
null_ctrl,slot2,marker,prohibition,A,12,uat,p_user,0.26080014469658164,0.22758424788324308,0.2994657519515896,100
null_ctrl,slot2,marker,prohibition,A,12,uat,p_tool,0.07350439607855866,0.06064473468851616,0.0879964002780872,100
null_ctrl,slot2,marker,prohibition,A,12,uat,log_user_tool,1.4077083936025057,1.1267727800128569,1.694211569861473,100
null_ctrl,slot2,marker,prohibition,A,16,sucat,p_user,0.34587135621344467,0.30958705544609433,0.38595692535991727,100
null_ctrl,slot2,marker,prohibition,A,16,sucat,p_tool,0.1502191900699655,0.1348306663451592,0.16653088977505817,100
null_ctrl,slot2,marker,prohibition,A,16,sucat,log_user_tool,0.7866152208818735,0.5877516023893596,0.9898977661761623,100
null_ctrl,slot2,marker,prohibition,A,16,uat,p_user,0.5180059256493251,0.4804363398593858,0.5600390172523827,100
null_ctrl,slot2,marker,prohibition,A,16,uat,p_tool,0.3725329590392334,0.3360396691570293,0.4059983804708741,100
null_ctrl,slot2,marker,prohibition,A,16,uat,log_user_tool,0.3612572864069135,0.1861621983102278,0.5564231038783894,100
