sample_ix,display_token_ix,base_message_type,seg_ix,offset_fraction,edited_role,sign,p_system,p_user,p_cot,p_assistant,p_tool
1636,445,assistant,7,0.01,user,-1,2.068119923766996e-13,7.240586004015182e-12,3.1862196986657715e-06,0.9999968130734611,6.993927648329457e-10
1637,446,assistant,7,0.01,user,-1,1.66338837143453e-14,9.829028451712777e-13,3.0160507758318923e-06,0.9999969837982347,1.4999000655833177e-10
1638,447,assistant,7,0.01,user,-1,9.398050522855545e-08,2.665745514601957e-07,0.0004837638624987841,0.9995078125694826,8.063012961838617e-06
1639,448,assistant,7,0.01,user,-1,1.2494309575637495e-10,1.094022416705891e-09,1.8443603823635486e-06,0.9999981035920616,5.0828590330579946e-08
1640,449,assistant,7,0.01,user,-1,2.3272769313478268e-10,7.821752096164981e-09,0.00025068702571671536,0.999747801033788,1.5038860154796024e-06
1641,450,assistant,7,0.01,user,-1,3.3373379248443325e-11,2.5729401007522735e-10,1.1116402191185141e-05,0.9999888373512174,4.595592400036118e-08
1642,451,assistant,7,0.01,user,-1,2.1369043895608926e-12,5.514219828617009e-13,1.9817587152794896e-07,0.9999998012120432,6.093967470840615e-10
1643,452,assistant,7,0.01,user,-1,2.2614277088763207e-10,6.197982277947698e-09,1.4846949955601996e-05,0.9999850256768159,1.2094910344856994e-07
1644,453,assistant,7,0.01,user,-1,5.015500943813446e-12,3.0413356581395045e-10,8.455584871838375e-05,0.9999154087995735,3.5042559063712415e-08
1645,454,assistant,7,0.01,user,-1,1.7412064652946294e-10,1.2334059231593444e-10,5.126568632806105e-05,0.9999486099528998,1.2406331111924094e-07
1646,455,assistant,7,0.01,user,-1,5.832027078263429e-13,6.3663635565581165e-12,1.2928092702672955e-05,0.9999870690902931,2.8100547961903565e-09
1647,456,assistant,7,0.01,user,-1,6.057605277424828e-12,3.207396447104369e-11,1.0940909575944894e-06,0.9999989009115698,4.959340947979449e-09
1648,457,assistant,7,0.01,user,-1,8.274782299994354e-12,6.255766605067957e-11,2.410383463336412e-05,0.9999758786743984,1.7420135698102694e-08
1649,458,assistant,7,0.01,user,-1,4.783815037723878e-10,1.4750673126208807e-08,0.00634800988835217,0.993639844504731,1.2130377862283052e-05
1650,459,assistant,7,0.01,user,-1,4.256359785784108e-09,4.118910452367863e-08,0.00014111581164867254,0.9998560314831145,2.80725977251733e-06
1651,460,assistant,7,0.01,user,-1,1.460357597555814e-10,3.919218815806748e-09,8.913394685141791e-05,0.9999096056230949,1.2563647990515058e-06
1652,461,assistant,7,0.01,user,-1,2.5567457619582934e-10,1.8478408655681056e-10,0.00010162044368631912,0.9998981645111422,2.1460471274928537e-07
1653,462,assistant,7,0.01,user,-1,1.1344444302283595e-09,4.051072249678764e-09,0.0003379493308286878,0.9996589009184685,3.1445651862032266e-06
1654,463,assistant,7,0.01,user,-1,6.9002719786308685e-12,1.8941947999169515e-12,8.742424728185014e-06,0.9999912544583421,3.1081353032399462e-09
1655,464,assistant,7,0.01,user,-1,1.3673851882337048e-11,7.068781126722079e-10,3.3857618305146874e-05,0.9999661373983236,4.2628191009891145e-09
1656,465,assistant,7,0.01,user,-1,1.1108417834002856e-13,5.3086203170576305e-12,7.7392051506691e-06,0.9999922602948258,4.946038580805558e-10
1657,466,assistant,7,0.01,user,-1,5.113195762476055e-11,1.4610723165572302e-09,0.0002088892638689923,0.9997909072690662,2.01954860433207e-07
1658,467,assistant,7,0.01,user,-1,8.376379648997974e-11,3.5635597922149235e-09,4.849261239356995e-05,0.9999514160242875,8.771599527357134e-08
1659,468,assistant,7,0.01,user,-1,8.393683752438285e-11,7.670127006409788e-10,0.0001324836169987921,0.9998671948946051,3.2063744659837165e-07
1660,469,assistant,7,0.01,user,-1,3.46360493423237e-10,1.0830459952592195e-09,0.0003021320449707024,0.999695396257941,2.470267681783029e-06
1661,470,assistant,7,0.01,user,-1,1.6419318953508267e-13,2.0117126919852476e-12,4.112041217962442e-06,0.999995880330389,7.62621719255481e-09
1662,471,assistant,7,0.01,user,-1,2.8722672574401384e-08,1.2265464840537e-07,0.0032356455162135898,0.9967366627277437,2.75403787218664e-05
1663,472,assistant,7,0.01,user,-1,3.671766983048714e-08,6.73898405757605e-08,0.003632615298243417,0.9963138676652855,5.34129289607418e-05
1664,473,assistant,7,0.01,user,-1,1.5386063175388244e-13,5.086607076374988e-13,1.577077260134893e-05,0.9999842278849617,1.341774429271477e-09
1665,474,assistant,7,0.01,user,-1,2.774605597546535e-10,3.075185459954126e-10,0.00047571703011646007,0.9995240159971499,2.6638775463054683e-07
1666,475,assistant,7,0.01,user,-1,2.014507235024569e-11,9.573887692278718e-11,0.00019217784536386344,0.9998078001503615,2.1888390694555263e-08
1667,476,assistant,7,0.01,user,-1,1.8302248525928675e-09,3.330182979399359e-09,0.00018079991637480637,0.9998191440378068,5.0885410677633445e-08
1668,477,assistant,7,0.01,user,-1,3.836050891719762e-10,9.908273652988053e-10,0.00019212957477715998,0.9998077829249039,8.612588640731289e-08
1669,478,assistant,7,0.01,user,-1,1.573584315291155e-11,1.1446835376149657e-10,8.625036280778969e-06,0.9999913712472694,3.586245682823516e-09
1670,479,assistant,7,0.01,user,-1,1.3802411785493375e-11,1.3944890449283647e-09,3.2964318975304034e-05,0.9999669817056752,5.2567057934750765e-08
1671,480,assistant,7,0.01,user,-1,9.605717033275121e-11,4.937345270136684e-09,0.0004522359595164065,0.999547670213998,8.879308297132923e-08
1672,481,assistant,7,0.01,user,-1,2.9265203691989915e-09,2.3231696834415405e-09,7.633794763299688e-05,0.9999235410565278,1.1574614905276059e-07
1673,482,assistant,7,0.01,user,-1,1.597574679159256e-09,1.0991164452368613e-08,0.0001596523181470841,0.999839419841197,9.152519168276699e-07
1674,483,assistant,7,0.01,user,-1,4.963711325246632e-12,1.110234920527989e-10,1.2346416040400066e-05,0.999987651159199,2.3087734918693576e-09
1675,484,assistant,7,0.01,user,-1,4.653832078904241e-13,3.366620158110486e-12,3.5478100321766866e-07,0.9999996448189723,3.961924781183717e-10
1676,485,assistant,7,0.01,user,-1,3.127495775219251e-11,4.483818627221767e-12,2.661870161645919e-07,0.999999731117105,2.6601201412024964e-09
1677,486,assistant,7,0.01,user,-1,3.789258840658179e-12,8.154856712268006e-12,7.456229914269181e-06,0.9999925431667415,5.913999913703963e-10
1678,487,assistant,7,0.01,user,-1,3.626759162669017e-10,3.9690311495077196e-10,3.077358854408809e-06,0.9999969113796395,1.0501927159135996e-08
1679,488,assistant,7,0.01,user,-1,1.237769283180664e-12,7.477177610847329e-13,1.7146284607670368e-06,0.9999982697103756,1.5659178201668187e-08
1680,489,assistant,7,0.01,user,-1,2.0035320965287054e-09,2.5433676465752167e-10,1.7496012424449463e-05,0.9999824443606384,5.73690682771026e-08
1681,490,assistant,7,0.01,user,-1,1.691222278564952e-12,2.0497472109614176e-11,0.0001263270336019875,0.9998736722300202,7.141891211336442e-10
1682,491,assistant,7,0.01,user,-1,2.274579447090435e-10,1.9703633447903225e-10,1.749118177676045e-05,0.9999824958227848,1.2570944244425921e-08
1683,492,assistant,7,0.01,user,-1,2.364965661935157e-13,5.617104216256318e-13,9.869465505020073e-07,0.9999990129306939,1.2195742761206315e-10
1684,493,assistant,7,0.01,user,-1,4.4536845121509956e-13,8.565132255503128e-14,3.849298302698885e-06,0.9999961506016082,9.955827563135493e-11
1685,494,assistant,7,0.01,user,-1,2.093611300260694e-12,2.0377063373133853e-12,9.131124710109879e-06,0.9999908685477372,3.2342142577693936e-10
1686,495,assistant,7,0.01,user,-1,4.58559946634848e-12,1.4637910054606176e-12,1.6777785967173877e-05,0.9999831932186177,2.898936581999753e-08
1687,496,assistant,7,0.01,user,-1,9.39887922858255e-12,1.8135413948566537e-11,1.5073045321409706e-05,0.9999848084230835,1.185040607702013e-07
1688,497,assistant,7,0.01,user,-1,2.2810416871154774e-14,8.601767754256577e-14,4.73622245690788e-07,0.9999995249149013,1.4627440112824967e-09
1689,498,assistant,7,0.01,user,-1,2.8780645754792946e-14,1.0862916012050917e-13,1.1816481447772762e-06,0.9999988171305972,1.221120690112838e-09
1690,499,assistant,7,0.01,user,-1,1.3594161372165445e-13,1.3507911575119145e-13,1.4683301791934276e-05,0.9999853164846227,2.1331414436036868e-10
1691,500,assistant,7,0.01,user,-1,1.1159126424114044e-06,7.787027900946648e-07,0.011267771449157781,0.9857898321341082,0.0029405018013013663
1692,501,assistant,7,0.01,user,-1,2.477013914157549e-10,1.006906189725434e-09,5.564688941002998e-05,0.999943991845823,3.600101594321842e-07
1693,502,assistant,7,0.01,user,-1,3.1841562657498356e-13,1.3254368496973018e-13,3.227281193264856e-06,0.9999967707499327,1.9684231196227924e-09
1694,503,assistant,7,0.01,user,-1,6.374978675031553e-11,2.5457746556139992e-11,2.5402095173354124e-05,0.9999718799136634,2.717901955724201e-06
1695,504,assistant,7,0.01,user,-1,1.1247948580593427e-11,5.700294650969669e-11,2.4046303525557386e-05,0.9999718307736654,4.12285455815485e-06
1696,505,assistant,7,0.01,user,-1,2.4464963488805057e-10,9.826766136009672e-10,0.00012594042532869946,0.9998607759506947,1.3282396650412547e-05
1697,506,assistant,7,0.01,user,-1,2.3892558868121524e-15,2.7170337031498384e-15,3.674859395012071e-07,0.999999632112038,4.0201742306689367e-10
1698,507,assistant,7,0.01,user,-1,4.00038329305733e-13,1.4111615599710655e-13,1.452667324344072e-06,0.9999985404198571,6.912277300850365e-09
1699,508,assistant,7,0.01,user,-1,2.283238092764823e-12,7.185845640397751e-13,1.343928029381272e-05,0.9999864805472228,8.016948171629436e-08
1700,509,assistant,7,0.01,user,-1,3.268801087375457e-13,1.9317749965625147e-11,9.440891483495058e-06,0.9999903725253361,1.865635358825608e-07
1701,510,assistant,7,0.01,user,-1,1.2565214055241165e-07,3.292633464506238e-06,0.01864486200357274,0.9811669558617218,0.0001847638491005719
1702,511,assistant,7,0.01,user,-1,7.225132239527582e-10,5.3566919162578e-09,1.7719056595342796e-05,0.9999811093233927,1.1655408069386151e-06
1703,512,assistant,7,0.01,user,-1,3.4647111499681474e-12,2.4702934870628435e-12,3.596617789257208e-06,0.9999963053278986,9.804837707628266e-08
978,1,user,2,0.01,user,0,0.000506527075855923,0.5881511274583316,0.004589324655273915,3.673300415801533e-07,0.4067526534804969
979,2,user,2,0.01,user,0,0.00010607717010807425,0.9972484201815232,9.472137406497388e-06,7.591994804187168e-10,0.0026360297517628944
980,3,user,2,0.01,user,0,0.000739912024874095,0.6788763501407771,0.001592707306413528,1.0312182137664943e-07,0.3187909274061139
981,4,user,2,0.01,user,0,0.0015479317936655647,0.959740331037396,0.0005408337141229385,8.809987861850675e-07,0.038170022456029136
982,5,user,2,0.01,user,0,0.00023152914792612655,0.9979284060727202,3.170058252032546e-05,1.0380522075489015e-07,0.0018082603916126378
983,6,user,2,0.01,user,0,0.008580387376185748,0.9857474325443962,0.0002935624246900747,2.9477355627200856e-07,0.0053783228811717975
984,7,user,2,0.01,user,0,0.00034960882161794106,0.9974323426476858,5.527103764789538e-05,2.0915691244542786e-07,0.0021625683361361147
985,8,user,2,0.01,user,0,2.6587698830084913e-05,0.999674068383096,1.0203384768631836e-06,4.4565127472313334e-10,0.0002983231339460251
986,9,user,2,0.01,user,0,0.0006487001228801971,0.9857486776014421,0.00026546099742801087,3.028644619522955e-07,0.013336858413787856
987,10,user,2,0.01,user,0,0.00020459087955270009,0.9787120540178651,0.0008154318960243205,2.7990522511884497e-06,0.020265124154306695
988,11,user,2,0.01,user,0,0.00012644613146522773,0.9994065634310895,6.922249229246589e-06,3.440210345427726e-11,0.00046006815381409406
989,12,user,2,0.01,user,0,3.741500966033026e-05,0.9833305451679089,0.0004691550159338517,4.919988611302659e-10,0.016162884314498135
990,13,user,2,0.01,user,0,0.0041443301841045735,0.9951884444528291,5.298808804917741e-05,9.013727494129928e-10,0.0006142363736445783
991,14,user,2,0.01,user,0,7.368826507260454e-05,0.9998707317397689,5.374033269037272e-06,3.147733543735419e-09,5.020281415596491e-05
992,15,user,2,0.01,user,0,0.004222116645552155,0.9922633672076145,0.0004858308666116387,1.2549008850283898e-06,0.0030274303793365234
993,16,user,2,0.01,user,0,0.0002471753069035756,0.99172386480751,0.0008967983882414328,5.8285851351544506e-08,0.007132103211493535
994,17,user,2,0.01,user,0,0.0004495134625949903,0.9437067249876782,0.004616763459657575,7.563395274917045e-08,0.05122692245611642
995,18,user,2,0.01,user,0,0.0002159791751964957,0.9878065367642944,0.003544241578982955,3.024540818048955e-08,0.008433212236118105
996,19,user,2,0.01,user,0,0.00022611105984885745,0.9700785533064581,0.0018956274754838793,1.1866310532428416e-08,0.02779969629189883
997,20,user,2,0.01,user,0,0.00024464332643623103,0.9972263228806266,0.0006836954682727648,5.603220457893654e-09,0.00184533272144408
998,21,user,2,0.01,user,0,0.0037191875279503853,0.9854401091109425,0.0014998422426541335,7.664585919535539e-07,0.00934009465986119
999,22,user,2,0.01,user,0,0.0012945451925381634,0.9895827976994652,0.002040092080263174,4.147904408322531e-07,0.0070821502372924675
1000,23,user,2,0.01,user,0,0.004209255893073355,0.975238952333105,0.0009432739985056386,8.843480887300249e-07,0.019607633427227388
1001,24,user,2,0.01,user,0,0.00033404266741216736,0.9945246841128634,0.0003998569660385919,2.6022915329460514e-06,0.004738813962152881
1002,25,user,2,0.01,user,0,4.9864196631008885e-06,0.9999523258617395,6.132918055848204e-07,2.9898643823069206e-09,4.20714369275846e-05
1003,26,user,2,0.01,user,0,8.595270971216682e-05,0.9973919619991699,0.0007188080398338845,7.642639358266331e-09,0.0018032696086444876
1004,27,user,2,0.01,user,0,0.0003572784181907366,0.9437253721552123,0.043345767471456104,6.539501720439684e-08,0.012571516560123902
1005,28,user,2,0.01,user,0,0.00036545555639208436,0.987364584691974,0.0005467071766698245,1.823429293194496e-06,0.011721429145670944
1006,29,user,2,0.01,user,0,0.0003884342740602146,0.9984989779463885,0.00039433437051754236,0.0005472373052403856,0.00017101610379346017
1007,30,user,2,0.01,user,0,0.0014781266968919924,0.9961420486100886,0.00015119889031667679,2.121313182422093e-05,0.0022074126708787095
1008,31,user,2,0.01,user,0,0.00013544874756593397,0.999625609411323,4.343888434728501e-05,1.4232051416599626e-05,0.00018127090534710003
1009,32,user,2,0.01,user,0,0.00040371762728642517,0.9992226473577798,2.3293278915356877e-05,9.702133825845218e-06,0.00034063960219248224
1010,33,user,2,0.01,user,0,0.00020256040822820535,0.9952193509116005,0.0004380288600755413,2.869974484491049e-07,0.004139772822647423
1011,34,user,2,0.01,user,0,0.0004036460962666659,0.9928564065748979,7.762140047095866e-05,1.0668045962614554e-06,0.006661259123768335
1012,35,user,2,0.01,user,0,5.877650942214773e-05,0.9981566626076677,0.0006561479659706315,2.3662945524595264e-07,0.0011281762874841134
1013,36,user,2,0.01,user,0,2.8373810011835835e-05,0.9968038874145518,0.0002789566146502876,3.5134965974900825e-08,0.00288874702582015
1014,37,user,2,0.01,user,0,0.00013858800465113333,0.9764145208294004,6.391948809303175e-05,3.415903442368996e-07,0.023382630087511277
1015,38,user,2,0.01,user,0,1.9699960833610028e-05,0.9992633787998267,5.826167127368883e-06,1.4000802903894032e-07,0.000710955064183217
1016,39,user,2,0.01,user,0,1.0878950947016715e-05,0.999779413051503,9.066046947100927e-06,4.952753785321753e-07,0.00020014667522411483
1017,40,user,2,0.01,user,0,5.337114093056239e-05,0.999817680505671,3.218162665585508e-05,5.886464111835468e-07,9.617808033153473e-05
1018,41,user,2,0.01,user,0,4.376517381599501e-06,0.9995822189806137,0.0001936966436074854,1.575557450941893e-08,0.00021969210282279217
1019,42,user,2,0.01,user,0,3.317232642161832e-05,0.9955439509205664,0.00020559530017003812,1.5010139349630522e-06,0.004215780438907187
1020,43,user,2,0.01,user,0,3.36149277281056e-05,0.9983648273298698,2.635203549080895e-05,4.6291249665813487e-07,0.0015747427944146285
1021,44,user,2,0.01,user,0,4.762692356341775e-05,0.9971894658385775,8.89584848740593e-05,1.3242337321993322e-06,0.0026726245192528787
1023,45,cot,3,0.01,user,0,1.6559635112992233e-08,1.6137846906829176e-05,0.961722657990112,5.739686311579257e-06,0.038255447917034544
1024,46,cot,3,0.01,user,0,6.327048084406921e-08,0.000133787591686957,0.8682743499944936,8.96232427110752e-07,0.1315909029109113
1025,47,cot,3,0.01,user,0,3.8848358180448875e-09,4.485318647931912e-06,0.9016140309026099,4.67190607913681e-07,0.09838101270329827
1026,48,cot,3,0.01,user,0,2.937230515382002e-07,0.0004732415084137389,0.9448983997506274,0.00010379443359708158,0.05452427058431025
1027,49,cot,3,0.01,user,0,3.050231507763138e-06,0.021088694376492346,0.34011389193091757,8.143086462061994e-06,0.6387862203746203
1028,50,cot,3,0.01,user,0,1.979467992696823e-07,0.00023843661553922147,0.26026646790737884,1.04180484403414e-06,0.7394938557254386
1029,51,cot,3,0.01,user,0,1.0168245108267754e-06,0.001819992314094759,0.7992066311806653,2.7274769665151596e-05,0.19894508491106408
1030,52,cot,3,0.01,user,0,3.600610223573028e-07,0.00020501656161128634,0.8483493423097005,0.00010311412262895021,0.151342166945037
1031,53,cot,3,0.01,user,0,1.779209758372698e-10,8.944444757704054e-08,0.9922973326528277,3.426072575229373e-06,0.007699151652228477
1032,54,cot,3,0.01,user,0,2.742514066191465e-07,0.00019342154685602866,0.9264022440425362,2.3316520793586914e-05,0.07338074363840756
1033,55,cot,3,0.01,user,0,7.032902227363611e-05,0.07207980977929014,0.2569737497220846,6.912397946406532e-05,0.6708069874968876
1034,56,cot,3,0.01,user,0,1.580137704844788e-05,0.14054268346632334,0.5159045411676882,2.1688204582964484e-05,0.34351528578435697
1035,57,cot,3,0.01,user,0,8.99572623236965e-06,0.8491408208043386,0.028736543414831443,1.1018790481409061e-05,0.12210262126411608
1036,58,cot,3,0.01,user,0,2.476881635040761e-07,0.006046175052566793,0.8440039692965767,5.0004151055977855e-06,0.14994460754758732
1037,59,cot,3,0.01,user,0,0.00014047494978983025,0.15640217531214073,0.7813677597783383,0.02775725044264836,0.03433233951708295
1038,60,cot,3,0.01,user,0,1.4084017258238759e-06,0.010730574355479245,0.7873914846687671,3.916108105534618e-05,0.20183737149297246
1039,61,cot,3,0.01,user,0,3.156386232102562e-05,0.9464361976235709,0.040206008808321016,0.0019582160609028496,0.011368013644884193
1040,62,cot,3,0.01,user,0,1.0618694723832668e-05,0.02931871048672944,0.8845569416554824,0.0002235468982227744,0.08589018226484162
1041,63,cot,3,0.01,user,0,6.230376299821871e-05,0.5169959782625392,0.2590501928356097,0.025627314489923267,0.19826421064892974
1042,64,cot,3,0.01,user,0,4.016960953090905e-06,0.013802819311394371,0.7939241657990117,4.829135096949498e-06,0.19226416879354385
1043,65,cot,3,0.01,user,0,1.0075050726047625e-06,0.002380993535396306,0.710778181192949,0.00013321300381255704,0.28670660476276955
1044,66,cot,3,0.01,user,0,3.2262261109374886e-06,0.0030076166922304273,0.45785023638448313,0.0010070079138111106,0.5381319127833644
1045,67,cot,3,0.01,user,0,7.39309015660263e-05,0.07952177794390662,0.4777365837227619,0.0011635081066729755,0.4415041993250924
1046,68,cot,3,0.01,user,0,3.433268197424112e-11,8.068451744830555e-08,0.9990966506754781,2.943054544550721e-06,0.0009003255511269327
1047,69,cot,3,0.01,user,0,3.750563050656961e-10,1.0948748245602193e-08,0.989603168254903,0.00011828142676937863,0.010278538994523205
1048,70,cot,3,0.01,user,0,1.741087570856406e-08,5.72027926375427e-06,0.9144939166365696,1.1441154815707875e-06,0.08549920155780924
1049,71,cot,3,0.01,user,0,6.113348206053286e-07,0.0007965452418497407,0.7644835640338196,1.2257745748575178e-06,0.23471805361493522
1050,72,cot,3,0.01,user,0,2.2531573538865842e-07,0.0037851542283866622,0.8505551842342939,2.7464424797519365e-05,0.1456319717967867
1051,73,cot,3,0.01,user,0,4.382935874125591e-10,3.128834947721542e-06,0.9967735981134355,3.49137614949501e-06,0.0032197812371736003
1052,74,cot,3,0.01,user,0,9.045087344532096e-11,2.444047398086153e-07,0.8772930363848405,3.565003474384015e-06,0.12270315411649454
1053,75,cot,3,0.01,user,0,8.964784147324717e-09,8.812482376235428e-07,0.4754536247760527,1.4770384145432372e-05,0.5245307146267801
1054,76,cot,3,0.01,user,0,1.0598784505095322e-06,0.0004912461519662392,0.9169221696224751,5.453140258213716e-05,0.08253099294452589
1055,77,cot,3,0.01,user,0,1.9133208493934161e-07,1.8452631981847248e-05,0.7418783994832256,4.102857223563707e-06,0.2580988536954839
1056,78,cot,3,0.01,user,0,1.9666487698149032e-07,0.00034403749909658036,0.961073418581763,4.222551807941248e-05,0.03854012173618391
1057,79,cot,3,0.01,user,0,9.51459050625238e-06,0.0010696853223008409,0.9765727260901831,0.0027423648992952617,0.019605709097714686
1058,80,cot,3,0.01,user,0,1.1295219747376568e-09,1.7483435455430056e-07,0.9925304145665388,2.3696729098026736e-05,0.0074457127404865065
1059,81,cot,3,0.01,user,0,6.7434520739908e-08,5.3340629967398804e-05,0.9283268449552352,5.1451040430828884e-05,0.07156829593984593
1060,82,cot,3,0.01,user,0,4.637215571875836e-05,0.001522928188430863,0.8008250011756924,0.001505875834812037,0.196099822645346
1061,83,cot,3,0.01,user,0,1.3910867988014054e-05,0.0015096222462932533,0.9415049454909047,0.00010520951954074409,0.056866311875273384
1062,84,cot,3,0.01,user,0,6.018573476236748e-11,8.331470581655296e-09,0.9988346125271235,2.2619351422144607e-05,0.0011427597297979366
1063,85,cot,3,0.01,user,0,3.3302484012480214e-12,5.5580839660873743e-11,0.9997335838534076,8.355224045893217e-05,0.000182863847222411
1064,86,cot,3,0.01,user,0,1.392148312691979e-10,1.417994954943054e-08,0.9900624371514685,0.0008030594678283417,0.009134489061538813
1065,87,cot,3,0.01,user,0,3.4376166417816726e-08,3.0171740662036426e-06,0.9860333312669189,0.013701415564331104,0.00026220161851751725
1066,88,cot,3,0.01,user,0,8.446623333463e-08,8.540987683539415e-06,0.960204464826148,0.010944386259134804,0.028842523460800174
1067,89,cot,3,0.01,user,0,1.680752118576854e-06,8.366892127851474e-06,0.8959096332945772,0.06256767546237031,0.04151264359880611
1068,90,cot,3,0.01,user,0,2.821782943296503e-07,6.080605653803226e-06,0.952521118398038,0.011891268937497113,0.03558124988051662
1069,91,cot,3,0.01,user,0,9.338510943946554e-07,0.00012340494934989907,0.8488219716747708,0.00833324254927543,0.14272044697550945
1070,92,cot,3,0.01,user,0,1.510741936707785e-07,1.1771877191590703e-05,0.9860216384268489,0.011350013918148197,0.0026164247036175267
1071,93,cot,3,0.01,user,0,1.7594550801542573e-11,1.1186918113599803e-10,0.9916230562833385,0.008222249975820835,0.00015469361137691482
1072,94,cot,3,0.01,user,0,6.211863245101464e-10,6.838480256038254e-08,0.989503555556959,0.0006406414105165721,0.009855734026535374
1073,95,cot,3,0.01,user,0,1.0865223816770691e-07,1.23881935404074e-05,0.9380787602713536,0.002219129336756479,0.05968961354611143
1074,96,cot,3,0.01,user,0,1.5074045116811056e-09,2.9247680448282994e-07,0.992859918091576,0.001934656424520588,0.0052051314996944585
1075,97,cot,3,0.01,user,0,4.922653381495209e-08,2.861313818675623e-06,0.8720564467290437,0.002238720823395276,0.12570192190720852
1076,98,cot,3,0.01,user,0,1.7455735242656297e-08,1.0823132423734492e-06,0.9318715377959196,0.003890876984641935,0.0642364854504609
1077,99,cot,3,0.01,user,0,1.4815789902257793e-06,0.00012097166808424249,0.7679818258188422,0.00046960277201585723,0.23142611816206743
1078,100,cot,3,0.01,user,0,1.6671813818695725e-06,3.110649924805552e-05,0.3620409759818804,0.012173700958928347,0.6257525493785614
1079,101,cot,3,0.01,user,0,3.121851086472946e-05,0.01005892448618484,0.3637183188338915,0.028415863747275137,0.5977756744217837
1080,102,cot,3,0.01,user,0,6.996790280190442e-08,4.869436079608231e-06,0.6455250623667727,0.013900718850821742,0.3405692793784232
1081,103,cot,3,0.01,user,0,3.4020158558612646e-06,1.6847782470056457e-05,0.31456360249342846,0.03296428332581776,0.6524518643824279
1082,104,cot,3,0.01,user,0,3.738850646667228e-07,1.1224584910352186e-05,0.6644343240372568,0.06947526125096884,0.2660788162417993
1083,105,cot,3,0.01,user,0,1.4176349485910975e-09,4.2170963016114774e-08,0.9935089406264964,0.004489932784867333,0.002001083000038192
1084,106,cot,3,0.01,user,0,1.4413942397445162e-08,1.9070012555351966e-06,0.9494853513973555,0.005344033392391914,0.045168693795054685
1085,107,cot,3,0.01,user,0,0.00034389668516773104,0.027754053929063615,0.7185606381020894,0.1667603443820207,0.08658106690165847
1086,108,cot,3,0.01,user,0,6.663472823643323e-05,0.002554468196792453,0.5964640280386667,0.200718352637032,0.20019651639927233
1087,109,cot,3,0.01,user,0,6.03286560307575e-08,1.0851419034221193e-05,0.8822281454827007,0.10339091244708586,0.014370030322523332
1088,110,cot,3,0.01,user,0,0.00046937291762787903,0.40345340078389946,0.3886259023987611,0.14158351593179078,0.06586780796792081
1089,111,cot,3,0.01,user,0,1.105001763318012e-05,0.00020055715856817766,0.7897395521033773,0.017368089549448802,0.1926807511709725
1090,112,cot,3,0.01,user,0,2.2901129050469646e-06,0.0001541044449754329,0.10227935042071352,0.8881371600355871,0.00942709498581895
1091,113,cot,3,0.01,user,0,1.5541707350697347e-06,9.049798262154409e-06,0.22330807684783424,0.7718709341133436,0.004810385069824968
1092,114,cot,3,0.01,user,0,1.7208182423044736e-06,0.00011445978350552954,0.9580861250292403,0.003824704006314069,0.0379729903626979
1093,115,cot,3,0.01,user,0,0.0015344116247146284,0.02009248503854895,0.016206102690767405,0.0006672639765814187,0.9614997366693876
1094,116,cot,3,0.01,user,0,0.00025699345015540965,0.0015029663505252192,0.014597959985154564,0.004033782466733851,0.9796082977474311
1095,117,cot,3,0.01,user,0,2.6480945161903687e-06,4.603402830968393e-06,0.4908019090897439,0.018282477636927686,0.49090836177598113
1096,118,cot,3,0.01,user,0,3.828174799319486e-05,0.0013925044051096493,0.31697641289840056,0.07078386401874276,0.6108089369297538
1097,119,cot,3,0.01,user,0,8.465214864661948e-07,3.4335926957756276e-06,0.6854692929825236,0.007018324835983305,0.30750810206731094
1098,120,cot,3,0.01,user,0,0.0003917479133564456,0.05095785834411677,0.2596735681811447,0.00039133807278911596,0.688585487488593
1099,121,cot,3,0.01,user,0,8.106059198079952e-09,2.001962332433144e-07,0.9858160196359598,0.002949171835058416,0.01123460022668932
1100,122,cot,3,0.01,user,0,7.050247434746211e-09,5.716516943339467e-07,0.930742790819833,0.036992392623961284,0.03226423785426397
1101,123,cot,3,0.01,user,0,2.3300465810171214e-05,0.000983916493675183,0.7122923733837446,0.003965202122883986,0.282735207533886
1102,124,cot,3,0.01,user,0,1.6607709055613483e-07,1.7993041634726678e-05,0.8730632045101,0.03933209640924397,0.08758653996193062
1103,125,cot,3,0.01,user,0,1.6333019432018776e-08,6.080842515032055e-08,0.9534221003312325,0.03389762982859412,0.012680192698728637
1104,126,cot,3,0.01,user,0,1.3217136347113723e-08,1.678607076454978e-08,0.8899900118657822,0.10495770068492549,0.0050522574460850735
1106,127,assistant,4,0.01,user,0,3.2207418749332966e-12,1.1668938724598054e-10,0.13998192584521754,0.8600086526312622,9.42140361010602e-06
1107,128,assistant,4,0.01,user,0,6.523061925002957e-12,2.898804932065188e-10,0.008149248217568947,0.9918498472697507,9.042162766917389e-07
1108,129,assistant,4,0.01,user,0,9.245445961237444e-12,5.065913542577663e-11,0.02652371819764446,0.97347606921863,2.125238209125459e-07
1109,130,assistant,4,0.01,user,0,1.6176256689812128e-09,4.9820644062988085e-09,0.001180370883260029,0.9988000812712251,1.9541245824769752e-05
1110,131,assistant,4,0.01,user,0,1.96474519716e-11,3.1100613005079884e-10,0.0003250843138927966,0.9996738545418645,1.060813589121647e-06
