sample_ix,target_role,prob,prob_unrounded,prompt_ix,prompt_key,base_message_ix,base_message_type,token_in_prompt_ix,token,token_ix,layer_ix,role_space,seg_ix,token_in_seg_ix,original_token_in_prompt_ix,display_token_ix
198,cot,0.01219384,0.012193835,0,basic_no_format,3.0,assistant,198, **,1329,12,suca,4,13,198,141
199,cot,0.00411234,0.004112339,0,basic_no_format,3.0,assistant,199,Light,1330,12,suca,4,14,199,142
200,cot,0.00091204,0.0009120369,0,basic_no_format,3.0,assistant,200,:**,1331,12,suca,4,15,200,143
201,cot,0.11622131,0.11622131,0,basic_no_format,3.0,assistant,201, ,1332,12,suca,4,16,201,144
202,cot,0.00140094,0.0014009418,0,basic_no_format,3.0,assistant,202,6,1333,12,suca,4,17,202,145
203,cot,0.00070157,0.0007015735,0,basic_no_format,3.0,assistant,203,–,1334,12,suca,4,18,203,146
204,cot,0.00028813,0.00028812635,0,basic_no_format,3.0,assistant,204,8,1335,12,suca,4,19,204,147
205,cot,0.00351687,0.0035168664,0,basic_no_format,3.0,assistant,205, ,1336,12,suca,4,20,205,148
206,cot,0.03827603,0.038276028,0,basic_no_format,3.0,assistant,206,h,1337,12,suca,4,21,206,149
207,cot,0.05299858,0.052998584,0,basic_no_format,3.0,assistant,207, of,1338,12,suca,4,22,207,150
208,cot,0.01115461,0.011154608,0,basic_no_format,3.0,assistant,208, direct,1339,12,suca,4,23,208,151
209,cot,0.03350492,0.033504914,0,basic_no_format,3.0,assistant,209, sunlight,1340,12,suca,4,24,209,152
210,cot,0.11880282,0.118802816,0,basic_no_format,3.0,assistant,210, each,1341,12,suca,4,25,210,153
211,cot,0.00707445,0.00707445,0,basic_no_format,3.0,assistant,211, day,1342,12,suca,4,26,211,154
212,cot,0.00164524,0.001645245,0,basic_no_format,3.0,assistant,212, (,1343,12,suca,4,27,212,155
213,cot,0.00058104,0.00058103685,0,basic_no_format,3.0,assistant,213,tom,1344,12,suca,4,28,213,156
214,cot,0.2295677,0.2295677,0,basic_no_format,3.0,assistant,214,atoes,1345,12,suca,4,29,214,157
215,cot,0.00423561,0.0042356085,0,basic_no_format,3.0,assistant,215, are,1346,12,suca,4,30,215,158
216,cot,0.23170498,0.23170498,0,basic_no_format,3.0,assistant,216, “,1347,12,suca,4,31,216,159
217,cot,0.23305206,0.23305206,0,basic_no_format,3.0,assistant,217,full,1348,12,suca,4,32,217,160
218,cot,0.00207294,0.0020729357,0,basic_no_format,3.0,assistant,218,‑,1349,12,suca,4,33,218,161
219,cot,0.19205356,0.19205356,0,basic_no_format,3.0,assistant,219,sun,1350,12,suca,4,34,219,162
220,cot,0.00012073,0.00012072925,0,basic_no_format,3.0,assistant,220,”,1351,12,suca,4,35,220,163
221,cot,0.0028833,0.0028833011,0,basic_no_format,3.0,assistant,221, plants,1352,12,suca,4,36,221,164
222,cot,0.00343879,0.003438793,0,basic_no_format,3.0,assistant,222,).,1353,12,suca,4,37,222,165
223,cot,0.00149025,0.0014902522,0,basic_no_format,3.0,assistant,223,"  
",1354,12,suca,4,38,223,166
224,cot,0.7037664,0.7037664,0,basic_no_format,3.0,assistant,224,-,1355,12,suca,4,39,224,167
225,cot,0.00061653,0.0006165328,0,basic_no_format,3.0,assistant,225, **,1356,12,suca,4,40,225,168
226,cot,0.00031184,0.00031184117,0,basic_no_format,3.0,assistant,226,Water,1357,12,suca,4,41,226,169
227,cot,0.00014097,0.00014097015,0,basic_no_format,3.0,assistant,227,:**,1358,12,suca,4,42,227,170
228,cot,2.176e-05,2.1762986e-05,0,basic_no_format,3.0,assistant,228, Aim,1359,12,suca,4,43,228,171
229,cot,0.00539338,0.0053933775,0,basic_no_format,3.0,assistant,229, for,1360,12,suca,4,44,229,172
230,cot,0.00057418,0.0005741773,0,basic_no_format,3.0,assistant,230, about,1361,12,suca,4,45,230,173
231,cot,0.11066892,0.11066892,0,basic_no_format,3.0,assistant,231, ,1362,12,suca,4,46,231,174
232,cot,0.1297845,0.1297845,0,basic_no_format,3.0,assistant,232,1,1363,12,suca,4,47,232,175
233,cot,0.00036135,0.00036134748,0,basic_no_format,3.0,assistant,233, ,1364,12,suca,4,48,233,176
234,cot,0.00251192,0.0025119167,0,basic_no_format,3.0,assistant,234,in,1365,12,suca,4,49,234,177
235,cot,0.0066129,0.0066128983,0,basic_no_format,3.0,assistant,235, (,1366,12,suca,4,50,235,178
236,cot,0.0141599,0.014159904,0,basic_no_format,3.0,assistant,236,25,1367,12,suca,4,51,236,179
237,cot,0.00338983,0.0033898263,0,basic_no_format,3.0,assistant,237, ,1368,12,suca,4,52,237,180
238,cot,5.744e-05,5.7435504e-05,0,basic_no_format,3.0,assistant,238,mm,1369,12,suca,4,53,238,181
239,cot,0.0012644,0.001264396,0,basic_no_format,3.0,assistant,239,),1370,12,suca,4,54,239,182
240,cot,0.00492623,0.004926225,0,basic_no_format,3.0,assistant,240, of,1371,12,suca,4,55,240,183
241,cot,0.02416801,0.024168013,0,basic_no_format,3.0,assistant,241, water,1372,12,suca,4,56,241,184
242,cot,0.00943273,0.009432729,0,basic_no_format,3.0,assistant,242, per,1373,12,suca,4,57,242,185
243,cot,0.00103068,0.0010306751,0,basic_no_format,3.0,assistant,243, week,1374,12,suca,4,58,243,186
244,cot,3.173e-05,3.1725125e-05,0,basic_no_format,3.0,assistant,244,",",1375,12,suca,4,59,244,187
245,cot,0.00074369,0.0007436943,0,basic_no_format,3.0,assistant,245, keeping,1376,12,suca,4,60,245,188
246,cot,0.01272043,0.012720432,0,basic_no_format,3.0,assistant,246, the,1377,12,suca,4,61,246,189
247,cot,0.00281512,0.0028151176,0,basic_no_format,3.0,assistant,247, soil,1378,12,suca,4,62,247,190
248,cot,0.00037554,0.00037553537,0,basic_no_format,3.0,assistant,248, consistently,1379,12,suca,4,63,248,191
249,cot,0.00014306,0.00014305716,0,basic_no_format,3.0,assistant,249, moist,1380,12,suca,4,64,249,192
250,cot,0.00014504,0.00014503885,0,basic_no_format,3.0,assistant,250, but,1381,12,suca,4,65,250,193
251,cot,0.0002669,0.00026690145,0,basic_no_format,3.0,assistant,251, not,1382,12,suca,4,66,251,194
252,cot,0.00172144,0.0017214426,0,basic_no_format,3.0,assistant,252, sog,1383,12,suca,4,67,252,195
253,cot,1.561e-05,1.5613412e-05,0,basic_no_format,3.0,assistant,253,gy,1384,12,suca,4,68,253,196
254,cot,3.488e-05,3.488332e-05,0,basic_no_format,3.0,assistant,254,.,1385,12,suca,4,69,254,197
255,cot,0.00095538,0.00095537695,0,basic_no_format,3.0,assistant,255, With,1386,12,suca,4,70,255,198
256,cot,0.00708139,0.007081393,0,basic_no_format,3.0,assistant,256, heat,1387,12,suca,4,71,256,199
257,cot,0.02121074,0.021210743,0,basic_no_format,3.0,assistant,257,",",1388,12,suca,4,72,257,200
258,cot,0.16207749,0.16207749,0,basic_no_format,3.0,assistant,258, you,1389,12,suca,4,73,258,201
259,cot,0.00031025,0.00031025283,0,basic_no_format,3.0,assistant,259,’ll,1390,12,suca,4,74,259,202
260,cot,0.00083421,0.0008342102,0,basic_no_format,3.0,assistant,260, need,1391,12,suca,4,75,260,203
261,cot,0.01681142,0.016811417,0,basic_no_format,3.0,assistant,261, to,1392,12,suca,4,76,261,204
262,cot,0.00898169,0.008981692,0,basic_no_format,3.0,assistant,262, water,1393,12,suca,4,77,262,205
263,cot,0.00058602,0.0005860249,0,basic_no_format,3.0,assistant,263, more,1394,12,suca,4,78,263,206
264,cot,0.00014431,0.00014431156,0,basic_no_format,3.0,assistant,264, often,1395,12,suca,4,79,264,207
265,cot,0.00106459,0.0010645901,0,basic_no_format,3.0,assistant,265, (,1396,12,suca,4,80,265,208
266,cot,0.00036867,0.00036866713,0,basic_no_format,3.0,assistant,266,daily,1397,12,suca,4,81,266,209
267,cot,0.00035594,0.0003559414,0,basic_no_format,3.0,assistant,267, or,1398,12,suca,4,82,267,210
268,cot,0.05603297,0.05603297,0,basic_no_format,3.0,assistant,268, every,1399,12,suca,4,83,268,211
269,cot,0.00437009,0.004370088,0,basic_no_format,3.0,assistant,269, other,1400,12,suca,4,84,269,212
270,cot,0.0013595,0.0013594971,0,basic_no_format,3.0,assistant,270, day,1401,12,suca,4,85,270,213
271,cot,2.095e-05,2.0953421e-05,0,basic_no_format,3.0,assistant,271,).,1402,12,suca,4,86,271,214
272,cot,0.00010553,0.00010553338,0,basic_no_format,3.0,assistant,272,"  
",1403,12,suca,4,87,272,215
273,cot,0.00144692,0.0014469222,0,basic_no_format,3.0,assistant,273,-,1404,12,suca,4,88,273,216
274,cot,0.00010783,0.000107832675,0,basic_no_format,3.0,assistant,274, **,1405,12,suca,4,89,274,217
275,cot,0.00872402,0.00872402,0,basic_no_format,3.0,assistant,275,F,1406,12,suca,4,90,275,218
276,cot,0.00027766,0.00027765834,0,basic_no_format,3.0,assistant,276,ertil,1407,12,suca,4,91,276,219
277,cot,1.9e-06,1.9019548e-06,0,basic_no_format,3.0,assistant,277,izer,1408,12,suca,4,92,277,220
278,cot,3.601e-05,3.6008176e-05,0,basic_no_format,3.0,assistant,278,:**,1409,12,suca,4,93,278,221
279,cot,0.00095311,0.00095311145,0,basic_no_format,3.0,assistant,279, Use,1410,12,suca,4,94,279,222
280,cot,0.16063571,0.16063571,0,basic_no_format,3.0,assistant,280, a,1411,12,suca,4,95,280,223
281,cot,0.01272537,0.012725374,0,basic_no_format,3.0,assistant,281, balanced,1412,12,suca,4,96,281,224
282,cot,0.00277954,0.0027795364,0,basic_no_format,3.0,assistant,282, (,1413,12,suca,4,97,282,225
283,cot,6.744e-05,6.743554e-05,0,basic_no_format,3.0,assistant,283,e,1414,12,suca,4,98,283,226
284,cot,0.02412274,0.024122735,0,basic_no_format,3.0,assistant,284,.g,1415,12,suca,4,99,284,227
285,cot,0.00119623,0.0011962267,0,basic_no_format,3.0,assistant,285,".,",1416,12,suca,4,100,285,228
286,cot,0.03703555,0.037035547,0,basic_no_format,3.0,assistant,286, ,1417,12,suca,4,101,286,229
287,cot,0.00108508,0.001085083,0,basic_no_format,3.0,assistant,287,10,1418,12,suca,4,102,287,230
288,cot,0.00025018,0.0002501753,0,basic_no_format,3.0,assistant,288,‑,1419,12,suca,4,103,288,231
289,cot,0.00295251,0.002952507,0,basic_no_format,3.0,assistant,289,10,1420,12,suca,4,104,289,232
290,cot,0.01389042,0.013890418,0,basic_no_format,3.0,assistant,290,‑,1421,12,suca,4,105,290,233
291,cot,0.00038133,0.0003813306,0,basic_no_format,3.0,assistant,291,10,1422,12,suca,4,106,291,234
292,cot,0.00026169,0.00026168907,0,basic_no_format,3.0,assistant,292,),1423,12,suca,4,107,292,235
293,cot,0.00035466,0.0003546611,0,basic_no_format,3.0,assistant,293, or,1424,12,suca,4,108,293,236
294,cot,0.05362059,0.053620588,0,basic_no_format,3.0,assistant,294, tomato,1425,12,suca,4,109,294,237
295,cot,0.00037562,0.00037562478,0,basic_no_format,3.0,assistant,295,‑,1426,12,suca,4,110,295,238
296,cot,3.373e-05,3.373317e-05,0,basic_no_format,3.0,assistant,296,specific,1427,12,suca,4,111,296,239
297,cot,0.00120568,0.0012056826,0,basic_no_format,3.0,assistant,297, fertilizer,1428,12,suca,4,112,297,240
298,cot,1.777e-05,1.7766419e-05,0,basic_no_format,3.0,assistant,298,.,1429,12,suca,4,113,298,241
299,cot,0.00016373,0.00016372534,0,basic_no_format,3.0,assistant,299, Start,1430,12,suca,4,114,299,242
300,cot,0.00013509,0.00013508841,0,basic_no_format,3.0,assistant,300, with,1431,12,suca,4,115,300,243
301,cot,0.03237616,0.03237616,0,basic_no_format,3.0,assistant,301, a,1432,12,suca,4,116,301,244
302,cot,0.00638469,0.006384693,0,basic_no_format,3.0,assistant,302, light,1433,12,suca,4,117,302,245
303,cot,0.00202171,0.0020217062,0,basic_no_format,3.0,assistant,303, feed,1434,12,suca,4,118,303,246
304,cot,0.00832249,0.008322491,0,basic_no_format,3.0,assistant,304, when,1435,12,suca,4,119,304,247
305,cot,0.01906201,0.019062007,0,basic_no_format,3.0,assistant,305, the,1436,12,suca,4,120,305,248
306,cot,0.07949465,0.07949465,0,basic_no_format,3.0,assistant,306, first,1437,12,suca,4,121,306,249
307,cot,0.0016494,0.001649396,0,basic_no_format,3.0,assistant,307, true,1438,12,suca,4,122,307,250
308,cot,0.01041063,0.010410631,0,basic_no_format,3.0,assistant,308, leaves,1439,12,suca,4,123,308,251
309,cot,0.00017403,0.00017403283,0,basic_no_format,3.0,assistant,309, appear,1440,12,suca,4,124,309,252
310,cot,5.939e-05,5.9388654e-05,0,basic_no_format,3.0,assistant,310,",",1441,12,suca,4,125,310,253
311,cot,7.08e-05,7.080048e-05,0,basic_no_format,3.0,assistant,311, then,1442,12,suca,4,126,311,254
312,cot,3.672e-05,3.671992e-05,0,basic_no_format,3.0,assistant,312, switch,1443,12,suca,4,127,312,255
313,cot,0.00806948,0.008069477,0,basic_no_format,3.0,assistant,313, to,1444,12,suca,4,128,313,256
314,cot,0.28897333,0.28897333,0,basic_no_format,3.0,assistant,314, a,1445,12,suca,4,129,314,257
315,cot,0.155276,0.155276,0,basic_no_format,3.0,assistant,315, low,1446,12,suca,4,130,315,258
316,cot,0.0048526,0.004852601,0,basic_no_format,3.0,assistant,316,‑,1447,12,suca,4,131,316,259
317,cot,0.00149868,0.0014986778,0,basic_no_format,3.0,assistant,317,ph,1448,12,suca,4,132,317,260
318,cot,0.2010269,0.2010269,0,basic_no_format,3.0,assistant,318,osph,1449,12,suca,4,133,318,261
319,cot,0.00826382,0.008263816,0,basic_no_format,3.0,assistant,319,orus,1450,12,suca,4,134,319,262
320,cot,0.00282886,0.0028288632,0,basic_no_format,3.0,assistant,320,",",1451,12,suca,4,135,320,263
321,cot,0.00100577,0.001005768,0,basic_no_format,3.0,assistant,321, high,1452,12,suca,4,136,321,264
322,cot,0.00059231,0.00059231307,0,basic_no_format,3.0,assistant,322,‑,1453,12,suca,4,137,322,265
323,cot,0.00044871,0.00044871264,0,basic_no_format,3.0,assistant,323,pot,1454,12,suca,4,138,323,266
324,cot,0.08655483,0.08655483,0,basic_no_format,3.0,assistant,324,assium,1455,12,suca,4,139,324,267
325,cot,7.444e-05,7.4441145e-05,0,basic_no_format,3.0,assistant,325, blend,1456,12,suca,4,140,325,268
326,cot,0.00114538,0.0011453808,0,basic_no_format,3.0,assistant,326, (,1457,12,suca,4,141,326,269
327,cot,0.00215374,0.00215374,0,basic_no_format,3.0,assistant,327,e,1458,12,suca,4,142,327,270
328,cot,0.04887437,0.04887437,0,basic_no_format,3.0,assistant,328,.g,1459,12,suca,4,143,328,271
329,cot,0.00432094,0.004320943,0,basic_no_format,3.0,assistant,329,".,",1460,12,suca,4,144,329,272
330,cot,0.01764837,0.017648367,0,basic_no_format,3.0,assistant,330, ,1461,12,suca,4,145,330,273
331,cot,0.00750075,0.0075007514,0,basic_no_format,3.0,assistant,331,4,1462,12,suca,4,146,331,274
332,cot,0.00160607,0.0016060711,0,basic_no_format,3.0,assistant,332,‑,1463,12,suca,4,147,332,275
333,cot,0.00227367,0.0022736695,0,basic_no_format,3.0,assistant,333,10,1464,12,suca,4,148,333,276
334,cot,0.00354995,0.0035499525,0,basic_no_format,3.0,assistant,334,‑,1465,12,suca,4,149,334,277
335,cot,0.00295638,0.0029563794,0,basic_no_format,3.0,assistant,335,10,1466,12,suca,4,150,335,278
336,cot,0.00013289,0.00013289214,0,basic_no_format,3.0,assistant,336,),1467,12,suca,4,151,336,279
337,cot,0.00128396,0.0012839554,0,basic_no_format,3.0,assistant,337, once,1468,12,suca,4,152,337,280
338,cot,0.00766063,0.007660631,0,basic_no_format,3.0,assistant,338, fruit,1469,12,suca,4,153,338,281
339,cot,0.00779054,0.0077905366,0,basic_no_format,3.0,assistant,339,ing,1470,12,suca,4,154,339,282
340,cot,0.00012269,0.00012269191,0,basic_no_format,3.0,assistant,340, begins,1471,12,suca,4,155,340,283
341,cot,5.2e-06,5.1980633e-06,0,basic_no_format,3.0,assistant,341,.,1472,12,suca,4,156,341,284
342,cot,0.00015369,0.00015368765,0,basic_no_format,3.0,assistant,342, Follow,1473,12,suca,4,157,342,285
343,cot,0.00733048,0.007330485,0,basic_no_format,3.0,assistant,343, label,1474,12,suca,4,158,343,286
344,cot,9.112e-05,9.1118294e-05,0,basic_no_format,3.0,assistant,344, instructions,1475,12,suca,4,159,344,287
345,cot,0.00065657,0.0006565657,0,basic_no_format,3.0,assistant,345, for,1476,12,suca,4,160,345,288
516,cot,0.5514129,0.5514129,0,basic_no_format,4.0,user,516,Oh,1647,12,suca,5,1,516,289
517,cot,0.15305382,0.15305382,0,basic_no_format,4.0,user,517, cool,1648,12,suca,5,2,517,290
518,cot,0.00229063,0.0022906272,0,basic_no_format,4.0,user,518,",",1649,12,suca,5,3,518,291
519,cot,0.03661237,0.036612373,0,basic_no_format,4.0,user,519, thanks,1650,12,suca,5,4,519,292
520,cot,0.00541237,0.0054123704,0,basic_no_format,4.0,user,520,!!,1651,12,suca,5,5,520,293
521,cot,0.10123294,0.10123294,0,basic_no_format,4.0,user,521, Where,1652,12,suca,5,6,521,294
522,cot,0.21683466,0.21683466,0,basic_no_format,4.0,user,522,'s,1653,12,suca,5,7,522,295
523,cot,0.2057545,0.2057545,0,basic_no_format,4.0,user,523, the,1654,12,suca,5,8,523,296
524,cot,0.04088583,0.04088583,0,basic_no_format,4.0,user,524, easiest,1655,12,suca,5,9,524,297
525,cot,0.03534038,0.035340376,0,basic_no_format,4.0,user,525, place,1656,12,suca,5,10,525,298
526,cot,0.97113067,0.9711306,0,basic_no_format,4.0,user,526, to,1657,12,suca,5,11,526,299
527,cot,0.30668452,0.30668452,0,basic_no_format,4.0,user,527, grow,1658,12,suca,5,12,527,300
528,cot,0.25280747,0.25280747,0,basic_no_format,4.0,user,528, tomatoes,1659,12,suca,5,13,528,301
529,cot,0.04038609,0.04038609,0,basic_no_format,4.0,user,529, -,1660,12,suca,5,14,529,302
530,cot,0.01105693,0.011056929,0,basic_no_format,4.0,user,530, inside,1661,12,suca,5,15,530,303
531,cot,0.00161664,0.0016166404,0,basic_no_format,4.0,user,531, or,1662,12,suca,5,16,531,304
532,cot,0.00016048,0.00016048075,0,basic_no_format,4.0,user,532, outdoors,1663,12,suca,5,17,532,305
533,cot,0.00362935,0.0036293457,0,basic_no_format,4.0,user,533,",",1664,12,suca,5,18,533,306
534,cot,0.01121193,0.011211929,0,basic_no_format,4.0,user,534, given,1665,12,suca,5,19,534,307
535,cot,0.00967112,0.00967112,0,basic_no_format,4.0,user,535, my,1666,12,suca,5,20,535,308
536,cot,0.00056911,0.0005691143,0,basic_no_format,4.0,user,536, skill,1667,12,suca,5,21,536,309
537,cot,0.00417672,0.004176717,0,basic_no_format,4.0,user,537, level,1668,12,suca,5,22,537,310
538,cot,0.02272273,0.022722732,0,basic_no_format,4.0,user,538,?,1669,12,suca,5,23,538,311
539,cot,0.05133356,0.051333565,0,basic_no_format,4.0,user,539, I,1670,12,suca,5,24,539,312
540,cot,0.00044275,0.00044275197,0,basic_no_format,4.0,user,540, live,1671,12,suca,5,25,540,313
541,cot,0.0014922,0.0014922038,0,basic_no_format,4.0,user,541, in,1672,12,suca,5,26,541,314
542,cot,0.00130278,0.0013027809,0,basic_no_format,4.0,user,542, Austin,1673,12,suca,5,27,542,315
543,cot,0.00283817,0.0028381716,0,basic_no_format,4.0,user,543, Texas,1674,12,suca,5,28,543,316
544,cot,0.00049426,0.0004942566,0,basic_no_format,4.0,user,544,.,1675,12,suca,5,29,544,317
545,cot,0.00741862,0.007418623,0,basic_no_format,4.0,user,545, Do,1676,12,suca,5,30,545,318
546,cot,0.02411242,0.024112415,0,basic_no_format,4.0,user,546, you,1677,12,suca,5,31,546,319
547,cot,0.01661679,0.01661679,0,basic_no_format,4.0,user,547, have,1678,12,suca,5,32,547,320
548,cot,0.0002392,0.00023920025,0,basic_no_format,4.0,user,548, any,1679,12,suca,5,33,548,321
549,cot,0.00175998,0.0017599774,0,basic_no_format,4.0,user,549, recommendations,1680,12,suca,5,34,549,322
550,cot,0.00140796,0.0014079647,0,basic_no_format,4.0,user,550, for,1681,12,suca,5,35,550,323
551,cot,0.07290578,0.07290578,0,basic_no_format,4.0,user,551, a,1682,12,suca,5,36,551,324
552,cot,0.00153339,0.0015333921,0,basic_no_format,4.0,user,552, beginner,1683,12,suca,5,37,552,325
553,cot,0.01256598,0.01256598,0,basic_no_format,4.0,user,553,?,1684,12,suca,5,38,553,326
554,cot,0.025239,0.025239004,0,basic_no_format,4.0,user,554, Also,1685,12,suca,5,39,554,327
555,cot,0.00182021,0.0018202052,0,basic_no_format,4.0,user,555, when,1686,12,suca,5,40,555,328
556,cot,0.0056665,0.0056665,0,basic_no_format,4.0,user,556, should,1687,12,suca,5,41,556,329
557,cot,0.01805039,0.018050388,0,basic_no_format,4.0,user,557, I,1688,12,suca,5,42,557,330
558,cot,0.00243452,0.0024345214,0,basic_no_format,4.0,user,558, plant,1689,12,suca,5,43,558,331
559,cot,0.0652205,0.065220505,0,basic_no_format,4.0,user,559, them,1690,12,suca,5,44,559,332
560,cot,0.00456069,0.0045606894,0,basic_no_format,4.0,user,560,?,1691,12,suca,5,45,560,333
561,cot,0.04259212,0.042592127,0,basic_no_format,4.0,user,561, Please,1692,12,suca,5,46,561,334
562,cot,0.00933716,0.009337158,0,basic_no_format,4.0,user,562, keep,1693,12,suca,5,47,562,335
563,cot,0.00084795,0.000847954,0,basic_no_format,4.0,user,563, it,1694,12,suca,5,48,563,336
564,cot,0.01718344,0.017183444,0,basic_no_format,4.0,user,564, short,1695,12,suca,5,49,564,337
565,cot,0.02699679,0.02699679,0,basic_no_format,4.0,user,565, and,1696,12,suca,5,50,565,338
566,cot,0.00604187,0.0060418732,0,basic_no_format,4.0,user,566, simple,1697,12,suca,5,51,566,339
567,cot,0.0082482,0.008248202,0,basic_no_format,4.0,user,567,"!
",1698,12,suca,5,52,567,340
568,cot,0.55934805,0.55934805,0,basic_no_format,5.0,cot,568,The,1699,12,suca,6,1,568,341
569,cot,0.9963947,0.9963947,0,basic_no_format,5.0,cot,569, user,1700,12,suca,6,2,569,342
570,cot,0.99795866,0.99795866,0,basic_no_format,5.0,cot,570, wants,1701,12,suca,6,3,570,343
571,cot,0.9905731,0.9905731,0,basic_no_format,5.0,cot,571,:,1702,12,suca,6,4,571,344
572,cot,0.09747712,0.097477116,0,basic_no_format,5.0,cot,572, easiest,1703,12,suca,6,5,572,345
573,cot,0.00277558,0.002775583,0,basic_no_format,5.0,cot,573, place,1704,12,suca,6,6,573,346
574,cot,0.01215201,0.012152012,0,basic_no_format,5.0,cot,574, to,1705,12,suca,6,7,574,347
575,cot,0.23647764,0.23647764,0,basic_no_format,5.0,cot,575, grow,1706,12,suca,6,8,575,348
576,cot,0.04707912,0.047079127,0,basic_no_format,5.0,cot,576, tomatoes,1707,12,suca,6,9,576,349
577,cot,0.9759923,0.9759923,0,basic_no_format,5.0,cot,577, –,1708,12,suca,6,10,577,350
578,cot,0.04489224,0.044892233,0,basic_no_format,5.0,cot,578, inside,1709,12,suca,6,11,578,351
579,cot,0.0591128,0.059112802,0,basic_no_format,5.0,cot,579, or,1710,12,suca,6,12,579,352
580,cot,0.00214981,0.0021498082,0,basic_no_format,5.0,cot,580, outdoors,1711,12,suca,6,13,580,353
581,cot,0.9445134,0.9445134,0,basic_no_format,5.0,cot,581, –,1712,12,suca,6,14,581,354
582,cot,0.8919556,0.8919556,0,basic_no_format,5.0,cot,582, given,1713,12,suca,6,15,582,355
583,cot,0.04550202,0.045502014,0,basic_no_format,5.0,cot,583, skill,1714,12,suca,6,16,583,356
584,cot,0.35272115,0.35272115,0,basic_no_format,5.0,cot,584, level,1715,12,suca,6,17,584,357
585,cot,0.9964284,0.99642843,0,basic_no_format,5.0,cot,585,.,1716,12,suca,6,18,585,358
586,cot,0.92655706,0.926557,0,basic_no_format,5.0,cot,586, Lives,1717,12,suca,6,19,586,359
587,cot,0.00641724,0.0064172386,0,basic_no_format,5.0,cot,587, in,1718,12,suca,6,20,587,360
588,cot,0.01085776,0.010857756,0,basic_no_format,5.0,cot,588, Austin,1719,12,suca,6,21,588,361
589,cot,0.07235568,0.07235568,0,basic_no_format,5.0,cot,589, TX,1720,12,suca,6,22,589,362
590,cot,0.98750335,0.98750335,0,basic_no_format,5.0,cot,590,.,1721,12,suca,6,23,590,363
591,cot,0.783399,0.7833989,0,basic_no_format,5.0,cot,591, Recommendations,1722,12,suca,6,24,591,364
592,cot,0.5708364,0.5708364,0,basic_no_format,5.0,cot,592, for,1723,12,suca,6,25,592,365
593,cot,0.15329877,0.15329877,0,basic_no_format,5.0,cot,593, beginner,1724,12,suca,6,26,593,366
594,cot,0.9965155,0.9965155,0,basic_no_format,5.0,cot,594,.,1725,12,suca,6,27,594,367
595,cot,0.9181327,0.9181327,0,basic_no_format,5.0,cot,595, When,1726,12,suca,6,28,595,368
596,cot,0.0144784,0.014478404,0,basic_no_format,5.0,cot,596, to,1727,12,suca,6,29,596,369
597,cot,0.03996498,0.03996498,0,basic_no_format,5.0,cot,597, plant,1728,12,suca,6,30,597,370
598,cot,0.9578336,0.9578336,0,basic_no_format,5.0,cot,598,.,1729,12,suca,6,31,598,371
599,cot,0.9624076,0.9624076,0,basic_no_format,5.0,cot,599, Keep,1730,12,suca,6,32,599,372
600,cot,0.19503324,0.19503324,0,basic_no_format,5.0,cot,600, it,1731,12,suca,6,33,600,373
601,cot,0.719741,0.719741,0,basic_no_format,5.0,cot,601, short,1732,12,suca,6,34,601,374
602,cot,0.9760751,0.9760751,0,basic_no_format,5.0,cot,602, and,1733,12,suca,6,35,602,375
603,cot,0.86921287,0.86921287,0,basic_no_format,5.0,cot,603, simple,1734,12,suca,6,36,603,376
604,cot,0.5100566,0.5100566,0,basic_no_format,5.0,cot,604,.,1735,12,suca,6,37,604,377
605,cot,0.96662474,0.96662474,0,basic_no_format,5.0,cot,605, The,1736,12,suca,6,38,605,378
606,cot,0.99236625,0.99236625,0,basic_no_format,5.0,cot,606, assistant,1737,12,suca,6,39,606,379
607,cot,0.9969555,0.9969555,0,basic_no_format,5.0,cot,607, should,1738,12,suca,6,40,607,380
608,cot,0.9631478,0.9631478,0,basic_no_format,5.0,cot,608, give,1739,12,suca,6,41,608,381
609,cot,0.7209598,0.7209597,0,basic_no_format,5.0,cot,609, concise,1740,12,suca,6,42,609,382
610,cot,0.28390718,0.28390718,0,basic_no_format,5.0,cot,610, suggestions,1741,12,suca,6,43,610,383
611,cot,0.44999123,0.44999126,0,basic_no_format,5.0,cot,611,:,1742,12,suca,6,44,611,384
612,cot,0.02509494,0.025094936,0,basic_no_format,5.0,cot,612, outdoors,1743,12,suca,6,45,612,385
613,cot,0.5039471,0.5039471,0,basic_no_format,5.0,cot,613, in,1744,12,suca,6,46,613,386
614,cot,0.1377801,0.1377801,0,basic_no_format,5.0,cot,614, early,1745,12,suca,6,47,614,387
615,cot,0.02985173,0.029851727,0,basic_no_format,5.0,cot,615, spring,1746,12,suca,6,48,615,388
616,cot,0.24735488,0.24735488,0,basic_no_format,5.0,cot,616, after,1747,12,suca,6,49,616,389
617,cot,0.3835639,0.3835639,0,basic_no_format,5.0,cot,617, last,1748,12,suca,6,50,617,390
618,cot,0.03247241,0.03247241,0,basic_no_format,5.0,cot,618, frost,1749,12,suca,6,51,618,391
619,cot,0.68048626,0.6804862,0,basic_no_format,5.0,cot,619, date,1750,12,suca,6,52,619,392
620,cot,0.8843115,0.88431156,0,basic_no_format,5.0,cot,620, (,1751,12,suca,6,53,620,393
621,cot,0.877998,0.877998,0,basic_no_format,5.0,cot,621,maybe,1752,12,suca,6,54,621,394
