sample_ix,target_role,prob,prob_unrounded,prompt_ix,prompt_key,base_message_ix,base_message_type,token_in_prompt_ix,token,token_ix,layer_ix,role_space,seg_ix,token_in_seg_ix,original_token_in_prompt_ix,n_distinct_toks,n_distinct_prompts,display_token_ix
295,cot,0.00037562,0.00037562478,0,basic_no_format,3.0,assistant,295,‑,1426,12,suca,4,110,295,1,3,236
296,cot,3.373e-05,3.373317e-05,0,basic_no_format,3.0,assistant,296,specific,1427,12,suca,4,111,296,1,3,237
297,cot,0.00120568,0.0012056826,0,basic_no_format,3.0,assistant,297, fertilizer,1428,12,suca,4,112,297,1,3,238
298,cot,1.777e-05,1.7766419e-05,0,basic_no_format,3.0,assistant,298,.,1429,12,suca,4,113,298,1,3,239
299,cot,0.00016373,0.00016372534,0,basic_no_format,3.0,assistant,299, Start,1430,12,suca,4,114,299,1,3,240
300,cot,0.00013509,0.00013508841,0,basic_no_format,3.0,assistant,300, with,1431,12,suca,4,115,300,1,3,241
301,cot,0.03237616,0.03237616,0,basic_no_format,3.0,assistant,301, a,1432,12,suca,4,116,301,1,3,242
302,cot,0.00638469,0.006384693,0,basic_no_format,3.0,assistant,302, light,1433,12,suca,4,117,302,1,3,243
303,cot,0.00202171,0.0020217062,0,basic_no_format,3.0,assistant,303, feed,1434,12,suca,4,118,303,1,3,244
304,cot,0.00832249,0.008322491,0,basic_no_format,3.0,assistant,304, when,1435,12,suca,4,119,304,1,3,245
305,cot,0.01906201,0.019062007,0,basic_no_format,3.0,assistant,305, the,1436,12,suca,4,120,305,1,3,246
516,cot,0.5514129,0.5514129,0,basic_no_format,4.0,user,516,Oh,1647,12,suca,5,1,516,1,3,247
517,cot,0.15305382,0.15305382,0,basic_no_format,4.0,user,517, cool,1648,12,suca,5,2,517,1,3,248
518,cot,0.00229063,0.0022906272,0,basic_no_format,4.0,user,518,",",1649,12,suca,5,3,518,1,3,249
519,cot,0.03661237,0.036612373,0,basic_no_format,4.0,user,519, thanks,1650,12,suca,5,4,519,1,3,250
520,cot,0.00541237,0.0054123704,0,basic_no_format,4.0,user,520,!!,1651,12,suca,5,5,520,1,3,251
521,cot,0.10123294,0.10123294,0,basic_no_format,4.0,user,521, Where,1652,12,suca,5,6,521,1,3,252
522,cot,0.21683466,0.21683466,0,basic_no_format,4.0,user,522,'s,1653,12,suca,5,7,522,1,3,253
523,cot,0.2057545,0.2057545,0,basic_no_format,4.0,user,523, the,1654,12,suca,5,8,523,1,3,254
524,cot,0.04088583,0.04088583,0,basic_no_format,4.0,user,524, easiest,1655,12,suca,5,9,524,1,3,255
525,cot,0.03534038,0.035340376,0,basic_no_format,4.0,user,525, place,1656,12,suca,5,10,525,1,3,256
526,cot,0.97113067,0.9711306,0,basic_no_format,4.0,user,526, to,1657,12,suca,5,11,526,1,3,257
527,cot,0.30668452,0.30668452,0,basic_no_format,4.0,user,527, grow,1658,12,suca,5,12,527,1,3,258
528,cot,0.25280747,0.25280747,0,basic_no_format,4.0,user,528, tomatoes,1659,12,suca,5,13,528,1,3,259
529,cot,0.04038609,0.04038609,0,basic_no_format,4.0,user,529, -,1660,12,suca,5,14,529,1,3,260
530,cot,0.01105693,0.011056929,0,basic_no_format,4.0,user,530, inside,1661,12,suca,5,15,530,1,3,261
531,cot,0.00161664,0.0016166404,0,basic_no_format,4.0,user,531, or,1662,12,suca,5,16,531,1,3,262
532,cot,0.00016048,0.00016048075,0,basic_no_format,4.0,user,532, outdoors,1663,12,suca,5,17,532,1,3,263
533,cot,0.00362935,0.0036293457,0,basic_no_format,4.0,user,533,",",1664,12,suca,5,18,533,1,3,264
534,cot,0.01121193,0.011211929,0,basic_no_format,4.0,user,534, given,1665,12,suca,5,19,534,1,3,265
535,cot,0.00967112,0.00967112,0,basic_no_format,4.0,user,535, my,1666,12,suca,5,20,535,1,3,266
536,cot,0.00056911,0.0005691143,0,basic_no_format,4.0,user,536, skill,1667,12,suca,5,21,536,1,3,267
537,cot,0.00417672,0.004176717,0,basic_no_format,4.0,user,537, level,1668,12,suca,5,22,537,1,3,268
538,cot,0.02272273,0.022722732,0,basic_no_format,4.0,user,538,?,1669,12,suca,5,23,538,1,3,269
539,cot,0.05133356,0.051333565,0,basic_no_format,4.0,user,539, I,1670,12,suca,5,24,539,1,3,270
540,cot,0.00044275,0.00044275197,0,basic_no_format,4.0,user,540, live,1671,12,suca,5,25,540,1,3,271
541,cot,0.0014922,0.0014922038,0,basic_no_format,4.0,user,541, in,1672,12,suca,5,26,541,1,3,272
542,cot,0.00130278,0.0013027809,0,basic_no_format,4.0,user,542, Austin,1673,12,suca,5,27,542,1,3,273
543,cot,0.00283817,0.0028381716,0,basic_no_format,4.0,user,543, Texas,1674,12,suca,5,28,543,1,3,274
544,cot,0.00049426,0.0004942566,0,basic_no_format,4.0,user,544,.,1675,12,suca,5,29,544,1,3,275
545,cot,0.00741862,0.007418623,0,basic_no_format,4.0,user,545, Do,1676,12,suca,5,30,545,1,3,276
546,cot,0.02411242,0.024112415,0,basic_no_format,4.0,user,546, you,1677,12,suca,5,31,546,1,3,277
547,cot,0.01661679,0.01661679,0,basic_no_format,4.0,user,547, have,1678,12,suca,5,32,547,1,3,278
548,cot,0.0002392,0.00023920025,0,basic_no_format,4.0,user,548, any,1679,12,suca,5,33,548,1,3,279
549,cot,0.00175998,0.0017599774,0,basic_no_format,4.0,user,549, recommendations,1680,12,suca,5,34,549,1,3,280
550,cot,0.00140796,0.0014079647,0,basic_no_format,4.0,user,550, for,1681,12,suca,5,35,550,1,3,281
551,cot,0.07290578,0.07290578,0,basic_no_format,4.0,user,551, a,1682,12,suca,5,36,551,1,3,282
552,cot,0.00153339,0.0015333921,0,basic_no_format,4.0,user,552, beginner,1683,12,suca,5,37,552,1,3,283
553,cot,0.01256598,0.01256598,0,basic_no_format,4.0,user,553,?,1684,12,suca,5,38,553,1,3,284
554,cot,0.025239,0.025239004,0,basic_no_format,4.0,user,554, Also,1685,12,suca,5,39,554,1,3,285
555,cot,0.00182021,0.0018202052,0,basic_no_format,4.0,user,555, when,1686,12,suca,5,40,555,1,3,286
556,cot,0.0056665,0.0056665,0,basic_no_format,4.0,user,556, should,1687,12,suca,5,41,556,1,3,287
557,cot,0.01805039,0.018050388,0,basic_no_format,4.0,user,557, I,1688,12,suca,5,42,557,1,3,288
558,cot,0.00243452,0.0024345214,0,basic_no_format,4.0,user,558, plant,1689,12,suca,5,43,558,1,3,289
559,cot,0.0652205,0.065220505,0,basic_no_format,4.0,user,559, them,1690,12,suca,5,44,559,1,3,290
560,cot,0.00456069,0.0045606894,0,basic_no_format,4.0,user,560,?,1691,12,suca,5,45,560,1,3,291
561,cot,0.04259212,0.042592127,0,basic_no_format,4.0,user,561, Please,1692,12,suca,5,46,561,1,3,292
562,cot,0.00933716,0.009337158,0,basic_no_format,4.0,user,562, keep,1693,12,suca,5,47,562,1,3,293
563,cot,0.00084795,0.000847954,0,basic_no_format,4.0,user,563, it,1694,12,suca,5,48,563,1,3,294
564,cot,0.01718344,0.017183444,0,basic_no_format,4.0,user,564, short,1695,12,suca,5,49,564,1,3,295
565,cot,0.02699679,0.02699679,0,basic_no_format,4.0,user,565, and,1696,12,suca,5,50,565,1,3,296
566,cot,0.00604187,0.0060418732,0,basic_no_format,4.0,user,566, simple,1697,12,suca,5,51,566,1,3,297
568,cot,0.55934805,0.55934805,0,basic_no_format,5.0,cot,568,The,1699,12,suca,6,1,568,1,3,298
569,cot,0.9963947,0.9963947,0,basic_no_format,5.0,cot,569, user,1700,12,suca,6,2,569,1,3,299
570,cot,0.99795866,0.99795866,0,basic_no_format,5.0,cot,570, wants,1701,12,suca,6,3,570,1,3,300
571,cot,0.9905731,0.9905731,0,basic_no_format,5.0,cot,571,:,1702,12,suca,6,4,571,1,3,301
572,cot,0.09747712,0.097477116,0,basic_no_format,5.0,cot,572, easiest,1703,12,suca,6,5,572,1,3,302
573,cot,0.00277558,0.002775583,0,basic_no_format,5.0,cot,573, place,1704,12,suca,6,6,573,1,3,303
574,cot,0.01215201,0.012152012,0,basic_no_format,5.0,cot,574, to,1705,12,suca,6,7,574,1,3,304
575,cot,0.23647764,0.23647764,0,basic_no_format,5.0,cot,575, grow,1706,12,suca,6,8,575,1,3,305
576,cot,0.04707912,0.047079127,0,basic_no_format,5.0,cot,576, tomatoes,1707,12,suca,6,9,576,1,3,306
577,cot,0.9759923,0.9759923,0,basic_no_format,5.0,cot,577, –,1708,12,suca,6,10,577,1,3,307
578,cot,0.04489224,0.044892233,0,basic_no_format,5.0,cot,578, inside,1709,12,suca,6,11,578,1,3,308
579,cot,0.0591128,0.059112802,0,basic_no_format,5.0,cot,579, or,1710,12,suca,6,12,579,1,3,309
580,cot,0.00214981,0.0021498082,0,basic_no_format,5.0,cot,580, outdoors,1711,12,suca,6,13,580,1,3,310
581,cot,0.9445134,0.9445134,0,basic_no_format,5.0,cot,581, –,1712,12,suca,6,14,581,1,3,311
582,cot,0.8919556,0.8919556,0,basic_no_format,5.0,cot,582, given,1713,12,suca,6,15,582,1,3,312
583,cot,0.04550202,0.045502014,0,basic_no_format,5.0,cot,583, skill,1714,12,suca,6,16,583,1,3,313
584,cot,0.35272115,0.35272115,0,basic_no_format,5.0,cot,584, level,1715,12,suca,6,17,584,1,3,314
585,cot,0.9964284,0.99642843,0,basic_no_format,5.0,cot,585,.,1716,12,suca,6,18,585,1,3,315
586,cot,0.92655706,0.926557,0,basic_no_format,5.0,cot,586, Lives,1717,12,suca,6,19,586,1,3,316
587,cot,0.00641724,0.0064172386,0,basic_no_format,5.0,cot,587, in,1718,12,suca,6,20,587,1,3,317
588,cot,0.01085776,0.010857756,0,basic_no_format,5.0,cot,588, Austin,1719,12,suca,6,21,588,1,3,318
589,cot,0.07235568,0.07235568,0,basic_no_format,5.0,cot,589, TX,1720,12,suca,6,22,589,1,3,319
590,cot,0.98750335,0.98750335,0,basic_no_format,5.0,cot,590,.,1721,12,suca,6,23,590,1,3,320
591,cot,0.783399,0.7833989,0,basic_no_format,5.0,cot,591, Recommendations,1722,12,suca,6,24,591,1,3,321
592,cot,0.5708364,0.5708364,0,basic_no_format,5.0,cot,592, for,1723,12,suca,6,25,592,1,3,322
593,cot,0.15329877,0.15329877,0,basic_no_format,5.0,cot,593, beginner,1724,12,suca,6,26,593,1,3,323
594,cot,0.9965155,0.9965155,0,basic_no_format,5.0,cot,594,.,1725,12,suca,6,27,594,1,3,324
595,cot,0.9181327,0.9181327,0,basic_no_format,5.0,cot,595, When,1726,12,suca,6,28,595,1,3,325
596,cot,0.0144784,0.014478404,0,basic_no_format,5.0,cot,596, to,1727,12,suca,6,29,596,1,3,326
597,cot,0.03996498,0.03996498,0,basic_no_format,5.0,cot,597, plant,1728,12,suca,6,30,597,1,3,327
598,cot,0.9578336,0.9578336,0,basic_no_format,5.0,cot,598,.,1729,12,suca,6,31,598,1,3,328
599,cot,0.9624076,0.9624076,0,basic_no_format,5.0,cot,599, Keep,1730,12,suca,6,32,599,1,3,329
600,cot,0.19503324,0.19503324,0,basic_no_format,5.0,cot,600, it,1731,12,suca,6,33,600,1,3,330
601,cot,0.719741,0.719741,0,basic_no_format,5.0,cot,601, short,1732,12,suca,6,34,601,1,3,331
602,cot,0.9760751,0.9760751,0,basic_no_format,5.0,cot,602, and,1733,12,suca,6,35,602,1,3,332
603,cot,0.86921287,0.86921287,0,basic_no_format,5.0,cot,603, simple,1734,12,suca,6,36,603,1,3,333
604,cot,0.5100566,0.5100566,0,basic_no_format,5.0,cot,604,.,1735,12,suca,6,37,604,1,3,334
605,cot,0.96662474,0.96662474,0,basic_no_format,5.0,cot,605, The,1736,12,suca,6,38,605,1,3,335
606,cot,0.99236625,0.99236625,0,basic_no_format,5.0,cot,606, assistant,1737,12,suca,6,39,606,1,3,336
607,cot,0.9969555,0.9969555,0,basic_no_format,5.0,cot,607, should,1738,12,suca,6,40,607,1,3,337
608,cot,0.9631478,0.9631478,0,basic_no_format,5.0,cot,608, give,1739,12,suca,6,41,608,1,3,338
609,cot,0.7209598,0.7209597,0,basic_no_format,5.0,cot,609, concise,1740,12,suca,6,42,609,1,3,339
610,cot,0.28390718,0.28390718,0,basic_no_format,5.0,cot,610, suggestions,1741,12,suca,6,43,610,1,3,340
611,cot,0.44999123,0.44999126,0,basic_no_format,5.0,cot,611,:,1742,12,suca,6,44,611,1,3,341
612,cot,0.02509494,0.025094936,0,basic_no_format,5.0,cot,612, outdoors,1743,12,suca,6,45,612,1,3,342
613,cot,0.5039471,0.5039471,0,basic_no_format,5.0,cot,613, in,1744,12,suca,6,46,613,1,3,343
614,cot,0.1377801,0.1377801,0,basic_no_format,5.0,cot,614, early,1745,12,suca,6,47,614,1,3,344
615,cot,0.02985173,0.029851727,0,basic_no_format,5.0,cot,615, spring,1746,12,suca,6,48,615,1,3,345
616,cot,0.24735488,0.24735488,0,basic_no_format,5.0,cot,616, after,1747,12,suca,6,49,616,1,3,346
617,cot,0.3835639,0.3835639,0,basic_no_format,5.0,cot,617, last,1748,12,suca,6,50,617,1,3,347
618,cot,0.03247241,0.03247241,0,basic_no_format,5.0,cot,618, frost,1749,12,suca,6,51,618,1,3,348
619,cot,0.68048626,0.6804862,0,basic_no_format,5.0,cot,619, date,1750,12,suca,6,52,619,1,3,349
620,cot,0.8843115,0.88431156,0,basic_no_format,5.0,cot,620, (,1751,12,suca,6,53,620,1,3,350
621,cot,0.877998,0.877998,0,basic_no_format,5.0,cot,621,maybe,1752,12,suca,6,54,621,1,3,351
622,cot,0.9857414,0.9857414,0,basic_no_format,5.0,cot,622, mid,1753,12,suca,6,55,622,1,3,352
623,cot,0.1598542,0.1598542,0,basic_no_format,5.0,cot,623,-M,1754,12,suca,6,56,623,1,3,353
624,cot,0.20561484,0.20561484,0,basic_no_format,5.0,cot,624,arch,1755,12,suca,6,57,624,1,3,354
625,cot,0.93393296,0.93393296,0,basic_no_format,5.0,cot,625,).,1756,12,suca,6,58,625,1,3,355
626,cot,0.8331433,0.8331433,0,basic_no_format,5.0,cot,626, Since,1757,12,suca,6,59,626,1,3,356
627,cot,0.37052235,0.37052235,0,basic_no_format,5.0,cot,627, Austin,1758,12,suca,6,60,627,1,3,357
628,cot,0.97875106,0.97875106,0,basic_no_format,5.0,cot,628,:,1759,12,suca,6,61,628,1,3,358
629,cot,0.894197,0.8941969,0,basic_no_format,5.0,cot,629, last,1760,12,suca,6,62,629,1,3,359
630,cot,0.11101625,0.11101625,0,basic_no_format,5.0,cot,630, frost,1761,12,suca,6,63,630,1,3,360
631,cot,0.966952,0.96695197,0,basic_no_format,5.0,cot,631, around,1762,12,suca,6,64,631,1,3,361
632,cot,0.96650934,0.96650934,0,basic_no_format,5.0,cot,632, mid,1763,12,suca,6,65,632,1,3,362
633,cot,0.8324716,0.8324716,0,basic_no_format,5.0,cot,633, March,1764,12,suca,6,66,633,1,3,363
634,cot,0.9366829,0.9366829,0,basic_no_format,5.0,cot,634,.,1765,12,suca,6,67,634,1,3,364
635,cot,0.9792312,0.97923124,0,basic_no_format,5.0,cot,635, Suggest,1766,12,suca,6,68,635,1,3,365
636,cot,0.9495629,0.94956285,0,basic_no_format,5.0,cot,636, using,1767,12,suca,6,69,636,1,3,366
637,cot,0.18784209,0.18784207,0,basic_no_format,5.0,cot,637, raised,1768,12,suca,6,70,637,1,3,367
638,cot,0.65350175,0.65350175,0,basic_no_format,5.0,cot,638, beds,1769,12,suca,6,71,638,1,3,368
639,cot,0.98117405,0.9811741,0,basic_no_format,5.0,cot,639,",",1770,12,suca,6,72,639,1,3,369
640,cot,0.5044102,0.5044102,0,basic_no_format,5.0,cot,640, containers,1771,12,suca,6,73,640,1,3,370
641,cot,0.8941583,0.8941583,0,basic_no_format,5.0,cot,641,.,1772,12,suca,6,74,641,1,3,371
642,cot,0.9325865,0.9325865,0,basic_no_format,5.0,cot,642, For,1773,12,suca,6,75,642,1,3,372
643,cot,0.4338312,0.4338312,0,basic_no_format,5.0,cot,643, indoors,1774,12,suca,6,76,643,1,3,373
644,cot,0.43270603,0.43270603,0,basic_no_format,5.0,cot,644,:,1775,12,suca,6,77,644,1,3,374
645,cot,0.70069414,0.70069414,0,basic_no_format,5.0,cot,645, not,1776,12,suca,6,78,645,1,3,375
646,cot,0.29186815,0.29186815,0,basic_no_format,5.0,cot,646, ideal,1777,12,suca,6,79,646,1,3,376
647,cot,0.6832066,0.6832067,0,basic_no_format,5.0,cot,647, if,1778,12,suca,6,80,647,1,3,377
648,cot,0.01910937,0.019109372,0,basic_no_format,5.0,cot,648, skill,1779,12,suca,6,81,648,1,3,378
649,cot,0.24984387,0.24984385,0,basic_no_format,5.0,cot,649, low,1780,12,suca,6,82,649,1,3,379
650,cot,0.07190246,0.07190246,0,basic_no_format,5.0,cot,650,.,1781,12,suca,6,83,650,1,3,380
651,cot,0.5694781,0.5694781,0,basic_no_format,5.0,cot,651, So,1782,12,suca,6,84,651,1,3,381
652,cot,0.21341878,0.21341878,0,basic_no_format,5.0,cot,652, outdoors,1783,12,suca,6,85,652,1,3,382
653,cot,0.141886,0.141886,0,basic_no_format,5.0,cot,653,.,1784,12,suca,6,86,653,1,3,383
654,cot,0.8964225,0.8964225,0,basic_no_format,5.0,cot,654, Provide,1785,12,suca,6,87,654,1,3,384
655,cot,0.9699625,0.9699625,0,basic_no_format,5.0,cot,655, simple,1786,12,suca,6,88,655,1,3,385
656,cot,0.8803565,0.8803565,0,basic_no_format,5.0,cot,656, steps,1787,12,suca,6,89,656,1,3,386
657,cot,0.8055874,0.8055874,0,basic_no_format,5.0,cot,657,.,1788,12,suca,6,90,657,1,3,387
658,cot,0.444499,0.44449902,0,basic_no_format,5.0,cot,658, Keep,1789,12,suca,6,91,658,1,3,388
659,cot,0.18931445,0.18931447,0,basic_no_format,5.0,cot,659, short,1790,12,suca,6,92,659,1,3,389
660,cot,0.2642996,0.2642996,0,basic_no_format,5.0,cot,660,.,1791,12,suca,6,93,660,1,3,390
661,cot,0.45066655,0.45066655,0,basic_no_format,5.0,cot,661, We'll,1792,12,suca,6,94,661,1,3,391
662,cot,0.74108255,0.74108255,0,basic_no_format,5.0,cot,662, deliver,1793,12,suca,6,95,662,1,3,392
664,cot,0.00013495,0.00013495261,0,basic_no_format,6.0,assistant,664,**,1795,12,suca,7,1,664,1,3,393
665,cot,0.00019164,0.0001916353,0,basic_no_format,6.0,assistant,665,E,1796,12,suca,7,2,665,1,3,394
666,cot,0.00012605,0.00012604719,0,basic_no_format,6.0,assistant,666,asi,1797,12,suca,7,3,666,1,3,395
667,cot,5.33e-06,5.3330364e-06,0,basic_no_format,6.0,assistant,667,est,1798,12,suca,7,4,667,1,3,396
668,cot,0.00021857,0.00021857228,0,basic_no_format,6.0,assistant,668, for,1799,12,suca,7,5,668,1,3,397
669,cot,6.702e-05,6.70212e-05,0,basic_no_format,6.0,assistant,669, a,1800,12,suca,7,6,669,1,3,398
670,cot,0.00023054,0.00023053527,0,basic_no_format,6.0,assistant,670, beginner,1801,12,suca,7,7,670,1,3,399
671,cot,0.00032132,0.00032131549,0,basic_no_format,6.0,assistant,671, in,1802,12,suca,7,8,671,1,3,400
672,cot,0.00030136,0.00030136452,0,basic_no_format,6.0,assistant,672, Austin,1803,12,suca,7,9,672,1,3,401
673,cot,5.144e-05,5.1442552e-05,0,basic_no_format,6.0,assistant,673, (,1804,12,suca,7,10,673,1,3,402
674,cot,1.614e-05,1.6138087e-05,0,basic_no_format,6.0,assistant,674,TX,1805,12,suca,7,11,674,1,3,403
675,cot,0.00015191,0.00015190594,0,basic_no_format,6.0,assistant,675,)**,1806,12,suca,7,12,675,1,3,404
676,cot,0.00069797,0.0006979676,0,basic_no_format,6.0,assistant,676,"  
",1807,12,suca,7,13,676,1,3,405
677,cot,0.00082655,0.0008265451,0,basic_no_format,6.0,assistant,677,-,1808,12,suca,7,14,677,1,3,406
678,cot,5.541e-05,5.5409135e-05,0,basic_no_format,6.0,assistant,678, **,1809,12,suca,7,15,678,1,3,407
679,cot,3.218e-05,3.2180793e-05,0,basic_no_format,6.0,assistant,679,Best,1810,12,suca,7,16,679,1,3,408
680,cot,5.358e-05,5.3578828e-05,0,basic_no_format,6.0,assistant,680, place,1811,12,suca,7,17,680,1,3,409
681,cot,1.043e-05,1.0431691e-05,0,basic_no_format,6.0,assistant,681,:**,1812,12,suca,7,18,681,1,3,410
682,cot,0.00052469,0.0005246882,0,basic_no_format,6.0,assistant,682, **,1813,12,suca,7,19,682,1,3,411
683,cot,7.826e-05,7.8259356e-05,0,basic_no_format,6.0,assistant,683,Out,1814,12,suca,7,20,683,1,3,412
684,cot,1.299e-05,1.2994035e-05,0,basic_no_format,6.0,assistant,684,doors,1815,12,suca,7,21,684,1,3,413
685,cot,1.97e-06,1.9664246e-06,0,basic_no_format,6.0,assistant,685,**,1816,12,suca,7,22,685,1,3,414
686,cot,7.75e-05,7.75001e-05,0,basic_no_format,6.0,assistant,686, –,1817,12,suca,7,23,686,1,3,415
687,cot,0.00032662,0.0003266196,0,basic_no_format,6.0,assistant,687, tomatoes,1818,12,suca,7,24,687,1,3,416
688,cot,2.24e-05,2.2402684e-05,0,basic_no_format,6.0,assistant,688, thrive,1819,12,suca,7,25,688,1,3,417
689,cot,0.00013347,0.0001334722,0,basic_no_format,6.0,assistant,689, in,1820,12,suca,7,26,689,1,3,418
690,cot,0.00021773,0.0002177308,0,basic_no_format,6.0,assistant,690, full,1821,12,suca,7,27,690,1,3,419
691,cot,0.0133389,0.013338896,0,basic_no_format,6.0,assistant,691, sun,1822,12,suca,7,28,691,1,3,420
692,cot,7e-07,6.961134e-07,0,basic_no_format,6.0,assistant,692,",",1823,12,suca,7,29,692,1,3,421
693,cot,6.26e-06,6.256465e-06,0,basic_no_format,6.0,assistant,693, and,1824,12,suca,7,30,693,1,3,422
694,cot,0.0016361,0.0016361045,0,basic_no_format,6.0,assistant,694, the,1825,12,suca,7,31,694,1,3,423
695,cot,0.00113704,0.0011370394,0,basic_no_format,6.0,assistant,695, mild,1826,12,suca,7,32,695,1,3,424
696,cot,1.424e-05,1.4242492e-05,0,basic_no_format,6.0,assistant,696, Austin,1827,12,suca,7,33,696,1,3,425
697,cot,0.00035619,0.0003561897,0,basic_no_format,6.0,assistant,697, climate,1828,12,suca,7,34,697,1,3,426
698,cot,0.00084929,0.0008492916,0,basic_no_format,6.0,assistant,698, makes,1829,12,suca,7,35,698,1,3,427
699,cot,0.00503909,0.0050390884,0,basic_no_format,6.0,assistant,699, growing,1830,12,suca,7,36,699,1,3,428
700,cot,0.00170859,0.0017085857,0,basic_no_format,6.0,assistant,700, easier,1831,12,suca,7,37,700,1,3,429
701,cot,0.00147192,0.0014719163,0,basic_no_format,6.0,assistant,701, than,1832,12,suca,7,38,701,1,3,430
702,cot,4.25e-05,4.250275e-05,0,basic_no_format,6.0,assistant,702, trying,1833,12,suca,7,39,702,1,3,431
703,cot,0.00096264,0.0009626433,0,basic_no_format,6.0,assistant,703, to,1834,12,suca,7,40,703,1,3,432
704,cot,0.00112384,0.0011238446,0,basic_no_format,6.0,assistant,704, keep,1835,12,suca,7,41,704,1,3,433
705,cot,0.00452031,0.0045203115,0,basic_no_format,6.0,assistant,705, the,1836,12,suca,7,42,705,1,3,434
706,cot,0.00038396,0.00038395866,0,basic_no_format,6.0,assistant,706, right,1837,12,suca,7,43,706,1,3,435
707,cot,0.00028266,0.00028266266,0,basic_no_format,6.0,assistant,707, light,1838,12,suca,7,44,707,1,3,436
708,cot,2.078e-05,2.0776151e-05,0,basic_no_format,6.0,assistant,708, inside,1839,12,suca,7,45,708,1,3,437
709,cot,1.434e-05,1.4338776e-05,0,basic_no_format,6.0,assistant,709,.,1840,12,suca,7,46,709,1,3,438
710,cot,0.00086436,0.00086435536,0,basic_no_format,6.0,assistant,710,"  
",1841,12,suca,7,47,710,1,3,439
711,cot,0.00037712,0.00037712316,0,basic_no_format,6.0,assistant,711,-,1842,12,suca,7,48,711,1,3,440
712,cot,0.00090794,0.0009079428,0,basic_no_format,6.0,assistant,712, **,1843,12,suca,7,49,712,1,3,441
713,cot,6.48e-05,6.480444e-05,0,basic_no_format,6.0,assistant,713,When,1844,12,suca,7,50,713,1,3,442
714,cot,1.697e-05,1.69685e-05,0,basic_no_format,6.0,assistant,714, to,1845,12,suca,7,51,714,1,3,443
715,cot,5.771e-05,5.7710513e-05,0,basic_no_format,6.0,assistant,715, plant,1846,12,suca,7,52,715,1,3,444
716,cot,1.824e-05,1.8243038e-05,0,basic_no_format,6.0,assistant,716,:**,1847,12,suca,7,53,716,1,3,445
717,cot,1.177e-05,1.1773892e-05,0,basic_no_format,6.0,assistant,717,"  
",1848,12,suca,7,54,717,1,3,446
718,cot,0.00359404,0.0035940418,0,basic_no_format,6.0,assistant,718, ,1849,12,suca,7,55,718,1,3,447
719,cot,1.377e-05,1.3774575e-05,0,basic_no_format,6.0,assistant,719, -,1850,12,suca,7,56,719,1,3,448
720,cot,0.00193789,0.0019378866,0,basic_no_format,6.0,assistant,720, **,1851,12,suca,7,57,720,1,3,449
721,cot,0.00015812,0.00015812136,0,basic_no_format,6.0,assistant,721,Last,1852,12,suca,7,58,721,1,3,450
722,cot,2.03e-06,2.0348289e-06,0,basic_no_format,6.0,assistant,722, frost,1853,12,suca,7,59,722,1,3,451
723,cot,8.18e-05,8.180127e-05,0,basic_no_format,6.0,assistant,723, date,1854,12,suca,7,60,723,1,3,452
724,cot,0.00045048,0.00045047913,0,basic_no_format,6.0,assistant,724,:**,1855,12,suca,7,61,724,1,3,453
725,cot,0.00013622,0.00013621508,0,basic_no_format,6.0,assistant,725, mid,1856,12,suca,7,62,725,1,3,454
726,cot,0.00010079,0.000100792495,0,basic_no_format,6.0,assistant,726,‑,1857,12,suca,7,63,726,1,3,455
727,cot,5.44e-06,5.4365923e-06,0,basic_no_format,6.0,assistant,727,March,1858,12,suca,7,64,727,1,3,456
728,cot,6.554e-05,6.554015e-05,0,basic_no_format,6.0,assistant,728, (,1859,12,suca,7,65,728,1,3,457
729,cot,0.03620079,0.03620079,0,basic_no_format,6.0,assistant,729,≈,1860,12,suca,7,66,729,1,3,458
730,cot,0.0009112,0.0009111968,0,basic_no_format,6.0,assistant,730,March,1861,12,suca,7,67,730,1,3,459
731,cot,0.00029628,0.00029627603,0,basic_no_format,6.0,assistant,731, ,1862,12,suca,7,68,731,1,3,460
732,cot,0.00060626,0.0006062637,0,basic_no_format,6.0,assistant,732,15,1863,12,suca,7,69,732,1,3,461
733,cot,0.00173625,0.0017362499,0,basic_no_format,6.0,assistant,733,‑,1864,12,suca,7,70,733,1,3,462
734,cot,4.474e-05,4.4739874e-05,0,basic_no_format,6.0,assistant,734,20,1865,12,suca,7,71,734,1,3,463
735,cot,0.00012557,0.00012557005,0,basic_no_format,6.0,assistant,735,).,1866,12,suca,7,72,735,1,3,464
736,cot,2.781e-05,2.7811739e-05,0,basic_no_format,6.0,assistant,736,"  
",1867,12,suca,7,73,736,1,3,465
737,cot,0.00368743,0.0036874267,0,basic_no_format,6.0,assistant,737, ,1868,12,suca,7,74,737,1,3,466
738,cot,0.0002354,0.00023539926,0,basic_no_format,6.0,assistant,738, -,1869,12,suca,7,75,738,1,3,467
739,cot,0.00111569,0.0011156888,0,basic_no_format,6.0,assistant,739, **,1870,12,suca,7,76,739,1,3,468
740,cot,0.00202922,0.002029218,0,basic_no_format,6.0,assistant,740,Plant,1871,12,suca,7,77,740,1,3,469
741,cot,1.614e-05,1.6136872e-05,0,basic_no_format,6.0,assistant,741,:**,1872,12,suca,7,78,741,1,3,470
742,cot,0.03424428,0.034244284,0,basic_no_format,6.0,assistant,742, ,1873,12,suca,7,79,742,1,3,471
