token_ix,token_id,output_id,output_prob,token,prompt_ix,sample_ix,condition,original_role,system,user,cot,assistant,content_token_ix
534,533,30,0.11, -,0,534,correct_tags,user,7.494875e-07,0.5816783,0.03217517,0.38614577,511
535,6772,30,0.48, inside,0,535,correct_tags,user,6.709924e-05,0.77529407,0.008484521,0.2161543,512
536,503,6772,0.26, or,0,536,correct_tags,user,2.690049e-08,0.025497602,0.011333587,0.9631688,513
537,37495,30,0.94, outdoors,0,537,correct_tags,user,1.4881158e-06,0.04721913,1.6331127e-05,0.9527631,514
538,11,10606,0.79,",",0,538,correct_tags,user,2.0180694e-07,0.8967724,0.0041077673,0.09911965,515
539,4335,484,0.29, given,0,539,correct_tags,user,5.7448903e-09,0.0006564927,2.8325132e-05,0.99931514,516
540,922,220,0.04, my,0,540,correct_tags,user,3.1841913e-07,0.9129595,0.0005714138,0.086468734,517
541,16093,3211,0.69, skill,0,541,correct_tags,user,8.779788e-07,0.90702206,0.0015496111,0.0914274,518
542,3211,30,0.81, level,0,542,correct_tags,user,3.0429922e-07,0.2628864,0.0069903913,0.7301229,519
543,30,279,0.13,?,0,543,correct_tags,user,4.054162e-08,0.2687567,0.011126748,0.72011656,520
544,357,1682,0.11, I,0,544,correct_tags,user,4.1468518e-08,0.5843459,0.022883425,0.39277065,521
545,4561,306,0.3, live,0,545,correct_tags,user,3.1715018e-07,0.9936836,3.1474938e-05,0.0062845685,522
546,306,220,0.54, in,0,546,correct_tags,user,4.4385517e-05,0.68623084,0.03939071,0.27433407,523
547,31628,11,0.62, Austin,0,547,correct_tags,user,1.1319307e-05,0.9458436,0.00029649434,0.053848576,524
548,11885,30,0.42, Texas,0,548,correct_tags,user,2.3438033e-05,0.36923492,0.0006829312,0.6300587,525
549,13,31628,0.16,.,0,549,correct_tags,user,1.2059986e-06,0.9990657,1.0313569e-05,0.00092279894,526
550,3756,481,0.29, Do,0,550,correct_tags,user,9.089773e-09,0.9841484,2.5980844e-05,0.015825717,527
551,481,1604,0.14, you,0,551,correct_tags,user,0.0002523745,0.2779614,0.06661401,0.65517217,528
552,679,1062,0.4, have,0,552,correct_tags,user,1.5775804e-08,0.80035937,5.9762365e-06,0.19963469,529
553,1062,6772,0.42, any,0,553,correct_tags,user,1.7195385e-05,0.24808182,0.0024871586,0.7494138,530
554,22499,30,0.57, recommendations,0,554,correct_tags,user,6.799151e-07,0.78812826,0.004221152,0.20764989,531
555,395,10609,0.45, for,0,555,correct_tags,user,0.00019017686,0.88334423,0.0012011343,0.115264505,532
556,261,9282,0.91, a,0,556,correct_tags,user,1.6694526e-05,0.028260259,0.014751879,0.9569711,533
557,57062,30,0.53, beginner,0,557,correct_tags,user,1.5652137e-07,0.7446432,0.0011646706,0.254192,534
558,30,279,0.17,?,0,558,correct_tags,user,1.8678625e-08,0.056401268,7.072887e-05,0.94352794,535
559,8820,11,0.12, Also,0,559,correct_tags,user,5.3208893e-10,0.99314886,2.3024366e-05,0.006828224,536
560,1261,30,0.07, when,0,560,correct_tags,user,1.5211408e-07,0.63348067,6.103568e-05,0.36645818,537
561,1757,30,0.07, should,0,561,correct_tags,user,1.9528716e-07,0.37052548,1.8515428e-05,0.6294558,538
562,357,1604,0.13, I,0,562,correct_tags,user,0.0012675927,0.024153112,0.005916622,0.9686627,539
563,6804,30,0.46, plant,0,563,correct_tags,user,1.8961083e-06,0.0018939045,1.3699741e-05,0.99809045,540
564,1373,30,0.75, them,0,564,correct_tags,user,3.1478092e-05,0.06436382,0.00034134442,0.93526334,541
565,30,279,0.21,?,0,565,correct_tags,user,2.8099949e-08,0.008406545,0.00040935032,0.9911841,542
566,6048,30,0.06, Please,0,566,correct_tags,user,4.9364175e-09,0.77154934,0.0014535461,0.22699706,543
567,3357,480,0.12, keep,0,567,correct_tags,user,1.663265e-09,0.9637011,3.6638626e-06,0.03629522,544
568,480,6772,0.85, it,0,568,correct_tags,user,1.7360611e-05,0.01055798,0.0026695111,0.9867552,545
569,4022,30,0.26, short,0,569,correct_tags,user,6.598709e-08,0.9332331,8.111262e-05,0.066685714,546
570,326,6240,0.76, and,0,570,correct_tags,user,6.7798815e-08,4.2095984e-05,0.00027784117,0.99968004,547
571,4705,30,0.24, simple,0,571,correct_tags,user,5.8520193e-08,0.78614545,0.00038013892,0.21347436,548
572,0,200007,0.37,!,0,572,correct_tags,user,2.1625892e-09,0.42503503,7.443e-05,0.57489055,549
579,976,1825,0.99,The,0,579,correct_tags,cot,5.5756844e-10,4.145545e-06,0.9964568,0.0035390432,550
580,1825,10648,0.85, user,0,580,correct_tags,cot,6.8044315e-10,2.235252e-06,0.99187684,0.008120882,551
581,10648,261,0.41, wants,0,581,correct_tags,cot,5.047518e-10,1.2782211e-06,0.95015436,0.049844358,552
582,25,39356,0.85,:,0,582,correct_tags,cot,7.9384604e-10,2.486881e-06,0.99001044,0.009987091,553
583,39356,2475,0.99, easiest,0,583,correct_tags,cot,3.1802223e-08,2.3974613e-05,0.99960095,0.00037514482,554
584,2475,316,0.82, place,0,584,correct_tags,cot,6.797793e-08,2.7634735e-05,0.99820006,0.0017721364,555
585,316,3839,1.0, to,0,585,correct_tags,cot,1.4076584e-06,4.362461e-07,0.9990013,0.0009969192,556
586,3839,55866,0.98, grow,0,586,correct_tags,cot,1.6648227e-09,4.512223e-07,0.99997663,2.2829794e-05,557
587,55866,350,0.31, tomatoes,0,587,correct_tags,cot,2.3936025e-07,4.5324778e-06,0.9996542,0.0003411181,558
588,1127,6772,0.61, –,0,588,correct_tags,cot,1.1749247e-10,7.498801e-09,0.9972573,0.0027427217,559
589,6772,503,0.87, inside,0,589,correct_tags,cot,1.490338e-08,1.5403969e-06,0.99999154,6.9718067e-06,560
590,503,37495,0.94, or,0,590,correct_tags,cot,1.1616933e-09,6.1078885e-07,0.9990087,0.0009907541,561
591,37495,11,0.41, outdoors,0,591,correct_tags,cot,7.600358e-07,9.340714e-05,0.9524672,0.047438644,562
592,1127,4335,0.47, –,0,592,correct_tags,cot,8.9244706e-10,3.0659723e-07,0.9954417,0.0045580072,563
593,4335,16093,0.52, given,0,593,correct_tags,cot,1.7423216e-09,2.2638773e-08,0.99959534,0.00040471138,564
594,16093,3211,0.98, skill,0,594,correct_tags,cot,3.2375e-08,0.00051683787,0.9668114,0.032671675,565
595,3211,11,0.51, level,0,595,correct_tags,cot,2.3984072e-11,4.590626e-08,0.99794716,0.0020528545,566
596,13,3164,0.62,.,0,596,correct_tags,cot,5.024601e-10,2.7503702e-06,0.955948,0.044049263,567
597,72678,306,0.99, Lives,0,597,correct_tags,cot,5.982882e-08,1.8267533e-06,0.9489437,0.05105445,568
598,306,31628,1.0, in,0,598,correct_tags,cot,7.4157656e-06,2.7850315e-06,0.5758062,0.42418358,569
599,31628,11,0.65, Austin,0,599,correct_tags,cot,2.6695666e-06,0.0003279092,0.82797736,0.17169204,570
600,23055,13,0.93, TX,0,600,correct_tags,cot,6.20532e-08,7.9757456e-07,0.15516508,0.844834,571
601,13,118403,0.59,.,0,601,correct_tags,cot,1.1194979e-11,1.9194445e-08,0.99925774,0.0007422461,572
602,118403,395,0.96, Recommendations,0,602,correct_tags,cot,5.2058846e-10,8.0771706e-08,0.9936319,0.0063680396,573
603,395,57062,0.61, for,0,603,correct_tags,cot,7.7657103e-10,1.9261538e-08,0.9901764,0.009823616,574
604,57062,13,0.8, beginner,0,604,correct_tags,cot,1.860834e-10,8.746706e-08,0.96322984,0.03677,575
605,13,4296,0.83,.,0,605,correct_tags,cot,5.990626e-10,1.1030135e-06,0.96536046,0.034638327,576
606,4296,316,0.79, When,0,606,correct_tags,cot,6.4966676e-09,1.6012207e-07,0.9672405,0.032759324,577
607,316,6804,1.0, to,0,607,correct_tags,cot,3.9281117e-06,1.0305698e-06,0.41673928,0.58325577,578
608,6804,13,0.97, plant,0,608,correct_tags,cot,2.5745956e-08,6.0261634e-08,0.7424928,0.25750715,579
609,13,16835,0.94,.,0,609,correct_tags,cot,1.3440811e-10,3.79575e-07,0.99857473,0.0014249284,580
610,16835,4022,0.62, Keep,0,610,correct_tags,cot,1.40434615e-08,1.7426781e-07,0.98628485,0.01371489,581
611,480,4022,1.0, it,0,611,correct_tags,cot,2.5288534e-06,3.4757464e-05,0.44488943,0.55507326,582
612,4022,326,0.9, short,0,612,correct_tags,cot,4.8562057e-08,3.9779687e-05,0.8952223,0.10473787,583
613,326,4705,1.0, and,0,613,correct_tags,cot,9.181106e-07,1.0487437e-07,0.106837556,0.8931614,584
614,4705,13,0.96, simple,0,614,correct_tags,cot,1.6242193e-08,2.0091746e-05,0.97993124,0.02004874,585
615,13,51441,0.47,.,0,615,correct_tags,cot,1.8420196e-10,1.3923874e-07,0.9966517,0.0033481882,586
616,623,6052,0.63, The,0,616,correct_tags,cot,2.2592037e-08,2.650113e-06,0.998577,0.0014203844,587
617,29186,1757,0.86, assistant,0,617,correct_tags,cot,7.094582e-10,1.8689999e-08,0.9898941,0.010105916,588
618,1757,3644,0.37, should,0,618,correct_tags,cot,2.919698e-08,2.0819998e-07,0.9833861,0.016613627,589
619,3644,82463,0.48, give,0,619,correct_tags,cot,4.6251618e-08,7.4714563e-07,0.82124686,0.1787523,590
620,82463,31926,0.34, concise,0,620,correct_tags,cot,5.446806e-08,2.1513053e-07,0.20552084,0.7944789,591
621,21561,25,0.64, suggestions,0,621,correct_tags,cot,6.029122e-10,6.0468464e-10,0.52686274,0.4731373,592
622,25,37495,0.45,:,0,622,correct_tags,cot,6.635469e-09,2.2256721e-08,0.8601576,0.13984242,593
623,37495,306,0.68, outdoors,0,623,correct_tags,cot,9.994682e-06,7.331772e-07,0.9943445,0.0056448076,594
624,306,31628,0.39, in,0,624,correct_tags,cot,1.9270815e-06,1.0429762e-07,0.9925644,0.0074336403,595
625,6047,12860,0.98, early,0,625,correct_tags,cot,2.2793463e-06,4.3843826e-05,0.71162707,0.28832677,596
626,12860,11,0.42, spring,0,626,correct_tags,cot,9.662303e-06,1.0745078e-06,0.96839315,0.031596046,597
627,1934,2174,0.83, after,0,627,correct_tags,cot,4.325609e-06,8.0467335e-06,0.9779585,0.022029214,598
628,2174,69368,1.0, last,0,628,correct_tags,cot,8.081248e-06,5.9985696e-06,0.8537751,0.14621092,599
629,69368,11,0.45, frost,0,629,correct_tags,cot,7.399739e-07,1.0794227e-07,0.9998404,0.00015877999,600
630,3521,65176,0.45, date,0,630,correct_tags,cot,2.127069e-06,1.0243031e-07,0.99835026,0.0016475474,601
631,350,23430,0.73, (,0,631,correct_tags,cot,1.2295429e-06,3.727186e-07,0.97801924,0.02197909,602
632,62832,6959,0.74,maybe,0,632,correct_tags,cot,2.6816082e-08,9.016679e-09,0.9998847,0.00011531442,603
633,6959,6189,0.8, mid,0,633,correct_tags,cot,3.526991e-07,0.00011921956,0.98473984,0.015140518,604
634,6189,1417,1.0,-M,0,634,correct_tags,cot,1.4724138e-06,1.905178e-06,0.08180624,0.9181904,605
635,1417,741,0.41,arch,0,635,correct_tags,cot,1.9222437e-06,8.743974e-06,0.521472,0.4785173,606
636,741,730,0.2,).,0,636,correct_tags,cot,5.617624e-10,5.0464735e-09,0.9446416,0.055358462,607
637,12265,31628,0.84, Since,0,637,correct_tags,cot,3.9734857e-08,6.103506e-09,0.99969447,0.00030551286,608
638,31628,853,0.46, Austin,0,638,correct_tags,cot,4.39111e-06,5.2488063e-05,0.9235509,0.07639222,609
639,25,2174,0.47,:,0,639,correct_tags,cot,3.552255e-07,3.2132925e-07,0.9998306,0.00016865022,610
640,2174,69368,1.0, last,0,640,correct_tags,cot,1.2502553e-05,3.4703207e-06,0.9861115,0.013872503,611
641,69368,2846,0.46, frost,0,641,correct_tags,cot,0.00014751373,0.00016704675,0.97201216,0.02767322,612
642,2846,6959,0.77, around,0,642,correct_tags,cot,3.7318085e-05,0.000108968,0.998823,0.0010306424,613
643,6959,6189,0.79, mid,0,643,correct_tags,cot,0.00013288467,0.0023013938,0.9940414,0.003524221,614
644,7561,13,0.56, March,0,644,correct_tags,cot,0.00029442043,0.00048229375,0.99564064,0.0035826245,615
645,13,8820,0.13,.,0,645,correct_tags,cot,6.7797044e-09,3.377113e-08,0.9693308,0.030669222,616
646,62122,8601,0.4, Suggest,0,646,correct_tags,cot,6.4430935e-08,1.8186541e-09,0.96950924,0.030490657,617
647,2360,15478,0.38, using,0,647,correct_tags,cot,5.133489e-06,1.8244877e-07,0.610313,0.38968167,618
648,15478,27154,0.98, raised,0,648,correct_tags,cot,1.17775166e-07,7.594938e-10,0.77212006,0.22787984,619
649,27154,503,0.74, beds,0,649,correct_tags,cot,2.5585933e-07,1.3561704e-08,0.957909,0.042090796,620
650,11,35267,0.87,",",0,650,correct_tags,cot,3.174134e-07,1.9363033e-09,0.8946072,0.10539254,621
651,35267,11,0.66, containers,0,651,correct_tags,cot,6.1548036e-07,3.8729393e-08,0.99839383,0.0016055201,622
652,13,51441,0.22,.,0,652,correct_tags,cot,8.662253e-09,5.7589133e-09,0.9810081,0.018991955,623
653,2214,30757,0.25, For,0,653,correct_tags,cot,8.641504e-07,2.2233712e-08,0.99557745,0.0044217845,624
654,69297,25,0.6, indoors,0,654,correct_tags,cot,3.117585e-07,9.775375e-09,0.99998677,1.29270775e-05,625
655,25,63521,0.28,:,0,655,correct_tags,cot,1.930244e-09,2.9010433e-11,0.999879,0.00012101039,626
656,625,9064,0.34, not,0,656,correct_tags,cot,9.498309e-08,1.1242824e-09,0.99948907,0.0005108253,627
657,9064,395,0.2, ideal,0,657,correct_tags,cot,1.8026016e-07,1.32234215e-08,0.9959543,0.0040455516,628
658,538,625,0.22, if,0,658,correct_tags,cot,1.4697155e-05,2.9171656e-06,0.9998223,0.00016001724,629
659,16093,3211,0.86, skill,0,659,correct_tags,cot,1.2498639e-07,8.9410804e-07,0.9990006,0.00099832,630
660,4465,13,0.45, low,0,660,correct_tags,cot,2.877388e-09,9.931957e-07,0.9989962,0.001002897,631
661,13,51441,0.45,.,0,661,correct_tags,cot,1.9797113e-10,5.761851e-10,0.99719185,0.0028081443,632
662,2632,37495,0.34, So,0,662,correct_tags,cot,5.040555e-09,4.5497943e-09,0.9898678,0.010132142,633
663,37495,13,0.34, outdoors,0,663,correct_tags,cot,5.930408e-08,5.0125397e-09,0.99941766,0.00058218476,634
664,13,51441,0.59,.,0,664,correct_tags,cot,1.1841212e-09,2.0387061e-08,0.9941929,0.005807083,635
665,51441,62191,0.19, Provide,0,665,correct_tags,cot,7.819421e-08,3.4735816e-08,0.9934988,0.0065010837,636
666,4705,10331,0.27, simple,0,666,correct_tags,cot,1.8702082e-07,1.1698828e-06,0.8735645,0.1264342,637
667,10331,13,0.73, steps,0,667,correct_tags,cot,8.736413e-10,1.8656241e-08,0.9782535,0.021746546,638
668,13,16835,0.28,.,0,668,correct_tags,cot,3.3161555e-08,7.0496403e-06,0.990021,0.009971917,639
669,16835,480,0.36, Keep,0,669,correct_tags,cot,2.92943e-08,1.2809143e-07,0.98848164,0.0115182465,640
670,4022,13,0.92, short,0,670,correct_tags,cot,2.2594248e-08,5.1480278e-08,0.961182,0.038817916,641
671,13,200007,0.92,.,0,671,correct_tags,cot,3.4426857e-09,7.2824684e-09,0.9550887,0.044911288,642
672,46830,6052,0.3, We'll,0,672,correct_tags,cot,8.656683e-08,8.014847e-08,0.9981925,0.0018074481,643
673,7000,13,0.51, deliver,0,673,correct_tags,cot,3.956247e-07,7.500506e-08,0.96204275,0.03795673,644
674,13,200007,1.0,.,0,674,correct_tags,cot,4.5951567e-09,3.5937578e-10,0.7504426,0.24955744,645
681,410,14591,0.72,**,0,681,correct_tags,assistant,8.2449493e-13,3.734126e-12,2.733143e-07,0.99999976,646
682,36,4402,1.0,E,0,682,correct_tags,assistant,1.0801869e-13,2.1829554e-11,7.721023e-08,0.9999999,647
683,4402,376,1.0,asi,0,683,correct_tags,assistant,1.6900163e-10,3.6144673e-10,6.7067776e-07,0.9999993,648
684,376,395,0.53,est,0,684,correct_tags,assistant,7.7938155e-13,4.3564827e-10,3.6235434e-08,1.0,649
685,395,261,0.84, for,0,685,correct_tags,assistant,1.0106285e-10,5.745884e-10,5.950524e-07,0.9999994,650
686,261,57062,0.99, a,0,686,correct_tags,assistant,8.634396e-11,1.3103133e-09,5.7679918e-05,0.9999423,651
687,57062,306,1.0, beginner,0,687,correct_tags,assistant,2.4570257e-13,2.6850145e-11,2.0237937e-06,0.999998,652
688,306,31628,1.0, in,0,688,correct_tags,assistant,2.7292767e-11,1.7158339e-10,1.6522596e-05,0.99998343,653
689,31628,11,0.27, Austin,0,689,correct_tags,assistant,7.377828e-12,3.1483626e-12,7.1235846e-08,0.9999999,654
690,350,33879,0.74, (,0,690,correct_tags,assistant,3.0592706e-10,2.4928769e-11,1.5958758e-06,0.99999845,655
691,33879,3127,0.71,TX,0,691,correct_tags,assistant,1.1789366e-13,5.0718778e-14,2.5680964e-11,1.0,656
692,8,1127,0.83,),0,692,correct_tags,assistant,1.6663256e-13,2.9347531e-12,1.2386272e-07,0.9999999,657
693,1612,12,0.99,"**
",0,693,correct_tags,assistant,2.4037968e-13,5.5972445e-12,3.713792e-08,1.0,658
694,12,6240,0.99,-,0,694,correct_tags,assistant,5.8049654e-12,6.9766964e-10,6.092788e-07,0.9999994,659
695,6240,11977,0.3, **,0,695,correct_tags,assistant,7.19311e-11,3.6004277e-09,7.72909e-06,0.99999225,660
696,14591,10021,0.69,Best,0,696,correct_tags,assistant,2.7149392e-11,1.0528619e-10,8.021537e-06,0.999992,661
697,2475,142760,0.99, place,0,697,correct_tags,assistant,1.378071e-10,4.608555e-10,3.6972327e-07,0.99999964,662
698,142760,156237,0.73,:**,0,698,correct_tags,assistant,1.2096057e-10,3.4950016e-09,4.3476516e-07,0.9999995,663
699,6240,3227,0.97, **,0,699,correct_tags,assistant,5.1301835e-10,3.5435286e-07,4.0299547e-06,0.9999956,664
700,3227,31202,1.0,Out,0,700,correct_tags,assistant,2.6900944e-09,6.4780964e-10,3.093938e-06,0.9999969,665
701,31202,410,0.98,doors,0,701,correct_tags,assistant,5.094003e-09,1.2711558e-08,4.0197276e-07,0.9999995,666
702,410,1127,0.75,**,0,702,correct_tags,assistant,7.224733e-11,1.9025018e-10,4.1267194e-06,0.9999958,667
703,1127,290,0.57, –,0,703,correct_tags,assistant,2.7913262e-11,3.7379294e-11,5.037426e-06,0.999995,668
704,55866,54337,0.66, tomatoes,0,704,correct_tags,assistant,9.0752e-12,1.0854314e-09,5.405568e-06,0.99999464,669
705,54337,306,0.94, thrive,0,705,correct_tags,assistant,7.8008563e-13,2.8209926e-12,3.0225467e-06,0.999997,670
706,306,290,0.58, in,0,706,correct_tags,assistant,2.2065313e-10,3.044987e-10,3.1290798e-05,0.99996877,671
707,3149,7334,0.99, full,0,707,correct_tags,assistant,2.6432818e-11,2.4977427e-09,3.5176434e-08,1.0,672
708,7334,326,0.64, sun,0,708,correct_tags,assistant,5.8608435e-10,2.4399382e-08,4.5443045e-07,0.9999995,673
709,11,326,0.96,",",0,709,correct_tags,assistant,2.0009115e-10,1.559721e-10,3.1836946e-06,0.9999968,674
710,326,31628,0.62, and,0,710,correct_tags,assistant,1.12346854e-10,7.946931e-11,6.2986423e-06,0.9999937,675
711,290,9144,0.21, the,0,711,correct_tags,assistant,1.0379317e-09,1.2875839e-10,4.515332e-06,0.99999547,676
712,31137,31628,0.71, mild,0,712,correct_tags,assistant,1.9773632e-12,2.2629927e-12,2.8440706e-08,1.0,677
713,31628,16721,0.75, Austin,0,713,correct_tags,assistant,1.1080742e-14,2.0424382e-14,3.4664346e-10,1.0,678
714,16721,350,0.27, climate,0,714,correct_tags,assistant,5.104314e-13,3.3963381e-12,3.629684e-09,1.0,679
715,4787,480,0.54, makes,0,715,correct_tags,assistant,5.9150154e-12,1.3413583e-10,3.7612256e-08,1.0,680
716,10606,4224,0.38, growing,0,716,correct_tags,assistant,9.950857e-11,7.2276753e-09,4.19741e-06,0.9999958,681
717,11087,1572,0.91, easier,0,717,correct_tags,assistant,5.590319e-12,1.3882684e-09,2.571211e-07,0.99999976,682
718,1572,30757,0.41, than,0,718,correct_tags,assistant,1.565306e-11,8.66863e-12,1.02632885e-05,0.99998975,683
719,6700,316,0.96, trying,0,719,correct_tags,assistant,1.3455534e-10,6.370116e-12,5.457387e-06,0.9999945,684
720,316,3357,0.62, to,0,720,correct_tags,assistant,1.1539716e-10,1.269368e-11,2.3527544e-05,0.9999765,685
721,3357,1373,0.64, keep,0,721,correct_tags,assistant,1.7182276e-07,2.5320628e-09,2.665157e-05,0.9999732,686
722,290,10609,0.37, the,0,722,correct_tags,assistant,1.6026671e-07,1.9917978e-08,4.690946e-05,0.9999529,687
723,1849,4207,0.68, right,0,723,correct_tags,assistant,1.10915845e-08,1.0217383e-08,5.313795e-06,0.99999464,688
724,4207,326,0.54, light,0,724,correct_tags,assistant,2.4557745e-09,5.323883e-11,2.1823362e-06,0.99999785,689
725,6772,558,0.77, inside,0,725,correct_tags,assistant,6.977555e-11,1.6967785e-11,2.8696977e-06,0.99999714,690
726,558,12,1.0,".
",0,726,correct_tags,assistant,2.3813413e-11,3.894901e-11,5.679487e-07,0.9999994,691
727,12,6240,1.0,-,0,727,correct_tags,assistant,1.2876903e-08,4.7315013e-10,4.816304e-06,0.9999951,692
728,6240,57785,0.57, **,0,728,correct_tags,assistant,7.2703864e-11,8.8257e-12,3.085387e-06,0.9999969,693
729,5958,316,1.0,When,0,729,correct_tags,assistant,1.70317e-12,5.121145e-13,2.049496e-08,1.0,694
730,316,6804,1.0, to,0,730,correct_tags,assistant,2.0131478e-10,3.746124e-12,5.084379e-07,0.9999995,695
731,6804,142760,1.0, plant,0,731,correct_tags,assistant,3.4017614e-10,7.404459e-12,1.5365855e-09,1.0,696
732,25,1612,1.0,:,0,732,correct_tags,assistant,5.785313e-09,4.415242e-09,2.1138568e-07,0.99999976,697
733,1612,220,1.0,"**
",0,733,correct_tags,assistant,2.7526465e-13,5.758141e-14,8.261997e-10,1.0,698
734,220,533,0.79, ,0,734,correct_tags,assistant,5.757136e-08,7.143515e-08,2.0270386e-06,0.99999785,699
735,533,6240,0.38, -,0,735,correct_tags,assistant,4.6496766e-09,1.2763431e-08,5.4976177e-08,0.9999999,700
736,6240,4459,0.41, **,0,736,correct_tags,assistant,2.6099414e-11,2.540518e-10,5.202083e-08,1.0,701
737,6949,69368,0.99,Last,0,737,correct_tags,assistant,1.7414754e-10,2.0294968e-10,1.1592975e-06,0.9999988,702
738,69368,3521,0.63, frost,0,738,correct_tags,assistant,7.160125e-10,8.463153e-10,1.0271153e-08,1.0,703
739,3521,142760,0.79, date,0,739,correct_tags,assistant,6.9743216e-09,6.880563e-09,8.495038e-08,0.9999999,704
740,142760,6574,0.38,:**,0,740,correct_tags,assistant,6.341398e-08,1.8215946e-08,1.5012629e-05,0.99998486,705
741,6959,50005,1.0, mid,0,741,correct_tags,assistant,7.626689e-11,3.78874e-09,4.4878097e-06,0.99999547,706
742,6189,1417,1.0,-M,0,742,correct_tags,assistant,1.146865e-10,6.006857e-12,2.3553271e-08,1.0,707
743,1417,350,0.6,arch,0,743,correct_tags,assistant,7.23733e-10,2.762644e-10,7.845005e-08,0.9999999,708
744,350,42235,0.4, (,0,744,correct_tags,assistant,8.70416e-09,1.9617035e-08,0.00039600043,0.99960405,709
745,160401,7561,0.66,approximately,0,745,correct_tags,assistant,4.594412e-08,9.5127675e-09,7.6541706e-05,0.99992335,710
746,7561,35971,0.6, March,0,746,correct_tags,assistant,5.1065575e-11,8.87162e-11,2.3726307e-07,0.99999976,711
747,220,1055,0.76, ,0,747,correct_tags,assistant,1.2622915e-07,4.1902993e-07,0.0030787063,0.9969208,712
748,1055,1585,0.5,15,0,748,correct_tags,assistant,6.6521717e-09,3.324164e-08,8.645503e-06,0.9999913,713
749,1585,455,0.99,–,0,749,correct_tags,assistant,4.5305584e-10,5.1454245e-09,1.0118597e-05,0.99998987,714
750,455,741,0.62,20,0,750,correct_tags,assistant,2.287938e-09,1.7362303e-10,2.2712594e-07,0.99999976,715
751,6294,220,1.0,").
",0,751,correct_tags,assistant,8.126483e-09,6.545062e-09,9.671761e-08,0.9999999,716
752,220,533,1.0, ,0,752,correct_tags,assistant,8.3557994e-10,1.0025558e-10,8.803435e-08,0.9999999,717
753,533,6240,0.56, -,0,753,correct_tags,assistant,2.0732938e-09,1.0099206e-09,3.0579017e-08,1.0,718
754,6240,57785,0.87, **,0,754,correct_tags,assistant,2.3466004e-10,2.8131648e-11,1.3019958e-06,0.9999987,719
755,57785,171333,0.8,Plant,0,755,correct_tags,assistant,5.514762e-08,5.593551e-10,1.0033729e-06,0.9999989,720
756,142760,7972,0.25,:**,0,756,correct_tags,assistant,8.759542e-10,3.1759376e-12,7.038779e-08,0.9999999,721
757,220,17,0.76, ,0,757,correct_tags,assistant,6.466754e-09,7.5588985e-10,0.00017292489,0.9998271,722
758,16,1585,0.99,1,0,758,correct_tags,assistant,6.5481856e-11,1.054048e-12,5.6180636e-07,0.9999994,723
759,1585,17,1.0,–,0,759,correct_tags,assistant,1.7143628e-10,3.2694686e-10,7.6603664e-07,0.9999993,724
760,17,7449,0.9,2,0,760,correct_tags,assistant,1.7999909e-09,1.8436872e-11,1.4111775e-06,0.99999857,725
761,7449,1934,1.0, weeks,0,761,correct_tags,assistant,6.8333117e-09,1.975129e-11,3.691771e-08,1.0,726
762,1934,290,0.62, after,0,762,correct_tags,assistant,7.653466e-10,2.1360186e-11,7.679166e-08,0.9999999,727
763,484,11,0.71, that,0,763,correct_tags,assistant,1.1921758e-08,1.1561043e-09,2.8309491e-06,0.99999714,728
764,11,1261,0.6,",",0,764,correct_tags,assistant,1.7394679e-09,4.0452596e-11,1.198667e-06,0.9999988,729
765,1261,22390,0.58, when,0,765,correct_tags,assistant,1.6348277e-07,4.985197e-08,1.394781e-05,0.9999858,730
766,290,22390,0.99, the,0,766,correct_tags,assistant,5.3090613e-08,3.653511e-07,2.6260889e-06,0.9999969,731
767,22390,382,0.71, soil,0,767,correct_tags,assistant,1.3786293e-08,3.1227944e-06,2.0520774e-05,0.9999764,732
768,382,9144,0.75, is,0,768,correct_tags,assistant,2.989489e-08,8.5298734e-07,2.3425186e-05,0.9999757,733
769,5151,220,1.0, above,0,769,correct_tags,assistant,9.03063e-06,2.1591918e-06,0.00033126542,0.9996575,734
770,220,1910,0.82, ,0,770,correct_tags,assistant,3.495372e-07,7.742411e-06,5.1466428e-05,0.9999404,735
771,3152,35971,0.98,55,0,771,correct_tags,assistant,1.0155788e-07,1.8627613e-08,1.5683801e-05,0.99998415,736
772,68854,350,0.75,°F,0,772,correct_tags,assistant,9.0065316e-07,2.9586724e-08,9.1880465e-06,0.99998987,737
773,350,1311,0.94, (,0,773,correct_tags,assistant,1.908556e-07,8.49252e-09,2.1146594e-05,0.99997866,738
774,1311,26557,0.99,13,0,774,correct_tags,assistant,7.530405e-09,3.8505932e-10,1.9441136e-06,0.9999981,739
775,26557,8,0.51,°C,0,775,correct_tags,assistant,2.0134271e-07,9.7586536e-08,5.0484805e-06,0.99999464,740
776,6294,12,0.99,").
",0,776,correct_tags,assistant,4.4107916e-12,1.8615891e-13,1.0245052e-08,1.0,741
777,12,6240,1.0,-,0,777,correct_tags,assistant,1.1093392e-09,3.9737325e-10,2.6971125e-07,0.99999976,742
778,6240,28903,0.79, **,0,778,correct_tags,assistant,6.222765e-11,3.3872148e-12,6.1420533e-06,0.9999938,743
779,28903,41372,0.64,Quick,0,779,correct_tags,assistant,2.0187801e-11,2.965147e-12,4.0271567e-07,0.99999964,744
780,9858,25,0.74, tips,0,780,correct_tags,assistant,1.1667767e-12,3.81414e-14,1.3244232e-08,1.0,745
