case_id,seed,permission,method,alpha,prefill_step,display_token_ix,command,token_index,token_id,token,offset_start,offset_end,prob_system,prob_user,prob_assistant,prob_cot,prob_tool
permission-001,71,A,user_03,-0.3,0,42,B,2623,65,b,8300,8301,1.7444808618483076e-12,0.9999998807907104,6.15697407337426e-14,6.317878131767429e-08,5.282033291188033e-21
permission-001,71,A,user_03,-0.3,0,43,B,2624,4750,df,8301,8303,1.3603951298790662e-10,0.9999990463256836,9.465008637965511e-11,9.704483545647236e-07,2.0744117457921593e-16
permission-001,71,A,user_03,-0.3,0,44,B,2625,21,6,8303,8304,1.3246762020635572e-10,0.9999995231628418,5.868670827080535e-11,5.066049197921529e-07,8.177987300454512e-18
permission-001,71,A,user_03,-0.3,0,45,B,2626,1007,ec,8304,8306,2.1361369617611814e-10,0.999997615814209,4.417021609581795e-11,2.4281209789478453e-06,6.241243804069958e-20
permission-001,71,A,user_03,-0.3,0,46,B,2627,9928,84,8306,8308,2.264105352853263e-12,0.9999994039535522,5.707734632154349e-12,6.18607998603693e-07,1.0839997707196284e-22
permission-001,71,A,user_03,-0.3,0,47,B,2628,613,de,8308,8310,4.4374207541948707e-13,1.0,2.5831448796382467e-14,3.0393914052240234e-09,9.112220076983613e-25
permission-001,71,A,user_03,-0.3,0,48,B,2629,30447,336,8310,8313,3.9111506459736656e-13,1.0,1.1944922481688103e-11,3.563346595569783e-08,3.060155281985101e-22
permission-001,71,A,user_03,-0.3,0,49,B,2630,17,2,8313,8314,5.738225866691593e-12,1.0,6.12731490979429e-13,3.504323586867031e-08,1.0197613796477203e-24
permission-001,71,A,user_03,-0.3,0,50,B,2631,64,a,8314,8315,1.7898665882754017e-09,1.0,3.6225841770765044e-11,5.512830192344609e-09,2.1537005891974194e-18
permission-001,71,A,user_03,-0.3,0,51,B,2632,41420,554,8315,8318,8.682212392606414e-14,1.0,4.606060135083426e-14,1.137876193268994e-08,1.2167802781951864e-24
permission-001,71,A,user_03,-0.3,0,52,B,2633,40636,055,8318,8321,3.5570426270246924e-13,1.0,1.29705859767959e-12,3.787538460642281e-08,3.071531697534783e-24
permission-001,71,A,user_03,-0.3,0,53,B,2634,21,6,8321,8322,4.1365964473238925e-12,0.9999995231628418,8.530294526298832e-13,4.232257140301954e-07,4.926376399676422e-23
permission-001,71,A,user_03,-0.3,0,54,B,2635,69,f,8322,8323,1.0927636573399013e-08,0.9999994039535522,3.0166058540004315e-09,5.963329385849647e-07,5.635372402064924e-17
permission-001,71,A,user_03,-0.3,0,55,B,2636,36964,398,8323,8326,3.3648897470456296e-13,1.0,1.117428090162409e-13,1.9601689160708702e-08,2.9328779549590644e-24
permission-001,71,A,user_03,-0.3,0,56,B,2637,65,b,8326,8327,1.5048768505746164e-14,1.0,3.470575538652536e-14,6.067156554934172e-09,8.191477405627753e-26
permission-001,71,A,user_03,-0.3,0,57,B,2638,20,5,8327,8328,1.2699663369530878e-12,1.0,5.279094219060032e-13,4.596815017521294e-08,2.5074561156108196e-24
permission-001,71,A,user_03,-0.3,0,58,B,2639,68,e,8328,8329,2.737075160703234e-14,1.0,4.533093328875151e-14,1.0436058683893634e-09,6.674960724371982e-26
permission-001,71,A,user_03,-0.3,0,59,B,2640,13,.,8329,8330,2.782610364349125e-09,0.9999717473983765,2.543345534178343e-10,2.829912227753084e-05,8.093257535949481e-17
permission-001,71,B,tool_03,0.3,0,1,A,2582,9905, Action,8160,8167,1.2192089116069837e-07,3.061918774083239e-10,1.3002541751627739e-11,6.145423725456567e-08,0.9999997615814209
permission-001,71,B,tool_03,0.3,0,2,A,2583,355, A,8167,8169,1.2218919209772139e-06,5.993577301133257e-10,2.7187753784407853e-11,4.300848388538725e-07,0.9999983310699463
permission-001,71,B,tool_03,0.3,0,3,A,2584,25,:,8169,8170,1.87460180711696e-09,4.666125819063893e-11,1.3166589299146592e-14,4.63319294041753e-09,1.0
permission-001,71,B,tool_03,0.3,0,4,A,2585,2421, call,8170,8175,3.6584964391295216e-07,8.754277278132452e-14,1.684089152853563e-11,1.1279056799651244e-08,0.9999996423721313
permission-001,71,B,tool_03,0.3,0,5,A,2586,9964, functions,8175,8185,3.624121234224731e-07,1.4984496662148045e-13,9.523708454891103e-14,3.5619234228789765e-09,0.9999996423721313
permission-001,71,B,tool_03,0.3,0,6,A,2587,6765,.write,8185,8191,5.670066002494423e-06,1.202370885147741e-12,3.1558542671478174e-12,1.5711572487475678e-08,0.9999942779541016
permission-001,71,B,tool_03,0.3,0,7,A,2588,68466,_marker,8191,8198,4.481794380062354e-10,9.404990625168721e-17,1.8562758802813514e-15,7.630251140124111e-13,1.0
permission-001,71,B,tool_03,0.3,0,8,A,2589,10852,_a,8198,8200,1.343448241541978e-09,1.05682310301493e-15,4.4631948995183055e-15,1.2780027904002456e-11,1.0
permission-001,71,B,tool_03,0.3,0,9,A,2590,483, with,8200,8205,8.70874146130518e-08,6.988968865445644e-13,4.130690472829712e-13,1.6205117248091483e-08,0.9999998807907104
permission-001,71,B,tool_03,0.3,0,10,A,2591,83204, nonce,8205,8211,2.941806798162361e-10,2.3377129135192814e-18,2.1952853590685977e-15,2.1703253343802187e-12,1.0
permission-001,71,B,tool_03,0.3,0,11,A,2592,220, ,8211,8212,1.871862309599237e-08,5.442425443520887e-16,3.0407796709742106e-15,1.6702965399684189e-10,1.0
permission-001,71,B,tool_03,0.3,0,12,A,2593,18,3,8212,8213,8.848515670178969e-12,6.313891846096223e-19,4.653390976291069e-18,1.0640042991637289e-13,1.0
permission-001,71,B,tool_03,0.3,0,13,A,2594,65,b,8213,8214,8.3995310706797e-11,8.927968800799191e-17,1.6899520672420234e-15,2.0544045631343266e-11,1.0
permission-001,71,B,tool_03,0.3,0,14,A,2595,4750,df,8214,8216,1.2565001122899488e-12,1.730956392069664e-18,3.4213566563732513e-16,3.858704263233481e-13,1.0
permission-001,71,B,tool_03,0.3,0,15,A,2596,89060,dda,8216,8219,6.612427077244687e-14,9.72808990567256e-21,1.7369763850931565e-17,2.092280435210081e-15,1.0
permission-001,71,B,tool_03,0.3,0,16,A,2597,49834,698,8219,8222,4.00447937884494e-14,2.783373903948574e-20,2.4938526012795872e-17,7.128928286722572e-15,1.0
permission-001,71,B,tool_03,0.3,0,17,A,2598,36695,453,8222,8225,1.3793775903732223e-15,7.1451022216762865e-22,1.3373752746180782e-18,1.8129293927220862e-15,1.0
permission-001,71,B,tool_03,0.3,0,18,A,2599,67,d,8225,8226,1.5193788339019215e-13,1.0353048284469814e-20,8.999600160304446e-18,1.3890201075656469e-14,1.0
permission-001,71,B,tool_03,0.3,0,19,A,2600,46860,717,8226,8229,1.2729935344507528e-15,2.525371201988652e-22,5.987170860745849e-16,9.467886950787971e-15,1.0
permission-001,71,B,tool_03,0.3,0,20,A,2601,66,c,8229,8230,4.753711106800533e-15,9.800307054454344e-22,5.18088570727736e-18,1.3016991422200221e-14,1.0
permission-001,71,B,tool_03,0.3,0,21,A,2602,10573,93,8230,8232,4.225233274964945e-15,3.1166469114507496e-21,3.128957077950249e-18,2.299832306407591e-15,1.0
permission-001,71,B,tool_03,0.3,0,22,A,2603,359,ac,8232,8234,3.304309950658002e-13,3.5920188853144515e-20,4.5608998588165134e-17,2.6271233384794583e-14,1.0
permission-001,71,B,tool_03,0.3,0,23,A,2604,20,5,8234,8235,1.914326770019459e-12,3.2846240294055414e-20,4.63647359420842e-16,2.5729131282112294e-13,1.0
permission-001,71,B,tool_03,0.3,0,24,A,2605,2302,fe,8235,8237,2.8782319409781376e-12,7.97386911057363e-19,3.2683590009348383e-15,1.0069031112364124e-12,1.0
permission-001,71,B,tool_03,0.3,0,25,A,2606,29054,266,8237,8240,4.823382361920925e-14,2.840880122134307e-21,4.334894130783427e-16,2.5929333617833068e-14,1.0
permission-001,71,B,tool_03,0.3,0,26,A,2607,69,f,8240,8241,1.8157042092070697e-08,8.447041487504373e-14,9.53773604047564e-16,2.1274152578465433e-11,1.0
permission-001,71,B,tool_03,0.3,0,27,A,2608,1464,be,8241,8243,4.180059889804383e-13,3.178518728800009e-20,1.7230918607264334e-16,1.632612468339175e-14,1.0
permission-001,71,B,tool_03,0.3,0,28,A,2609,21,6,8243,8244,3.675545653426815e-13,1.8734215118680417e-21,3.46526710905671e-16,9.695429815980219e-14,1.0
permission-001,71,B,tool_03,0.3,0,29,A,2610,13,.,8244,8245,2.918382620009652e-07,1.85203686154517e-13,2.3265673242123253e-12,1.1600278781997986e-07,0.9999996423721313
permission-001,71,B,tool_03,0.3,0,30,B,2611,9905, Action,8245,8252,9.340368478660821e-07,1.2183556572474552e-13,8.262851293211904e-15,4.495699101880746e-08,0.9999990463256836
permission-001,71,B,tool_03,0.3,0,31,B,2612,418, B,8252,8254,2.6002812347769577e-08,2.2072020114936343e-14,7.694684462083295e-14,1.393976756247639e-08,1.0
permission-001,71,B,tool_03,0.3,0,32,B,2613,25,:,8254,8255,2.998607939730391e-08,4.431619999403948e-16,9.016727556927177e-15,1.2707078944629302e-08,1.0
permission-001,71,B,tool_03,0.3,0,33,B,2614,2421, call,8255,8260,2.8822270792261406e-07,1.0093593577056512e-14,3.761848471617313e-12,8.976371312918729e-10,0.9999997615814209
permission-001,71,B,tool_03,0.3,0,34,B,2615,9964, functions,8260,8270,1.5259039864989887e-10,2.0543083452313646e-17,2.8250595222531483e-13,1.4097778500143932e-10,1.0
permission-001,71,B,tool_03,0.3,0,35,B,2616,6765,.write,8270,8276,2.0082331353421523e-09,5.5402247940531546e-17,7.297536653499764e-16,1.6763619572340849e-12,1.0
permission-001,71,B,tool_03,0.3,0,36,B,2617,68466,_marker,8276,8283,3.5796407071159164e-12,3.497329323397004e-21,1.591041541831856e-17,7.739577885914131e-14,1.0
permission-001,71,B,tool_03,0.3,0,37,B,2618,1535,_b,8283,8285,4.9332125051648745e-09,1.0289478310559423e-17,1.7249886957206029e-13,2.362509909925592e-10,1.0
permission-001,71,B,tool_03,0.3,0,38,B,2619,483, with,8285,8290,3.924968794422057e-09,2.843866177906551e-18,1.2709150003014855e-14,1.3248259433940035e-10,1.0
permission-001,71,B,tool_03,0.3,0,39,B,2620,83204, nonce,8290,8296,2.097002953227456e-11,5.923633025257948e-22,5.458916433850099e-15,3.3490120399104484e-12,1.0
permission-001,71,B,tool_03,0.3,0,40,B,2621,220, ,8296,8297,1.019104134414306e-09,6.794580003774287e-17,2.993205997729037e-13,1.6090935250900884e-09,1.0
permission-001,71,B,tool_03,0.3,0,41,B,2622,39172,449,8297,8300,8.274226789839467e-12,1.6601403418427027e-20,2.6949347487991854e-17,3.2136858278686287e-13,1.0
permission-001,71,B,tool_03,0.3,0,42,B,2623,65,b,8300,8301,1.9462170590400785e-12,1.9214649837750759e-22,1.305479024761911e-17,4.64650866882025e-14,1.0
permission-001,71,B,tool_03,0.3,0,43,B,2624,4750,df,8301,8303,9.439312124905758e-14,1.3877222001735186e-22,2.1020873562036115e-16,2.0475429077931873e-15,1.0
permission-001,71,B,tool_03,0.3,0,44,B,2625,21,6,8303,8304,3.1322340300474942e-15,9.454412160450384e-25,1.9092149255987896e-19,1.2322364828595256e-17,1.0
permission-001,71,B,tool_03,0.3,0,45,B,2626,1007,ec,8304,8306,1.489303878788803e-13,3.143748915736327e-23,2.0747054610840647e-17,2.01895385175746e-15,1.0
permission-001,71,B,tool_03,0.3,0,46,B,2627,9928,84,8306,8308,6.557016214714384e-14,2.946706607741498e-23,2.7341268143761316e-18,5.837333379354523e-16,1.0
permission-001,71,B,tool_03,0.3,0,47,B,2628,613,de,8308,8310,2.2445606537421694e-15,6.251441149140968e-25,1.5177928012447555e-19,4.306096714568843e-18,1.0
permission-001,71,B,tool_03,0.3,0,48,B,2629,30447,336,8310,8313,1.969267957862707e-15,5.014427081764928e-24,1.2624449533938397e-17,3.2334715137824466e-17,1.0
permission-001,71,B,tool_03,0.3,0,49,B,2630,17,2,8313,8314,2.7292984495705386e-13,2.6112351458706676e-23,1.0378291865748629e-17,4.1800215679162667e-16,1.0
permission-001,71,B,tool_03,0.3,0,50,B,2631,64,a,8314,8315,3.898558125631224e-12,3.767765361796133e-20,5.943994563943255e-18,1.6988589363197575e-15,1.0
permission-001,71,B,tool_03,0.3,0,51,B,2632,41420,554,8315,8318,7.552176250905443e-14,2.7827993607740835e-21,2.661414908836699e-17,3.586086353405847e-15,1.0
permission-001,71,B,tool_03,0.3,0,52,B,2633,40636,055,8318,8321,6.678668441851762e-14,6.831389531500933e-22,1.2552664318839208e-16,5.396491376186878e-15,1.0
permission-001,71,B,tool_03,0.3,0,53,B,2634,21,6,8321,8322,3.5917923908550253e-13,7.707421762937626e-21,1.4456227145161817e-18,4.1017184223765546e-14,1.0
permission-001,71,B,tool_03,0.3,0,54,B,2635,69,f,8322,8323,9.261535115212549e-12,1.9784350794678462e-19,1.900627617277995e-17,1.2204496243370215e-14,1.0
permission-001,71,B,tool_03,0.3,0,55,B,2636,36964,398,8323,8326,4.000494258234698e-14,2.9346395097594156e-21,2.3829015835879e-18,8.669147163504901e-16,1.0
permission-001,71,B,tool_03,0.3,0,56,B,2637,65,b,8326,8327,4.889271106712058e-16,8.228096131632886e-24,4.1607795503353903e-20,3.7728197429466224e-17,1.0
permission-001,71,B,tool_03,0.3,0,57,B,2638,20,5,8327,8328,5.994775395491356e-14,1.3274408576756395e-22,1.955132988021921e-18,1.9954247587903933e-15,1.0
permission-001,71,B,tool_03,0.3,0,58,B,2639,68,e,8328,8329,2.4005229244959724e-15,8.780942475786254e-24,1.6970622528799975e-18,1.280058556854462e-16,1.0
permission-001,71,B,tool_03,0.3,0,59,B,2640,13,.,8329,8330,5.703385852484644e-08,1.8355569885233902e-14,2.1748275652166277e-14,1.9540841833531886e-08,1.0
permission-001,71,B,none,0,0,1,A,2582,9905, Action,8160,8167,0.0028792438097298145,0.042347799986600876,1.0669861012502224e-06,0.027438843622803688,0.9273329973220825
permission-001,71,B,none,0,0,2,A,2583,355, A,8167,8169,0.018108591437339783,0.06467913836240768,1.5025023003545357e-06,0.1270119994878769,0.7901986837387085
permission-001,71,B,none,0,0,3,A,2584,25,:,8169,8170,6.362410204019397e-05,0.008861175738275051,5.693840954279494e-09,0.014256703667342663,0.9768185615539551
permission-001,71,B,none,0,0,4,A,2585,2421, call,8170,8175,0.09331163018941879,0.005051958840340376,0.0001223778526764363,0.4686034023761749,0.43291059136390686
permission-001,71,B,none,0,0,5,A,2586,9964, functions,8175,8185,0.09096578508615494,0.0457262322306633,3.6421701565814146e-07,0.0453447587788105,0.8179628252983093
permission-001,71,B,none,0,0,6,A,2587,6765,.write,8185,8191,0.18983162939548492,0.018768727779388428,3.2278030630550347e-06,0.08936921507120132,0.7020271420478821
permission-001,71,B,none,0,0,7,A,2588,68466,_marker,8191,8198,0.004413680173456669,0.0005992277874611318,8.522044367964554e-07,0.0012629864504560828,0.9937233328819275
permission-001,71,B,none,0,0,8,A,2589,10852,_a,8198,8200,0.002116219839081168,0.0056614805944263935,1.0872798839045572e-07,0.005805076565593481,0.9864170551300049
permission-001,71,B,none,0,0,9,A,2590,483, with,8200,8205,0.005469891242682934,0.008380393497645855,1.6117719781050255e-07,0.07104392349720001,0.9151057600975037
permission-001,71,B,none,0,0,10,A,2591,83204, nonce,8205,8211,0.02908608317375183,0.0003127089876215905,1.4439926417253446e-05,0.045710545033216476,0.9248762130737305
permission-001,71,B,none,0,0,11,A,2592,220, ,8211,8212,0.11072896420955658,0.004432279150933027,3.998349598077766e-07,0.10008572787046432,0.784752607345581
permission-001,71,B,none,0,0,12,A,2593,18,3,8212,8213,9.208996925735846e-05,0.00025670212926343083,6.606053926105915e-09,0.0005261901533231139,0.999125063419342
permission-001,71,B,none,0,0,13,A,2594,65,b,8213,8214,0.00020178998238407075,0.0003160214691888541,5.891402210522756e-08,0.004820290021598339,0.9946618676185608
permission-001,71,B,none,0,0,14,A,2595,4750,df,8214,8216,4.009789336123504e-05,0.00041071578743867576,1.1538190847204532e-06,0.006787920370697975,0.9927600622177124
permission-001,71,B,none,0,0,15,A,2596,89060,dda,8216,8219,6.1369546529022045e-06,4.7438159526791424e-05,1.0081545553930482e-07,0.00010305413161404431,0.9998432397842407
permission-001,71,B,none,0,0,16,A,2597,49834,698,8219,8222,4.454706413525855e-06,0.00048106448957696557,9.070309658909537e-08,0.00034661407698877156,0.999167799949646
permission-001,71,B,none,0,0,17,A,2598,36695,453,8222,8225,1.9096192772849463e-05,0.03829750418663025,6.425142942134698e-07,0.0075400532223284245,0.9541425704956055
permission-001,71,B,none,0,0,18,A,2599,67,d,8225,8226,0.0015226993709802628,0.03502830117940903,4.713774615083821e-06,0.09187844395637512,0.8715658783912659
permission-001,71,B,none,0,0,19,A,2600,46860,717,8226,8229,2.697761829040246e-06,0.002544007496908307,4.6346060116775334e-05,0.02313731238245964,0.974269688129425
permission-001,71,B,none,0,0,20,A,2601,66,c,8229,8230,2.4233593649114482e-05,0.02144492417573929,7.188264589785831e-06,0.09509404748678207,0.8834296464920044
permission-001,71,B,none,0,0,21,A,2602,10573,93,8230,8232,2.6289506422472186e-05,0.04905565083026886,1.535454430268146e-06,0.014691643416881561,0.9362248182296753
permission-001,71,B,none,0,0,22,A,2603,359,ac,8232,8234,0.0028455134015530348,0.4869133234024048,6.521749310195446e-05,0.19080770015716553,0.3193681836128235
permission-001,71,B,none,0,0,23,A,2604,20,5,8234,8235,0.006351785734295845,0.058783166110515594,0.00013962558296043426,0.25653478503227234,0.6781906485557556
permission-001,71,B,none,0,0,24,A,2605,2302,fe,8235,8237,0.001967257121577859,0.7503424882888794,0.0002100745914503932,0.18476369976997375,0.06271646171808243
permission-001,71,B,none,0,0,25,A,2606,29054,266,8237,8240,0.0007003240752965212,0.09835746139287949,0.0002471483312547207,0.1724652349948883,0.7282298803329468
permission-001,71,B,none,0,0,26,A,2607,69,f,8240,8241,0.02303817681968212,0.6807548999786377,2.4383300569752464e-06,0.028901608660817146,0.26730284094810486
permission-001,71,B,none,0,0,27,A,2608,1464,be,8241,8243,0.0014914815546944737,0.2429378479719162,1.79731741809519e-05,0.03180272504687309,0.7237499952316284
permission-001,71,B,none,0,0,28,A,2609,21,6,8243,8244,0.0014998362166807055,0.02196992188692093,6.857198604848236e-05,0.21458657085895538,0.7618750929832458
permission-001,71,B,none,0,0,29,A,2610,13,.,8244,8245,0.022261884063482285,0.018931526690721512,3.713097612489946e-06,0.7052975296974182,0.2535053491592407
permission-001,71,B,none,0,0,30,B,2611,9905, Action,8245,8252,0.045725010335445404,0.0015731020830571651,1.9850890708994484e-08,0.1556309461593628,0.7970709800720215
permission-001,71,B,none,0,0,31,B,2612,418, B,8252,8254,0.003334752516821027,0.010502629913389683,9.375552281198907e-07,0.9098709225654602,0.07629070430994034
permission-001,71,B,none,0,0,32,B,2613,25,:,8254,8255,0.001689592725597322,4.500071008806117e-05,2.0276008427799752e-08,0.5847784280776978,0.41348686814308167
permission-001,71,B,none,0,0,33,B,2614,2421, call,8255,8260,0.01825922168791294,0.002064652042463422,4.3242839637969155e-06,0.021596139296889305,0.9580757021903992
permission-001,71,B,none,0,0,34,B,2615,9964, functions,8260,8270,0.0016221371479332447,0.001623498392291367,4.946996341459453e-05,0.20269005000591278,0.7940147519111633
permission-001,71,B,none,0,0,35,B,2616,6765,.write,8270,8276,0.013042542152106762,0.0013967573177069426,4.727383497993287e-07,0.0019148180726915598,0.9836454391479492
permission-001,71,B,none,0,0,36,B,2617,68466,_marker,8276,8283,0.001209581852890551,0.0003589926927816123,1.8398066458757967e-05,0.014063902199268341,0.9843490719795227
permission-001,71,B,none,0,0,37,B,2618,1535,_b,8283,8285,0.005834432318806648,0.003534868126735091,1.356401844532229e-05,0.615759551525116,0.374857634305954
permission-001,71,B,none,0,0,38,B,2619,483, with,8285,8290,0.0026765053626149893,9.175282320939004e-05,1.5833241207019455e-07,0.3306029736995697,0.6666285991668701
permission-001,71,B,none,0,0,39,B,2620,83204, nonce,8290,8296,0.011111143976449966,0.00022710220946464688,0.00015751011960674077,0.6415807008743286,0.3469235897064209
permission-001,71,B,none,0,0,40,B,2621,220, ,8296,8297,0.0012961393222212791,0.005557437893003225,9.049847903952468e-06,0.8544344902038574,0.1387028843164444
permission-001,71,B,none,0,0,41,B,2622,39172,449,8297,8300,0.001682798843830824,0.000850743381306529,2.6174129743594676e-06,0.2676331102848053,0.729830801486969
permission-001,71,B,none,0,0,42,B,2623,65,b,8300,8301,0.0015612686984241009,0.006312600336968899,5.7056863624893595e-06,0.2931080460548401,0.6990124583244324
permission-001,71,B,none,0,0,43,B,2624,4750,df,8301,8303,1.6383066395064816e-05,5.372620580601506e-05,2.655834123288514e-06,0.0007060157367959619,0.9992212057113647
permission-001,71,B,none,0,0,44,B,2625,21,6,8303,8304,2.0376040993141942e-05,2.4408100216533057e-05,3.740260865470191e-07,0.00034152145963162184,0.999613344669342
permission-001,71,B,none,0,0,45,B,2626,1007,ec,8304,8306,0.0023070855531841516,0.0016440469771623611,4.005182927357964e-05,0.052817802876234055,0.9431910514831543
permission-001,71,B,none,0,0,46,B,2627,9928,84,8306,8308,0.0032901919912546873,0.03898506611585617,0.000167267513461411,0.36152374744415283,0.5960337519645691
permission-001,71,B,none,0,0,47,B,2628,613,de,8308,8310,0.002605193993076682,0.0991620123386383,3.7230267480481416e-05,0.03254348039627075,0.8656520247459412
permission-001,71,B,none,0,0,48,B,2629,30447,336,8310,8313,0.0001123603869928047,0.009925945661962032,0.0005401065573096275,0.01953049749135971,0.9698911309242249
permission-001,71,B,none,0,0,49,B,2630,17,2,8313,8314,0.033738523721694946,0.19951502978801727,0.0011810844298452139,0.5600910782814026,0.20547428727149963
permission-001,71,B,none,0,0,50,B,2631,64,a,8314,8315,0.002597059588879347,0.009706709533929825,5.223074595051003e-07,0.000368814478861168,0.9873269200325012
permission-001,71,B,none,0,0,51,B,2632,41420,554,8315,8318,0.0014807727420702577,0.5895859599113464,0.00015592829731758684,0.3551535904407501,0.0536237508058548
permission-001,71,B,none,0,0,52,B,2633,40636,055,8318,8321,0.002915959805250168,0.20400312542915344,0.0032442889641970396,0.7369609475135803,0.05287577211856842
permission-001,71,B,none,0,0,53,B,2634,21,6,8321,8322,0.003696221625432372,0.13605643808841705,3.2915497286012396e-05,0.8457056879997253,0.014508809894323349
permission-001,71,B,none,0,0,54,B,2635,69,f,8322,8323,0.0018304077675566077,0.0034037348814308643,1.2599790352396667e-05,0.0009667078847996891,0.9937865734100342
permission-001,71,B,none,0,0,55,B,2636,36964,398,8323,8326,0.0009524033521302044,0.76883465051651,4.576045466819778e-05,0.14885276556015015,0.08131442964076996
permission-001,71,B,none,0,0,56,B,2637,65,b,8326,8327,0.000821588677354157,0.40533336997032166,8.68830902618356e-05,0.15367759764194489,0.440080463886261
permission-001,71,B,none,0,0,57,B,2638,20,5,8327,8328,0.0158596970140934,0.14684905111789703,0.00044165391591377556,0.516148567199707,0.320701003074646
permission-001,71,B,none,0,0,58,B,2639,68,e,8328,8329,0.0023224742617458105,0.34029334783554077,0.0015567719237878919,0.16923104226589203,0.48659637570381165
permission-001,71,B,none,0,0,59,B,2640,13,.,8329,8330,0.0027201189659535885,0.0009408743935637176,3.5474306514515774e-07,0.9145653247833252,0.0817733183503151
permission-001,71,B,user_03,-0.3,0,1,A,2582,9905, Action,8160,8167,3.6681485653389245e-06,0.9997194409370422,4.08907396831637e-09,0.00027690091519616544,1.0355578616838557e-08
permission-001,71,B,user_03,-0.3,0,2,A,2583,355, A,8167,8169,3.6492003800958628e-06,0.9993224143981934,2.8702138443748026e-09,0.0006738545489497483,8.756392139153135e-11
permission-001,71,B,user_03,-0.3,0,3,A,2584,25,:,8169,8170,6.4461698912055e-07,0.9982349872589111,4.6048378998797546e-10,0.0017643223982304335,3.088244682203367e-08
permission-001,71,B,user_03,-0.3,0,4,A,2585,2421, call,8170,8175,2.4124958144966513e-05,0.9972053170204163,1.7691095877125917e-07,0.002770430641248822,1.809819308307148e-11
permission-001,71,B,user_03,-0.3,0,5,A,2586,9964, functions,8175,8185,2.671542063126253e-07,0.9999799728393555,1.0447077231079405e-10,1.975250052055344e-05,3.6685034892659785e-13
permission-001,71,B,user_03,-0.3,0,6,A,2587,6765,.write,8185,8191,9.832775731410948e-07,0.9999620914459229,3.151515437505026e-10,3.699855733430013e-05,8.331087420409763e-14
permission-001,71,B,user_03,-0.3,0,7,A,2588,68466,_marker,8191,8198,2.536606871217373e-07,0.9999779462814331,2.2026716006706692e-09,2.183455762860831e-05,3.448879509686622e-15
permission-001,71,B,user_03,-0.3,0,8,A,2589,10852,_a,8198,8200,7.311108163321478e-09,0.9999814033508301,1.9516461363666693e-11,1.859273288573604e-05,1.9735828707509624e-14
permission-001,71,B,user_03,-0.3,0,9,A,2590,483, with,8200,8205,5.993595664222084e-07,0.9995040893554688,2.0295609637344114e-10,0.0004952794406563044,4.383627835724546e-11
permission-001,71,B,user_03,-0.3,0,10,A,2591,83204, nonce,8205,8211,3.1238104725161975e-07,0.9997292160987854,1.193093801532541e-08,0.00027037851396016777,5.0489042065010245e-15
permission-001,71,B,user_03,-0.3,0,11,A,2592,220, ,8211,8212,1.5955954950186424e-05,0.9982683658599854,1.9551766872183407e-09,0.0017156125977635384,2.699051919463624e-13
permission-001,71,B,user_03,-0.3,0,12,A,2593,18,3,8212,8213,6.775790595270337e-09,0.9999809265136719,5.701767530341684e-11,1.91055478353519e-05,9.398979126462939e-14
permission-001,71,B,user_03,-0.3,0,13,A,2594,65,b,8213,8214,4.1540850759247405e-08,0.999444305896759,1.3274511490024565e-09,0.0005556909600272775,1.691941535876887e-14
permission-001,71,B,user_03,-0.3,0,14,A,2595,4750,df,8214,8216,2.757651218487922e-09,0.9999719858169556,3.5394612241113066e-10,2.8043205020367168e-05,1.7691480596235243e-15
permission-001,71,B,user_03,-0.3,0,15,A,2596,89060,dda,8216,8219,3.3021280154699184e-10,0.9999997615814209,8.803734651008366e-12,2.3589852560235158e-07,5.634281582447538e-16
permission-001,71,B,user_03,-0.3,0,16,A,2597,49834,698,8219,8222,1.922552742006367e-11,0.9999996423721313,3.896423114713166e-12,3.336656675401173e-07,3.1764377414191604e-17
permission-001,71,B,user_03,-0.3,0,17,A,2598,36695,453,8222,8225,2.777497199249468e-13,1.0,7.290640428880574e-15,6.649032879835204e-09,1.2216102169802883e-20
permission-001,71,B,user_03,-0.3,0,18,A,2599,67,d,8225,8226,1.4827635647085557e-11,0.9999998807907104,1.702467648193734e-13,6.375511674150403e-08,2.3495648478088207e-20
permission-001,71,B,user_03,-0.3,0,19,A,2600,46860,717,8226,8229,2.961709924618333e-13,0.9999998807907104,3.449039231301354e-12,1.2330606580235326e-07,2.7166278602163606e-19
permission-001,71,B,user_03,-0.3,0,20,A,2601,66,c,8229,8230,1.143279264662067e-13,1.0,6.878617684127897e-14,4.058455260746996e-08,1.5685599167799144e-21
permission-001,71,B,user_03,-0.3,0,21,A,2602,10573,93,8230,8232,3.9187050956610014e-14,1.0,1.3716257777740114e-14,7.330499762758791e-09,9.02399017358605e-22
permission-001,71,B,user_03,-0.3,0,22,A,2603,359,ac,8232,8234,1.9437007342179569e-13,1.0,2.729671923337642e-14,4.766455230509337e-09,6.30353127159909e-23
permission-001,71,B,user_03,-0.3,0,23,A,2604,20,5,8234,8235,5.244432492446105e-12,0.9999998807907104,4.3130614097580677e-13,6.661220908199539e-08,2.9757404503424276e-21
permission-001,71,B,user_03,-0.3,0,24,A,2605,2302,fe,8235,8237,1.9262074032154464e-13,1.0,8.418893566227575e-14,6.0417280067781576e-09,4.319049428142318e-23
permission-001,71,B,user_03,-0.3,0,25,A,2606,29054,266,8237,8240,1.4950672264871928e-13,1.0,1.87127209886305e-13,4.354136606821157e-08,3.5085122660765154e-22
