token_in_seg_ix,count,acc,model,layer_ix,role_space
499,1,0.0,gptoss-20b,23,"user,cot,assistant,tool"
500,1,0.0,gptoss-20b,23,"user,cot,assistant,tool"
501,1,0.0,gptoss-20b,23,"user,cot,assistant,tool"
502,1,0.0,gptoss-20b,23,"user,cot,assistant,tool"
503,1,0.0,gptoss-20b,23,"user,cot,assistant,tool"
504,1,0.0,gptoss-20b,23,"user,cot,assistant,tool"
505,1,0.0,gptoss-20b,23,"user,cot,assistant,tool"
506,1,0.0,gptoss-20b,23,"user,cot,assistant,tool"
507,1,0.0,gptoss-20b,23,"user,cot,assistant,tool"
508,1,0.0,gptoss-20b,23,"user,cot,assistant,tool"
509,1,0.0,gptoss-20b,23,"user,cot,assistant,tool"
510,1,0.0,gptoss-20b,23,"user,cot,assistant,tool"
511,1,0.0,gptoss-20b,23,"user,cot,assistant,tool"
512,1,1.0,gptoss-20b,23,"user,cot,assistant,tool"
513,1,0.0,gptoss-20b,23,"user,cot,assistant,tool"
514,1,0.0,gptoss-20b,23,"user,cot,assistant,tool"
515,1,1.0,gptoss-20b,23,"user,cot,assistant,tool"
516,1,1.0,gptoss-20b,23,"user,cot,assistant,tool"
517,1,0.0,gptoss-20b,23,"user,cot,assistant,tool"
518,1,0.0,gptoss-20b,23,"user,cot,assistant,tool"
519,1,1.0,gptoss-20b,23,"user,cot,assistant,tool"
520,1,0.0,gptoss-20b,23,"user,cot,assistant,tool"
521,1,0.0,gptoss-20b,23,"user,cot,assistant,tool"
522,1,0.0,gptoss-20b,23,"user,cot,assistant,tool"
523,1,1.0,gptoss-20b,23,"user,cot,assistant,tool"
524,1,1.0,gptoss-20b,23,"user,cot,assistant,tool"
525,1,0.0,gptoss-20b,23,"user,cot,assistant,tool"
526,1,0.0,gptoss-20b,23,"user,cot,assistant,tool"
527,1,0.0,gptoss-20b,23,"user,cot,assistant,tool"
528,1,0.0,gptoss-20b,23,"user,cot,assistant,tool"
529,1,0.0,gptoss-20b,23,"user,cot,assistant,tool"
530,1,0.0,gptoss-20b,23,"user,cot,assistant,tool"
531,1,0.0,gptoss-20b,23,"user,cot,assistant,tool"
532,1,0.0,gptoss-20b,23,"user,cot,assistant,tool"
533,1,0.0,gptoss-20b,23,"user,cot,assistant,tool"
534,1,0.0,gptoss-20b,23,"user,cot,assistant,tool"
535,1,0.0,gptoss-20b,23,"user,cot,assistant,tool"
536,1,0.0,gptoss-20b,23,"user,cot,assistant,tool"
537,1,0.0,gptoss-20b,23,"user,cot,assistant,tool"
538,1,0.0,gptoss-20b,23,"user,cot,assistant,tool"
539,1,0.0,gptoss-20b,23,"user,cot,assistant,tool"
540,1,1.0,gptoss-20b,23,"user,cot,assistant,tool"
541,1,0.0,gptoss-20b,23,"user,cot,assistant,tool"
542,1,0.0,gptoss-20b,23,"user,cot,assistant,tool"
543,1,0.0,gptoss-20b,23,"user,cot,assistant,tool"
544,1,0.0,gptoss-20b,23,"user,cot,assistant,tool"
545,1,1.0,gptoss-20b,23,"user,cot,assistant,tool"
546,1,0.0,gptoss-20b,23,"user,cot,assistant,tool"
547,1,0.0,gptoss-20b,23,"user,cot,assistant,tool"
548,1,0.0,gptoss-20b,23,"user,cot,assistant,tool"
549,1,0.0,gptoss-20b,23,"user,cot,assistant,tool"
550,1,0.0,gptoss-20b,23,"user,cot,assistant,tool"
551,1,0.0,gptoss-20b,23,"user,cot,assistant,tool"
552,1,0.0,gptoss-20b,23,"user,cot,assistant,tool"
553,1,0.0,gptoss-20b,23,"user,cot,assistant,tool"
554,1,0.0,gptoss-20b,23,"user,cot,assistant,tool"
555,1,0.0,gptoss-20b,23,"user,cot,assistant,tool"
556,1,0.0,gptoss-20b,23,"user,cot,assistant,tool"
557,1,0.0,gptoss-20b,23,"user,cot,assistant,tool"
558,1,0.0,gptoss-20b,23,"user,cot,assistant,tool"
559,1,0.0,gptoss-20b,23,"user,cot,assistant,tool"
560,1,0.0,gptoss-20b,23,"user,cot,assistant,tool"
561,1,0.0,gptoss-20b,23,"user,cot,assistant,tool"
562,1,0.0,gptoss-20b,23,"user,cot,assistant,tool"
563,1,0.0,gptoss-20b,23,"user,cot,assistant,tool"
564,1,0.0,gptoss-20b,23,"user,cot,assistant,tool"
565,1,0.0,gptoss-20b,23,"user,cot,assistant,tool"
566,1,0.0,gptoss-20b,23,"user,cot,assistant,tool"
567,1,0.0,gptoss-20b,23,"user,cot,assistant,tool"
568,1,0.0,gptoss-20b,23,"user,cot,assistant,tool"
569,1,0.0,gptoss-20b,23,"user,cot,assistant,tool"
570,1,0.0,gptoss-20b,23,"user,cot,assistant,tool"
571,1,0.0,gptoss-20b,23,"user,cot,assistant,tool"
572,1,0.0,gptoss-20b,23,"user,cot,assistant,tool"
573,1,0.0,gptoss-20b,23,"user,cot,assistant,tool"
574,1,0.0,gptoss-20b,23,"user,cot,assistant,tool"
575,1,0.0,gptoss-20b,23,"user,cot,assistant,tool"
576,1,0.0,gptoss-20b,23,"user,cot,assistant,tool"
577,1,0.0,gptoss-20b,23,"user,cot,assistant,tool"
578,1,0.0,gptoss-20b,23,"user,cot,assistant,tool"
579,1,0.0,gptoss-20b,23,"user,cot,assistant,tool"
580,1,0.0,gptoss-20b,23,"user,cot,assistant,tool"
581,1,0.0,gptoss-20b,23,"user,cot,assistant,tool"
582,1,0.0,gptoss-20b,23,"user,cot,assistant,tool"
583,1,0.0,gptoss-20b,23,"user,cot,assistant,tool"
584,1,0.0,gptoss-20b,23,"user,cot,assistant,tool"
585,1,0.0,gptoss-20b,23,"user,cot,assistant,tool"
586,1,0.0,gptoss-20b,23,"user,cot,assistant,tool"
587,1,0.0,gptoss-20b,23,"user,cot,assistant,tool"
588,1,0.0,gptoss-20b,23,"user,cot,assistant,tool"
589,1,0.0,gptoss-20b,23,"user,cot,assistant,tool"
590,1,1.0,gptoss-20b,23,"user,cot,assistant,tool"
591,1,1.0,gptoss-20b,23,"user,cot,assistant,tool"
592,1,1.0,gptoss-20b,23,"user,cot,assistant,tool"
593,1,0.0,gptoss-20b,23,"user,cot,assistant,tool"
594,1,1.0,gptoss-20b,23,"user,cot,assistant,tool"
595,1,0.0,gptoss-20b,23,"user,cot,assistant,tool"
596,1,1.0,gptoss-20b,23,"user,cot,assistant,tool"
597,1,1.0,gptoss-20b,23,"user,cot,assistant,tool"
598,1,0.0,gptoss-20b,23,"user,cot,assistant,tool"
599,1,0.0,gptoss-20b,23,"user,cot,assistant,tool"
600,1,0.0,gptoss-20b,23,"user,cot,assistant,tool"
601,1,0.0,gptoss-20b,23,"user,cot,assistant,tool"
602,1,0.0,gptoss-20b,23,"user,cot,assistant,tool"
603,1,0.0,gptoss-20b,23,"user,cot,assistant,tool"
604,1,0.0,gptoss-20b,23,"user,cot,assistant,tool"
605,1,0.0,gptoss-20b,23,"user,cot,assistant,tool"
606,1,0.0,gptoss-20b,23,"user,cot,assistant,tool"
607,1,1.0,gptoss-20b,23,"user,cot,assistant,tool"
608,1,0.0,gptoss-20b,23,"user,cot,assistant,tool"
609,1,0.0,gptoss-20b,23,"user,cot,assistant,tool"
610,1,0.0,gptoss-20b,23,"user,cot,assistant,tool"
611,1,0.0,gptoss-20b,23,"user,cot,assistant,tool"
612,1,0.0,gptoss-20b,23,"user,cot,assistant,tool"
613,1,0.0,gptoss-20b,23,"user,cot,assistant,tool"
614,1,0.0,gptoss-20b,23,"user,cot,assistant,tool"
615,1,0.0,gptoss-20b,23,"user,cot,assistant,tool"
616,1,0.0,gptoss-20b,23,"user,cot,assistant,tool"
617,1,0.0,gptoss-20b,23,"user,cot,assistant,tool"
618,1,0.0,gptoss-20b,23,"user,cot,assistant,tool"
619,1,0.0,gptoss-20b,23,"user,cot,assistant,tool"
620,1,0.0,gptoss-20b,23,"user,cot,assistant,tool"
621,1,0.0,gptoss-20b,23,"user,cot,assistant,tool"
622,1,0.0,gptoss-20b,23,"user,cot,assistant,tool"
623,1,0.0,gptoss-20b,23,"user,cot,assistant,tool"
624,1,0.0,gptoss-20b,23,"user,cot,assistant,tool"
625,1,0.0,gptoss-20b,23,"user,cot,assistant,tool"
626,1,0.0,gptoss-20b,23,"user,cot,assistant,tool"
627,1,0.0,gptoss-20b,23,"user,cot,assistant,tool"
628,1,0.0,gptoss-20b,23,"user,cot,assistant,tool"
629,1,0.0,gptoss-20b,23,"user,cot,assistant,tool"
630,1,0.0,gptoss-20b,23,"user,cot,assistant,tool"
631,1,0.0,gptoss-20b,23,"user,cot,assistant,tool"
632,1,0.0,gptoss-20b,23,"user,cot,assistant,tool"
633,1,0.0,gptoss-20b,23,"user,cot,assistant,tool"
634,1,0.0,gptoss-20b,23,"user,cot,assistant,tool"
635,1,0.0,gptoss-20b,23,"user,cot,assistant,tool"
636,1,0.0,gptoss-20b,23,"user,cot,assistant,tool"
637,1,0.0,gptoss-20b,23,"user,cot,assistant,tool"
638,1,0.0,gptoss-20b,23,"user,cot,assistant,tool"
639,1,0.0,gptoss-20b,23,"user,cot,assistant,tool"
640,1,0.0,gptoss-20b,23,"user,cot,assistant,tool"
641,1,0.0,gptoss-20b,23,"user,cot,assistant,tool"
642,1,0.0,gptoss-20b,23,"user,cot,assistant,tool"
643,1,0.0,gptoss-20b,23,"user,cot,assistant,tool"
644,1,0.0,gptoss-20b,23,"user,cot,assistant,tool"
645,1,0.0,gptoss-20b,23,"user,cot,assistant,tool"
646,1,0.0,gptoss-20b,23,"user,cot,assistant,tool"
647,1,0.0,gptoss-20b,23,"user,cot,assistant,tool"
648,1,0.0,gptoss-20b,23,"user,cot,assistant,tool"
649,1,0.0,gptoss-20b,23,"user,cot,assistant,tool"
650,1,0.0,gptoss-20b,23,"user,cot,assistant,tool"
651,1,0.0,gptoss-20b,23,"user,cot,assistant,tool"
652,1,0.0,gptoss-20b,23,"user,cot,assistant,tool"
653,1,0.0,gptoss-20b,23,"user,cot,assistant,tool"
654,1,0.0,gptoss-20b,23,"user,cot,assistant,tool"
655,1,0.0,gptoss-20b,23,"user,cot,assistant,tool"
656,1,0.0,gptoss-20b,23,"user,cot,assistant,tool"
657,1,0.0,gptoss-20b,23,"user,cot,assistant,tool"
658,1,0.0,gptoss-20b,23,"user,cot,assistant,tool"
659,1,0.0,gptoss-20b,23,"user,cot,assistant,tool"
660,1,0.0,gptoss-20b,23,"user,cot,assistant,tool"
661,1,0.0,gptoss-20b,23,"user,cot,assistant,tool"
662,1,0.0,gptoss-20b,23,"user,cot,assistant,tool"
663,1,1.0,gptoss-20b,23,"user,cot,assistant,tool"
664,1,0.0,gptoss-20b,23,"user,cot,assistant,tool"
665,1,0.0,gptoss-20b,23,"user,cot,assistant,tool"
666,1,0.0,gptoss-20b,23,"user,cot,assistant,tool"
667,1,0.0,gptoss-20b,23,"user,cot,assistant,tool"
668,1,1.0,gptoss-20b,23,"user,cot,assistant,tool"
669,1,1.0,gptoss-20b,23,"user,cot,assistant,tool"
670,1,1.0,gptoss-20b,23,"user,cot,assistant,tool"
671,1,1.0,gptoss-20b,23,"user,cot,assistant,tool"
672,1,1.0,gptoss-20b,23,"user,cot,assistant,tool"
673,1,1.0,gptoss-20b,23,"user,cot,assistant,tool"
674,1,1.0,gptoss-20b,23,"user,cot,assistant,tool"
675,1,1.0,gptoss-20b,23,"user,cot,assistant,tool"
676,1,1.0,gptoss-20b,23,"user,cot,assistant,tool"
677,1,0.0,gptoss-20b,23,"user,cot,assistant,tool"
678,1,1.0,gptoss-20b,23,"user,cot,assistant,tool"
679,1,1.0,gptoss-20b,23,"user,cot,assistant,tool"
680,1,0.0,gptoss-20b,23,"user,cot,assistant,tool"
681,1,1.0,gptoss-20b,23,"user,cot,assistant,tool"
682,1,1.0,gptoss-20b,23,"user,cot,assistant,tool"
683,1,1.0,gptoss-20b,23,"user,cot,assistant,tool"
684,1,0.0,gptoss-20b,23,"user,cot,assistant,tool"
685,1,1.0,gptoss-20b,23,"user,cot,assistant,tool"
686,1,1.0,gptoss-20b,23,"user,cot,assistant,tool"
687,1,0.0,gptoss-20b,23,"user,cot,assistant,tool"
688,1,1.0,gptoss-20b,23,"user,cot,assistant,tool"
689,1,1.0,gptoss-20b,23,"user,cot,assistant,tool"
690,1,1.0,gptoss-20b,23,"user,cot,assistant,tool"
691,1,0.0,gptoss-20b,23,"user,cot,assistant,tool"
692,1,1.0,gptoss-20b,23,"user,cot,assistant,tool"
693,1,0.0,gptoss-20b,23,"user,cot,assistant,tool"
694,1,0.0,gptoss-20b,23,"user,cot,assistant,tool"
695,1,1.0,gptoss-20b,23,"user,cot,assistant,tool"
696,1,1.0,gptoss-20b,23,"user,cot,assistant,tool"
697,1,1.0,gptoss-20b,23,"user,cot,assistant,tool"
698,1,1.0,gptoss-20b,23,"user,cot,assistant,tool"
699,1,1.0,gptoss-20b,23,"user,cot,assistant,tool"
700,1,0.0,gptoss-20b,23,"user,cot,assistant,tool"
701,1,0.0,gptoss-20b,23,"user,cot,assistant,tool"
702,1,1.0,gptoss-20b,23,"user,cot,assistant,tool"
703,1,1.0,gptoss-20b,23,"user,cot,assistant,tool"
704,1,1.0,gptoss-20b,23,"user,cot,assistant,tool"
705,1,1.0,gptoss-20b,23,"user,cot,assistant,tool"
706,1,1.0,gptoss-20b,23,"user,cot,assistant,tool"
707,1,1.0,gptoss-20b,23,"user,cot,assistant,tool"
708,1,0.0,gptoss-20b,23,"user,cot,assistant,tool"
709,1,1.0,gptoss-20b,23,"user,cot,assistant,tool"
710,1,1.0,gptoss-20b,23,"user,cot,assistant,tool"
711,1,1.0,gptoss-20b,23,"user,cot,assistant,tool"
712,1,0.0,gptoss-20b,23,"user,cot,assistant,tool"
713,1,1.0,gptoss-20b,23,"user,cot,assistant,tool"
714,1,0.0,gptoss-20b,23,"user,cot,assistant,tool"
715,1,1.0,gptoss-20b,23,"user,cot,assistant,tool"
716,1,1.0,gptoss-20b,23,"user,cot,assistant,tool"
717,1,1.0,gptoss-20b,23,"user,cot,assistant,tool"
718,1,1.0,gptoss-20b,23,"user,cot,assistant,tool"
719,1,1.0,gptoss-20b,23,"user,cot,assistant,tool"
720,1,1.0,gptoss-20b,23,"user,cot,assistant,tool"
721,1,0.0,gptoss-20b,23,"user,cot,assistant,tool"
722,1,0.0,gptoss-20b,23,"user,cot,assistant,tool"
723,1,1.0,gptoss-20b,23,"user,cot,assistant,tool"
724,1,1.0,gptoss-20b,23,"user,cot,assistant,tool"
725,1,1.0,gptoss-20b,23,"user,cot,assistant,tool"
726,1,0.0,gptoss-20b,23,"user,cot,assistant,tool"
727,1,1.0,gptoss-20b,23,"user,cot,assistant,tool"
728,1,1.0,gptoss-20b,23,"user,cot,assistant,tool"
729,1,0.0,gptoss-20b,23,"user,cot,assistant,tool"
730,1,1.0,gptoss-20b,23,"user,cot,assistant,tool"
731,1,1.0,gptoss-20b,23,"user,cot,assistant,tool"
732,1,1.0,gptoss-20b,23,"user,cot,assistant,tool"
733,1,0.0,gptoss-20b,23,"user,cot,assistant,tool"
734,1,1.0,gptoss-20b,23,"user,cot,assistant,tool"
735,1,0.0,gptoss-20b,23,"user,cot,assistant,tool"
736,1,0.0,gptoss-20b,23,"user,cot,assistant,tool"
737,1,1.0,gptoss-20b,23,"user,cot,assistant,tool"
0,2,0.0,gptoss-20b,0,"system,user,assistant"
1,2,0.0,gptoss-20b,0,"system,user,assistant"
2,2,0.0,gptoss-20b,0,"system,user,assistant"
3,2,0.0,gptoss-20b,0,"system,user,assistant"
4,2,0.0,gptoss-20b,0,"system,user,assistant"
5,2,0.0,gptoss-20b,0,"system,user,assistant"
6,2,0.0,gptoss-20b,0,"system,user,assistant"
7,2,0.0,gptoss-20b,0,"system,user,assistant"
8,2,0.0,gptoss-20b,0,"system,user,assistant"
9,2,0.0,gptoss-20b,0,"system,user,assistant"
10,2,0.0,gptoss-20b,0,"system,user,assistant"
11,2,0.0,gptoss-20b,0,"system,user,assistant"
12,2,0.0,gptoss-20b,0,"system,user,assistant"
13,2,0.0,gptoss-20b,0,"system,user,assistant"
14,2,0.0,gptoss-20b,0,"system,user,assistant"
15,2,0.0,gptoss-20b,0,"system,user,assistant"
16,2,0.0,gptoss-20b,0,"system,user,assistant"
17,2,0.0,gptoss-20b,0,"system,user,assistant"
18,2,0.0,gptoss-20b,0,"system,user,assistant"
19,2,0.0,gptoss-20b,0,"system,user,assistant"
20,2,0.0,gptoss-20b,0,"system,user,assistant"
21,2,0.0,gptoss-20b,0,"system,user,assistant"
22,2,0.0,gptoss-20b,0,"system,user,assistant"
23,2,0.0,gptoss-20b,0,"system,user,assistant"
24,2,0.0,gptoss-20b,0,"system,user,assistant"
25,2,0.0,gptoss-20b,0,"system,user,assistant"
26,2,0.0,gptoss-20b,0,"system,user,assistant"
27,2,0.0,gptoss-20b,0,"system,user,assistant"
28,2,0.0,gptoss-20b,0,"system,user,assistant"
29,2,0.0,gptoss-20b,0,"system,user,assistant"
30,2,0.0,gptoss-20b,0,"system,user,assistant"
31,2,0.0,gptoss-20b,0,"system,user,assistant"
32,2,0.0,gptoss-20b,0,"system,user,assistant"
33,2,0.0,gptoss-20b,0,"system,user,assistant"
34,2,0.0,gptoss-20b,0,"system,user,assistant"
35,2,0.0,gptoss-20b,0,"system,user,assistant"
36,2,0.0,gptoss-20b,0,"system,user,assistant"
37,2,0.0,gptoss-20b,0,"system,user,assistant"
38,2,0.0,gptoss-20b,0,"system,user,assistant"
39,2,0.0,gptoss-20b,0,"system,user,assistant"
40,2,0.0,gptoss-20b,0,"system,user,assistant"
41,2,0.0,gptoss-20b,0,"system,user,assistant"
42,2,0.0,gptoss-20b,0,"system,user,assistant"
43,2,0.0,gptoss-20b,0,"system,user,assistant"
44,2,0.0,gptoss-20b,0,"system,user,assistant"
45,2,0.0,gptoss-20b,0,"system,user,assistant"
46,2,0.0,gptoss-20b,0,"system,user,assistant"
47,2,0.0,gptoss-20b,0,"system,user,assistant"
48,2,0.0,gptoss-20b,0,"system,user,assistant"
49,2,0.0,gptoss-20b,0,"system,user,assistant"
50,2,0.0,gptoss-20b,0,"system,user,assistant"
51,2,0.0,gptoss-20b,0,"system,user,assistant"
52,2,0.0,gptoss-20b,0,"system,user,assistant"
53,2,0.0,gptoss-20b,0,"system,user,assistant"
54,2,0.0,gptoss-20b,0,"system,user,assistant"
55,2,0.0,gptoss-20b,0,"system,user,assistant"
56,2,0.0,gptoss-20b,0,"system,user,assistant"
57,2,0.0,gptoss-20b,0,"system,user,assistant"
58,2,0.0,gptoss-20b,0,"system,user,assistant"
59,2,0.0,gptoss-20b,0,"system,user,assistant"
60,2,0.0,gptoss-20b,0,"system,user,assistant"
61,2,0.0,gptoss-20b,0,"system,user,assistant"
62,2,0.0,gptoss-20b,0,"system,user,assistant"
63,2,0.0,gptoss-20b,0,"system,user,assistant"
64,2,0.0,gptoss-20b,0,"system,user,assistant"
65,2,0.0,gptoss-20b,0,"system,user,assistant"
66,2,0.0,gptoss-20b,0,"system,user,assistant"
67,2,0.0,gptoss-20b,0,"system,user,assistant"
68,2,0.0,gptoss-20b,0,"system,user,assistant"
69,2,0.0,gptoss-20b,0,"system,user,assistant"
70,2,0.0,gptoss-20b,0,"system,user,assistant"
71,2,0.0,gptoss-20b,0,"system,user,assistant"
72,2,0.0,gptoss-20b,0,"system,user,assistant"
73,2,0.0,gptoss-20b,0,"system,user,assistant"
74,2,0.0,gptoss-20b,0,"system,user,assistant"
75,2,0.0,gptoss-20b,0,"system,user,assistant"
76,2,0.0,gptoss-20b,0,"system,user,assistant"
77,2,0.0,gptoss-20b,0,"system,user,assistant"
78,2,0.0,gptoss-20b,0,"system,user,assistant"
79,2,0.0,gptoss-20b,0,"system,user,assistant"
80,2,0.0,gptoss-20b,0,"system,user,assistant"
81,2,0.0,gptoss-20b,0,"system,user,assistant"
82,2,0.0,gptoss-20b,0,"system,user,assistant"
83,2,0.0,gptoss-20b,0,"system,user,assistant"
84,2,0.0,gptoss-20b,0,"system,user,assistant"
85,2,0.0,gptoss-20b,0,"system,user,assistant"
86,2,0.0,gptoss-20b,0,"system,user,assistant"
87,2,0.0,gptoss-20b,0,"system,user,assistant"
88,2,0.0,gptoss-20b,0,"system,user,assistant"
89,2,0.0,gptoss-20b,0,"system,user,assistant"
90,2,0.0,gptoss-20b,0,"system,user,assistant"
91,2,0.0,gptoss-20b,0,"system,user,assistant"
92,2,0.0,gptoss-20b,0,"system,user,assistant"
93,2,0.0,gptoss-20b,0,"system,user,assistant"
94,2,0.0,gptoss-20b,0,"system,user,assistant"
95,2,0.0,gptoss-20b,0,"system,user,assistant"
96,2,0.0,gptoss-20b,0,"system,user,assistant"
97,2,0.0,gptoss-20b,0,"system,user,assistant"
98,2,0.0,gptoss-20b,0,"system,user,assistant"
99,2,0.0,gptoss-20b,0,"system,user,assistant"
100,2,0.0,gptoss-20b,0,"system,user,assistant"
101,2,0.0,gptoss-20b,0,"system,user,assistant"
102,1,0.0,gptoss-20b,0,"system,user,assistant"
103,1,0.0,gptoss-20b,0,"system,user,assistant"
104,1,0.0,gptoss-20b,0,"system,user,assistant"
105,1,0.0,gptoss-20b,0,"system,user,assistant"
106,1,0.0,gptoss-20b,0,"system,user,assistant"
107,1,0.0,gptoss-20b,0,"system,user,assistant"
108,1,0.0,gptoss-20b,0,"system,user,assistant"
109,1,0.0,gptoss-20b,0,"system,user,assistant"
110,1,0.0,gptoss-20b,0,"system,user,assistant"
111,1,0.0,gptoss-20b,0,"system,user,assistant"
112,1,0.0,gptoss-20b,0,"system,user,assistant"
113,1,0.0,gptoss-20b,0,"system,user,assistant"
114,1,0.0,gptoss-20b,0,"system,user,assistant"
115,1,0.0,gptoss-20b,0,"system,user,assistant"
116,1,0.0,gptoss-20b,0,"system,user,assistant"
117,1,0.0,gptoss-20b,0,"system,user,assistant"
118,1,0.0,gptoss-20b,0,"system,user,assistant"
119,1,0.0,gptoss-20b,0,"system,user,assistant"
120,1,0.0,gptoss-20b,0,"system,user,assistant"
121,1,0.0,gptoss-20b,0,"system,user,assistant"
122,1,0.0,gptoss-20b,0,"system,user,assistant"
123,1,0.0,gptoss-20b,0,"system,user,assistant"
124,1,0.0,gptoss-20b,0,"system,user,assistant"
125,1,0.0,gptoss-20b,0,"system,user,assistant"
126,1,0.0,gptoss-20b,0,"system,user,assistant"
127,1,0.0,gptoss-20b,0,"system,user,assistant"
128,1,0.0,gptoss-20b,0,"system,user,assistant"
129,1,0.0,gptoss-20b,0,"system,user,assistant"
130,1,0.0,gptoss-20b,0,"system,user,assistant"
131,1,0.0,gptoss-20b,0,"system,user,assistant"
132,1,0.0,gptoss-20b,0,"system,user,assistant"
133,1,0.0,gptoss-20b,0,"system,user,assistant"
134,1,0.0,gptoss-20b,0,"system,user,assistant"
135,1,0.0,gptoss-20b,0,"system,user,assistant"
136,1,0.0,gptoss-20b,0,"system,user,assistant"
137,1,0.0,gptoss-20b,0,"system,user,assistant"
138,1,0.0,gptoss-20b,0,"system,user,assistant"
139,1,0.0,gptoss-20b,0,"system,user,assistant"
140,1,0.0,gptoss-20b,0,"system,user,assistant"
141,1,0.0,gptoss-20b,0,"system,user,assistant"
142,1,0.0,gptoss-20b,0,"system,user,assistant"
143,1,0.0,gptoss-20b,0,"system,user,assistant"
144,1,0.0,gptoss-20b,0,"system,user,assistant"
145,1,0.0,gptoss-20b,0,"system,user,assistant"
146,1,0.0,gptoss-20b,0,"system,user,assistant"
147,1,0.0,gptoss-20b,0,"system,user,assistant"
148,1,0.0,gptoss-20b,0,"system,user,assistant"
149,1,0.0,gptoss-20b,0,"system,user,assistant"
150,1,0.0,gptoss-20b,0,"system,user,assistant"
151,1,0.0,gptoss-20b,0,"system,user,assistant"
152,1,0.0,gptoss-20b,0,"system,user,assistant"
153,1,0.0,gptoss-20b,0,"system,user,assistant"
154,1,0.0,gptoss-20b,0,"system,user,assistant"
155,1,0.0,gptoss-20b,0,"system,user,assistant"
156,1,0.0,gptoss-20b,0,"system,user,assistant"
157,1,0.0,gptoss-20b,0,"system,user,assistant"
158,1,0.0,gptoss-20b,0,"system,user,assistant"
159,1,0.0,gptoss-20b,0,"system,user,assistant"
160,1,0.0,gptoss-20b,0,"system,user,assistant"
161,1,0.0,gptoss-20b,0,"system,user,assistant"
162,1,0.0,gptoss-20b,0,"system,user,assistant"
163,1,0.0,gptoss-20b,0,"system,user,assistant"
164,1,0.0,gptoss-20b,0,"system,user,assistant"
165,1,0.0,gptoss-20b,0,"system,user,assistant"
166,1,0.0,gptoss-20b,0,"system,user,assistant"
167,1,0.0,gptoss-20b,0,"system,user,assistant"
168,1,0.0,gptoss-20b,0,"system,user,assistant"
169,1,0.0,gptoss-20b,0,"system,user,assistant"
170,1,0.0,gptoss-20b,0,"system,user,assistant"
171,1,0.0,gptoss-20b,0,"system,user,assistant"
172,1,0.0,gptoss-20b,0,"system,user,assistant"
173,1,0.0,gptoss-20b,0,"system,user,assistant"
174,1,0.0,gptoss-20b,0,"system,user,assistant"
175,1,0.0,gptoss-20b,0,"system,user,assistant"
176,1,0.0,gptoss-20b,0,"system,user,assistant"
177,1,0.0,gptoss-20b,0,"system,user,assistant"
178,1,0.0,gptoss-20b,0,"system,user,assistant"
179,1,0.0,gptoss-20b,0,"system,user,assistant"
180,1,0.0,gptoss-20b,0,"system,user,assistant"
181,1,0.0,gptoss-20b,0,"system,user,assistant"
182,1,0.0,gptoss-20b,0,"system,user,assistant"
183,1,0.0,gptoss-20b,0,"system,user,assistant"
0,2,1.0,gptoss-20b,1,"system,user,assistant"
1,2,1.0,gptoss-20b,1,"system,user,assistant"
2,2,1.0,gptoss-20b,1,"system,user,assistant"
3,2,0.5,gptoss-20b,1,"system,user,assistant"
4,2,0.5,gptoss-20b,1,"system,user,assistant"
5,2,0.0,gptoss-20b,1,"system,user,assistant"
6,2,0.5,gptoss-20b,1,"system,user,assistant"
7,2,0.5,gptoss-20b,1,"system,user,assistant"
8,2,0.0,gptoss-20b,1,"system,user,assistant"
9,2,0.5,gptoss-20b,1,"system,user,assistant"
10,2,0.0,gptoss-20b,1,"system,user,assistant"
11,2,0.0,gptoss-20b,1,"system,user,assistant"
12,2,0.0,gptoss-20b,1,"system,user,assistant"
13,2,0.0,gptoss-20b,1,"system,user,assistant"
14,2,0.0,gptoss-20b,1,"system,user,assistant"
15,2,0.0,gptoss-20b,1,"system,user,assistant"
16,2,0.0,gptoss-20b,1,"system,user,assistant"
17,2,0.0,gptoss-20b,1,"system,user,assistant"
18,2,0.0,gptoss-20b,1,"system,user,assistant"
19,2,0.0,gptoss-20b,1,"system,user,assistant"
20,2,0.0,gptoss-20b,1,"system,user,assistant"
21,2,0.0,gptoss-20b,1,"system,user,assistant"
22,2,0.0,gptoss-20b,1,"system,user,assistant"
23,2,0.0,gptoss-20b,1,"system,user,assistant"
24,2,0.0,gptoss-20b,1,"system,user,assistant"
25,2,0.0,gptoss-20b,1,"system,user,assistant"
26,2,0.0,gptoss-20b,1,"system,user,assistant"
27,2,0.0,gptoss-20b,1,"system,user,assistant"
28,2,0.0,gptoss-20b,1,"system,user,assistant"
29,2,0.0,gptoss-20b,1,"system,user,assistant"
30,2,0.0,gptoss-20b,1,"system,user,assistant"
31,2,0.0,gptoss-20b,1,"system,user,assistant"
32,2,0.0,gptoss-20b,1,"system,user,assistant"
33,2,0.0,gptoss-20b,1,"system,user,assistant"
34,2,0.0,gptoss-20b,1,"system,user,assistant"
35,2,0.0,gptoss-20b,1,"system,user,assistant"
36,2,0.0,gptoss-20b,1,"system,user,assistant"
37,2,0.0,gptoss-20b,1,"system,user,assistant"
38,2,0.0,gptoss-20b,1,"system,user,assistant"
39,2,0.0,gptoss-20b,1,"system,user,assistant"
40,2,0.0,gptoss-20b,1,"system,user,assistant"
