layer_ix,role_space,role,correct_local,denominator_local,accuracy_local,correct_reference,denominator_reference,accuracy_reference,difference_percentage_points
16,"user,cot,assistant,tool",tool,7520,11784,0.6381534283774609,7523,11784,0.638408010862186,-0.02545824847250966
16,"user,cot,assistant,tool",user,11177,11588,0.9645322747670003,11176,11588,0.9644459785985502,0.008629616845012844
18,"system,user,assistant",assistant,10326,12261,0.8421825299730854,10324,12261,0.8420194111410162,0.016311883206920896
18,"system,user,assistant",system,16110,18326,0.8790789042889883,16107,18326,0.8789152024446142,0.016370184437408675
18,"system,user,assistant",user,10247,11132,0.920499461013295,10248,11132,0.9205892921307941,-0.00898311174990507
18,"system,user,assistant,tool",assistant,14845,15269,0.9722313183574562,14848,15269,0.972427794878512,-0.01964765210558106
18,"system,user,assistant,tool",system,8614,11588,0.7433551950293407,8611,11588,0.7430963065239903,0.025888850535038532
18,"system,user,assistant,tool",tool,10585,14974,0.7068919460398023,10580,14974,0.7065580339254708,0.0333912114331536
18,"system,user,assistant,tool",user,10972,11784,0.9310930074677529,10971,11784,0.9310081466395111,0.008486082824177288
18,"system,user,cot,assistant",assistant,14141,15269,0.9261248280830441,14144,15269,0.9263213046040998,-0.019647652105569957
18,"system,user,cot,assistant",cot,11137,14974,0.7437558434620009,11134,14974,0.7435554961934019,0.0200347268598966
18,"system,user,cot,assistant",system,9520,11588,0.8215395236451501,9527,11588,0.822143596824301,-0.06040731791508991
18,"system,user,cot,assistant",user,10963,11784,0.9303292600135777,10963,11784,0.9303292600135777,0.0
18,"system,user,cot,assistant,tool",assistant,13148,14793,0.888798756168458,13151,14793,0.8890015547894274,-0.020279862096939105
18,"system,user,cot,assistant,tool",cot,7481,13765,0.5434798401743552,7482,13765,0.5435524881946967,-0.007264802034145923
18,"system,user,cot,assistant,tool",system,6205,9414,0.659124707881878,6200,9414,0.6585935840237943,0.05311238580837374
18,"system,user,cot,assistant,tool",tool,9371,16909,0.5542019043113136,9384,16909,0.5549707256490626,-0.0768821337749026
18,"system,user,cot,assistant,tool",user,11864,12846,0.9235559707301884,11861,12846,0.9233224349992215,0.023353573096684954
18,"user,assistant",assistant,13554,14408,0.9407273736812882,13554,14408,0.9407273736812882,0.0
18,"user,assistant",user,11235,11324,0.9921405863652419,11235,11324,0.9921405863652419,0.0
18,"user,assistant,tool",assistant,10189,12261,0.8310088899763478,10189,12261,0.8310088899763478,0.0
18,"user,assistant,tool",tool,10331,11132,0.9280452748832195,10332,11132,0.9281351060007187,-0.008983111749916173
18,"user,assistant,tool",user,16947,18326,0.9247517188693659,16951,18326,0.924969987995198,-0.021826912583211566
18,"user,cot,assistant",assistant,9806,12261,0.7997716336351032,9807,12261,0.7998531930511378,-0.008155941603460448
18,"user,cot,assistant",cot,9919,11132,0.8910348544735897,9923,11132,0.8913941789435861,-0.03593244699964249
18,"user,cot,assistant",user,17493,18326,0.9545454545454546,17486,18326,0.9541634835752483,0.03819709702063134
18,"user,cot,assistant,tool",assistant,14097,15269,0.9232431724408933,14101,15269,0.9235051411356343,-0.02619686947410438
18,"user,cot,assistant,tool",cot,9801,14974,0.6545345265126219,9793,14974,0.6540002671296915,0.0534259382930391
18,"user,cot,assistant,tool",tool,7438,11784,0.6311948404616429,7438,11784,0.6311948404616429,0.0
18,"user,cot,assistant,tool",user,11097,11588,0.9576285812909907,11091,11588,0.9571108042802899,0.051777701070077065
20,"system,user,assistant",assistant,10277,12261,0.8381861185873909,10279,12261,0.8383492374194601,-0.016311883206920896
20,"system,user,assistant",system,15521,18326,0.8469387755102041,15520,18326,0.846884208228746,0.005456728145813994
20,"system,user,assistant",user,9936,11132,0.8925619834710744,9934,11132,0.8923823212360762,0.017966223499821243
20,"system,user,assistant,tool",assistant,14626,15269,0.9578885323203877,14627,15269,0.957954024494073,-0.006549217368523319
20,"system,user,assistant,tool",system,7795,11588,0.6726786330686918,7799,11588,0.6730238177424922,-0.034518467380040274
20,"system,user,assistant,tool",tool,9475,14974,0.6327634566582075,9467,14974,0.6322291972752772,0.0534259382930391
20,"system,user,assistant,tool",user,11020,11784,0.9351663272233537,11020,11784,0.9351663272233537,0.0
20,"system,user,cot,assistant",assistant,13996,15269,0.9166284628986836,13990,15269,0.9162355098565721,0.039295304211151016
20,"system,user,cot,assistant",cot,10202,14974,0.6813142780820088,10205,14974,0.6815146253506077,-0.0200347268598855
20,"system,user,cot,assistant",system,8900,11588,0.7680358992060753,8904,11588,0.7683810838798757,-0.034518467380040274
20,"system,user,cot,assistant",user,11050,11784,0.9377121520706042,11054,11784,0.938051595383571,-0.033944331296675845
20,"system,user,cot,assistant,tool",assistant,12886,14793,0.871087676603799,12906,14793,0.8724396674102616,-0.1351990806462533
20,"system,user,cot,assistant,tool",cot,6927,13765,0.5032328369051944,6929,13765,0.5033781329458772,-0.014529604068280744
20,"system,user,cot,assistant,tool",system,5655,9414,0.6007010834926705,5649,9414,0.60006373486297,0.06373486297004405
20,"system,user,cot,assistant,tool",tool,7940,16909,0.46957241705600566,7928,16909,0.46886273582116034,0.07096812348453274
20,"system,user,cot,assistant,tool",user,11763,12846,0.9156936011209715,11762,12846,0.9156157558773159,0.007784524365561651
20,"user,assistant",assistant,13379,14408,0.9285813436979455,13378,14408,0.9285119378123264,0.006940588561910044
20,"user,assistant",user,11242,11324,0.9927587424938185,11242,11324,0.9927587424938185,0.0
20,"user,assistant,tool",assistant,10099,12261,0.8236685425332355,10100,12261,0.82375010194927,-0.008155941603449346
20,"user,assistant,tool",tool,9817,11132,0.8818720804886813,9819,11132,0.8820517427236795,-0.017966223499821243
20,"user,assistant,tool",user,16296,18326,0.8892284186401833,16297,18326,0.8892829859216413,-0.0054567281458028916
20,"user,cot,assistant",assistant,9719,12261,0.7926759644400946,9724,12261,0.7930837615202675,-0.04077970801729114
20,"user,cot,assistant",cot,9485,11132,0.8520481494789796,9487,11132,0.8522278117139778,-0.017966223499821243
20,"user,cot,assistant",user,16994,18326,0.9273163810978937,16997,18326,0.9274800829422678,-0.016370184437408675
20,"user,cot,assistant,tool",assistant,13963,15269,0.9144672211670706,13968,15269,0.9147946820354967,-0.032746086842616595
20,"user,cot,assistant,tool",cot,8725,14974,0.5826766395084814,8726,14974,0.5827434219313476,-0.0066782422866285
20,"user,cot,assistant,tool",tool,6887,11784,0.5844365241004752,6886,11784,0.5843516632722335,0.008486082824166186
20,"user,cot,assistant,tool",user,10855,11588,0.9367449085260614,10846,11588,0.9359682430100104,0.0776665516051045
22,"system,user,assistant",assistant,10092,12261,0.8230976266209934,10089,12261,0.8228529483728897,0.024467824810370242
22,"system,user,assistant",system,15113,18326,0.8246753246753247,15113,18326,0.8246753246753247,0.0
22,"system,user,assistant",user,9671,11132,0.8687567373338124,9670,11132,0.8686669062163134,0.00898311174990507
22,"system,user,assistant,tool",assistant,14595,15269,0.9558582749361452,14589,15269,0.9554653218940337,0.039295304211151016
22,"system,user,assistant,tool",system,8009,11588,0.6911460131170176,8011,11588,0.6913186054539179,-0.017259233690025688
22,"system,user,assistant,tool",tool,10135,14974,0.6768398557499666,10129,14974,0.6764391612127688,0.0400694537197821
22,"system,user,assistant,tool",user,11118,11784,0.9434826883910387,11114,11784,0.943143245078072,0.03394433129666474
22,"system,user,cot,assistant",assistant,13826,15269,0.9054947933721921,13824,15269,0.9053638090248215,0.01309843473705774
22,"system,user,cot,assistant",cot,10389,14974,0.6938025911580072,10381,14974,0.6932683317750769,0.0534259382930391
22,"system,user,cot,assistant",system,8944,11588,0.7718329306178806,8939,11588,0.77140144977563,0.04314808422506422
22,"system,user,cot,assistant",user,11156,11784,0.9467073998642227,11158,11784,0.946877121520706,-0.01697216564833237
22,"system,user,cot,assistant,tool",assistant,13109,14793,0.8861623740958562,13106,14793,0.8859595754748868,0.020279862096939105
22,"system,user,cot,assistant,tool",cot,7114,13765,0.5168180167090447,7122,13765,0.5173992008717763,-0.05811841627315628
22,"system,user,cot,assistant,tool",system,5703,9414,0.605799872530274,5713,9414,0.6068621202464415,-0.10622477161674748
22,"system,user,cot,assistant,tool",tool,8093,16909,0.4786208528002839,8092,16909,0.47856171269738007,0.005914010290380967
22,"system,user,cot,assistant,tool",user,11649,12846,0.9068192433442317,11645,12846,0.9065078623696092,0.031138097462246606
22,"user,assistant",assistant,13449,14408,0.9334397556912826,13448,14408,0.9333703498056635,0.006940588561910044
22,"user,assistant",user,11184,11324,0.9876368774284705,11184,11324,0.9876368774284705,0.0
22,"user,assistant,tool",assistant,9944,12261,0.8110268330478754,9940,12261,0.8107005953837371,0.03262376641383069
22,"user,assistant,tool",tool,9741,11132,0.8750449155587495,9749,11132,0.8757635644987424,-0.07186489399928497
22,"user,assistant,tool",user,16126,18326,0.879951980792317,16133,18326,0.8803339517625232,-0.03819709702062024
22,"user,cot,assistant",assistant,9243,12261,0.753853682407634,9248,12261,0.7542614794878069,-0.04077970801729114
22,"user,cot,assistant",cot,9515,11132,0.8547430830039525,9511,11132,0.8543837585339562,0.035932446999631384
22,"user,cot,assistant",user,17026,18326,0.9290625341045509,17022,18326,0.9288442649787187,0.021826912583211566
22,"user,cot,assistant,tool",assistant,13820,15269,0.9051018403300806,13819,15269,0.9050363481563953,0.006549217368523319
22,"user,cot,assistant,tool",cot,8776,14974,0.5860825430746628,8782,14974,0.5864832376118606,-0.0400694537197821
22,"user,cot,assistant,tool",tool,7153,11784,0.607009504412763,7147,11784,0.6065003394433129,0.050916496945008216
22,"user,cot,assistant,tool",user,10693,11588,0.9227649292371418,10692,11588,0.9226786330686918,0.008629616845001742
