prompt_ix,passage_ix,condition,sampled_tokens,rendered_tokens
989,141,outer_assistant,128,263
990,141,nested_user,128,396
991,141,nested_tool,128,413
992,141,nested_cot,128,294
993,141,nested_assistant,128,291
994,142,outer_system,128,300
995,142,outer_user,128,300
996,142,outer_assistant,128,300
997,142,nested_user,128,433
998,142,nested_tool,128,451
999,142,nested_cot,128,332
1000,142,nested_assistant,128,328
1001,143,outer_system,128,231
1002,143,outer_user,128,231
1003,143,outer_assistant,128,231
1004,143,nested_user,128,364
1005,143,nested_tool,128,382
1006,143,nested_cot,128,263
1007,143,nested_assistant,128,259
1008,144,outer_system,128,622
1009,144,outer_user,128,622
1010,144,outer_assistant,128,622
1011,144,nested_user,128,755
1012,144,nested_tool,128,773
1013,144,nested_cot,128,654
1014,144,nested_assistant,128,650
1015,145,outer_system,128,139
1016,145,outer_user,128,139
1017,145,outer_assistant,128,139
1018,145,nested_user,128,272
1019,145,nested_tool,128,289
1020,145,nested_cot,128,170
1021,145,nested_assistant,128,167
1022,146,outer_system,128,588
1023,146,outer_user,128,588
1024,146,outer_assistant,128,588
1025,146,nested_user,128,721
1026,146,nested_tool,128,738
1027,146,nested_cot,128,619
1028,146,nested_assistant,128,616
1029,147,outer_system,128,566
1030,147,outer_user,128,566
1031,147,outer_assistant,128,566
1032,147,nested_user,128,699
1033,147,nested_tool,128,717
1034,147,nested_cot,128,598
1035,147,nested_assistant,128,594
1036,148,outer_system,128,740
1037,148,outer_user,128,740
1038,148,outer_assistant,128,740
1039,148,nested_user,128,873
1040,148,nested_tool,128,891
1041,148,nested_cot,128,772
1042,148,nested_assistant,128,768
1043,149,outer_system,128,263
1044,149,outer_user,128,263
1045,149,outer_assistant,128,263
1046,149,nested_user,128,396
1047,149,nested_tool,128,413
1048,149,nested_cot,128,294
1049,149,nested_assistant,128,291
1050,150,outer_system,128,1028
1051,150,outer_user,128,1028
1052,150,outer_assistant,128,1028
1053,150,nested_user,128,1161
1054,150,nested_tool,128,1179
1055,150,nested_cot,128,1060
1056,150,nested_assistant,128,1056
1057,151,outer_system,128,662
1058,151,outer_user,128,662
1059,151,outer_assistant,128,662
1060,151,nested_user,128,795
1061,151,nested_tool,128,813
1062,151,nested_cot,128,694
1063,151,nested_assistant,128,690
1064,152,outer_system,128,1029
1065,152,outer_user,128,1029
1066,152,outer_assistant,128,1029
1067,152,nested_user,128,1162
1068,152,nested_tool,128,1180
1069,152,nested_cot,128,1061
1070,152,nested_assistant,128,1057
1071,153,outer_system,128,481
1072,153,outer_user,128,481
1073,153,outer_assistant,128,481
1074,153,nested_user,128,614
1075,153,nested_tool,128,631
1076,153,nested_cot,128,512
1077,153,nested_assistant,128,509
1078,154,outer_system,128,708
1079,154,outer_user,128,708
1080,154,outer_assistant,128,708
1081,154,nested_user,128,841
1082,154,nested_tool,128,859
1083,154,nested_cot,128,740
1084,154,nested_assistant,128,736
1085,155,outer_system,128,249
1086,155,outer_user,128,249
1087,155,outer_assistant,128,249
1088,155,nested_user,128,382
1089,155,nested_tool,128,400
1090,155,nested_cot,128,281
1091,155,nested_assistant,128,277
1092,156,outer_system,128,497
1093,156,outer_user,128,497
1094,156,outer_assistant,128,497
1095,156,nested_user,128,630
1096,156,nested_tool,128,648
1097,156,nested_cot,128,529
1098,156,nested_assistant,128,525
1099,157,outer_system,128,275
1100,157,outer_user,128,275
1101,157,outer_assistant,128,275
1102,157,nested_user,128,408
1103,157,nested_tool,128,426
1104,157,nested_cot,128,307
1105,157,nested_assistant,128,303
1106,158,outer_system,128,853
1107,158,outer_user,128,853
1108,158,outer_assistant,128,853
1109,158,nested_user,128,986
1110,158,nested_tool,128,1004
1111,158,nested_cot,128,885
1112,158,nested_assistant,128,881
1113,159,outer_system,128,1029
1114,159,outer_user,128,1029
1115,159,outer_assistant,128,1029
1116,159,nested_user,128,1162
1117,159,nested_tool,128,1180
1118,159,nested_cot,128,1061
1119,159,nested_assistant,128,1057
1120,160,outer_system,128,641
1121,160,outer_user,128,641
1122,160,outer_assistant,128,641
1123,160,nested_user,128,774
1124,160,nested_tool,128,791
1125,160,nested_cot,128,672
1126,160,nested_assistant,128,669
1127,161,outer_system,128,1029
1128,161,outer_user,128,1029
1129,161,outer_assistant,128,1029
1130,161,nested_user,128,1162
1131,161,nested_tool,128,1180
1132,161,nested_cot,128,1061
1133,161,nested_assistant,128,1057
1134,162,outer_system,128,589
1135,162,outer_user,128,589
1136,162,outer_assistant,128,589
1137,162,nested_user,128,722
1138,162,nested_tool,128,740
1139,162,nested_cot,128,621
1140,162,nested_assistant,128,617
1141,163,outer_system,128,245
1142,163,outer_user,128,245
1143,163,outer_assistant,128,245
1144,163,nested_user,128,378
1145,163,nested_tool,128,395
1146,163,nested_cot,128,276
1147,163,nested_assistant,128,273
1148,164,outer_system,128,1029
1149,164,outer_user,128,1029
1150,164,outer_assistant,128,1029
1151,164,nested_user,128,1162
1152,164,nested_tool,128,1180
1153,164,nested_cot,128,1061
1154,164,nested_assistant,128,1057
1155,165,outer_system,128,342
1156,165,outer_user,128,342
1157,165,outer_assistant,128,342
1158,165,nested_user,128,475
1159,165,nested_tool,128,492
1160,165,nested_cot,128,373
1161,165,nested_assistant,128,370
1162,166,outer_system,128,970
1163,166,outer_user,128,970
1164,166,outer_assistant,128,970
1165,166,nested_user,128,1103
1166,166,nested_tool,128,1120
1167,166,nested_cot,128,1001
1168,166,nested_assistant,128,998
1169,167,outer_system,128,1029
1170,167,outer_user,128,1029
1171,167,outer_assistant,128,1029
1172,167,nested_user,128,1162
1173,167,nested_tool,128,1180
1174,167,nested_cot,128,1061
1175,167,nested_assistant,128,1057
1176,168,outer_system,128,1029
1177,168,outer_user,128,1029
1178,168,outer_assistant,128,1029
1179,168,nested_user,128,1162
1180,168,nested_tool,128,1180
1181,168,nested_cot,128,1061
1182,168,nested_assistant,128,1057
1183,169,outer_system,128,920
1184,169,outer_user,128,920
1185,169,outer_assistant,128,920
1186,169,nested_user,128,1053
1187,169,nested_tool,128,1071
1188,169,nested_cot,128,952
1189,169,nested_assistant,128,948
1190,170,outer_system,128,270
1191,170,outer_user,128,270
1192,170,outer_assistant,128,270
1193,170,nested_user,128,403
1194,170,nested_tool,128,421
1195,170,nested_cot,128,302
1196,170,nested_assistant,128,298
1197,171,outer_system,128,620
1198,171,outer_user,128,620
1199,171,outer_assistant,128,620
1200,171,nested_user,128,753
1201,171,nested_tool,128,771
1202,171,nested_cot,128,652
1203,171,nested_assistant,128,648
1204,172,outer_system,128,257
1205,172,outer_user,128,257
1206,172,outer_assistant,128,257
1207,172,nested_user,128,390
1208,172,nested_tool,128,407
1209,172,nested_cot,128,288
1210,172,nested_assistant,128,285
1211,173,outer_system,102,107
1212,173,outer_user,102,107
1213,173,outer_assistant,102,107
1214,173,nested_user,102,240
1215,173,nested_tool,102,258
1216,173,nested_cot,102,139
1217,173,nested_assistant,102,135
1218,174,outer_system,128,618
1219,174,outer_user,128,618
1220,174,outer_assistant,128,618
1221,174,nested_user,128,751
1222,174,nested_tool,128,768
1223,174,nested_cot,128,649
1224,174,nested_assistant,128,646
1225,175,outer_system,128,157
1226,175,outer_user,128,157
1227,175,outer_assistant,128,157
1228,175,nested_user,128,290
1229,175,nested_tool,128,307
1230,175,nested_cot,128,188
1231,175,nested_assistant,128,185
1232,176,outer_system,128,163
1233,176,outer_user,128,163
1234,176,outer_assistant,128,163
1235,176,nested_user,128,296
1236,176,nested_tool,128,313
1237,176,nested_cot,128,194
1238,176,nested_assistant,128,191
1239,177,outer_system,128,1028
1240,177,outer_user,128,1028
1241,177,outer_assistant,128,1028
1242,177,nested_user,128,1161
1243,177,nested_tool,128,1179
1244,177,nested_cot,128,1060
1245,177,nested_assistant,128,1056
1246,178,outer_system,128,1029
1247,178,outer_user,128,1029
1248,178,outer_assistant,128,1029
1249,178,nested_user,128,1162
1250,178,nested_tool,128,1180
1251,178,nested_cot,128,1061
1252,178,nested_assistant,128,1057
1253,179,outer_system,128,1029
1254,179,outer_user,128,1029
1255,179,outer_assistant,128,1029
1256,179,nested_user,128,1162
1257,179,nested_tool,128,1180
1258,179,nested_cot,128,1061
1259,179,nested_assistant,128,1057
1260,180,outer_system,128,697
1261,180,outer_user,128,697
1262,180,outer_assistant,128,697
1263,180,nested_user,128,830
1264,180,nested_tool,128,848
1265,180,nested_cot,128,729
1266,180,nested_assistant,128,725
1267,181,outer_system,128,561
1268,181,outer_user,128,561
1269,181,outer_assistant,128,561
1270,181,nested_user,128,694
1271,181,nested_tool,128,711
1272,181,nested_cot,128,592
1273,181,nested_assistant,128,589
1274,182,outer_system,128,1029
1275,182,outer_user,128,1029
1276,182,outer_assistant,128,1029
1277,182,nested_user,128,1162
1278,182,nested_tool,128,1180
1279,182,nested_cot,128,1061
1280,182,nested_assistant,128,1057
1281,183,outer_system,128,698
1282,183,outer_user,128,698
1283,183,outer_assistant,128,698
1284,183,nested_user,128,831
1285,183,nested_tool,128,849
1286,183,nested_cot,128,730
1287,183,nested_assistant,128,726
1288,184,outer_system,128,608
1289,184,outer_user,128,608
1290,184,outer_assistant,128,608
1291,184,nested_user,128,741
1292,184,nested_tool,128,758
1293,184,nested_cot,128,639
1294,184,nested_assistant,128,636
1295,185,outer_system,128,1029
1296,185,outer_user,128,1029
1297,185,outer_assistant,128,1029
1298,185,nested_user,128,1162
1299,185,nested_tool,128,1180
1300,185,nested_cot,128,1061
1301,185,nested_assistant,128,1057
1302,186,outer_system,128,144
1303,186,outer_user,128,144
1304,186,outer_assistant,128,144
1305,186,nested_user,128,277
1306,186,nested_tool,128,294
1307,186,nested_cot,128,175
1308,186,nested_assistant,128,172
1309,187,outer_system,128,474
1310,187,outer_user,128,474
1311,187,outer_assistant,128,474
1312,187,nested_user,128,607
1313,187,nested_tool,128,625
1314,187,nested_cot,128,506
1315,187,nested_assistant,128,502
1316,188,outer_system,128,1029
1317,188,outer_user,128,1029
1318,188,outer_assistant,128,1029
1319,188,nested_user,128,1162
1320,188,nested_tool,128,1180
1321,188,nested_cot,128,1061
1322,188,nested_assistant,128,1057
1323,189,outer_system,128,1029
1324,189,outer_user,128,1029
1325,189,outer_assistant,128,1029
1326,189,nested_user,128,1162
1327,189,nested_tool,128,1180
1328,189,nested_cot,128,1061
1329,189,nested_assistant,128,1057
1330,190,outer_system,128,922
1331,190,outer_user,128,922
1332,190,outer_assistant,128,922
1333,190,nested_user,128,1055
1334,190,nested_tool,128,1073
1335,190,nested_cot,128,954
1336,190,nested_assistant,128,950
1337,191,outer_system,128,1029
1338,191,outer_user,128,1029
1339,191,outer_assistant,128,1029
1340,191,nested_user,128,1162
1341,191,nested_tool,128,1180
1342,191,nested_cot,128,1061
1343,191,nested_assistant,128,1057
1344,192,outer_system,128,282
1345,192,outer_user,128,282
1346,192,outer_assistant,128,282
1347,192,nested_user,128,415
1348,192,nested_tool,128,432
1349,192,nested_cot,128,313
1350,192,nested_assistant,128,310
1351,193,outer_system,128,336
1352,193,outer_user,128,336
1353,193,outer_assistant,128,336
1354,193,nested_user,128,469
1355,193,nested_tool,128,487
1356,193,nested_cot,128,368
1357,193,nested_assistant,128,364
1358,194,outer_system,128,269
1359,194,outer_user,128,269
1360,194,outer_assistant,128,269
1361,194,nested_user,128,402
1362,194,nested_tool,128,420
1363,194,nested_cot,128,301
1364,194,nested_assistant,128,297
1365,195,outer_system,128,136
1366,195,outer_user,128,136
1367,195,outer_assistant,128,136
1368,195,nested_user,128,269
1369,195,nested_tool,128,287
1370,195,nested_cot,128,168
1371,195,nested_assistant,128,164
1372,196,outer_system,128,851
1373,196,outer_user,128,851
1374,196,outer_assistant,128,851
1375,196,nested_user,128,984
1376,196,nested_tool,128,1002
1377,196,nested_cot,128,883
1378,196,nested_assistant,128,879
1379,197,outer_system,128,390
1380,197,outer_user,128,390
1381,197,outer_assistant,128,390
1382,197,nested_user,128,523
1383,197,nested_tool,128,541
1384,197,nested_cot,128,422
1385,197,nested_assistant,128,418
1386,198,outer_system,128,1029
1387,198,outer_user,128,1029
1388,198,outer_assistant,128,1029
1389,198,nested_user,128,1162
1390,198,nested_tool,128,1180
1391,198,nested_cot,128,1061
1392,198,nested_assistant,128,1057
1393,199,outer_system,128,650
1394,199,outer_user,128,650
1395,199,outer_assistant,128,650
1396,199,nested_user,128,783
1397,199,nested_tool,128,800
1398,199,nested_cot,128,681
1399,199,nested_assistant,128,678
1400,200,outer_system,128,1029
1401,200,outer_user,128,1029
1402,200,outer_assistant,128,1029
1403,200,nested_user,128,1162
1404,200,nested_tool,128,1179
1405,200,nested_cot,128,1060
1406,200,nested_assistant,128,1057
1407,201,outer_system,128,242
1408,201,outer_user,128,242
1409,201,outer_assistant,128,242
1410,201,nested_user,128,375
1411,201,nested_tool,128,392
1412,201,nested_cot,128,273
1413,201,nested_assistant,128,270
1414,202,outer_system,128,1029
1415,202,outer_user,128,1029
1416,202,outer_assistant,128,1029
1417,202,nested_user,128,1162
1418,202,nested_tool,128,1180
1419,202,nested_cot,128,1061
1420,202,nested_assistant,128,1057
1421,203,outer_system,128,1029
1422,203,outer_user,128,1029
1423,203,outer_assistant,128,1029
1424,203,nested_user,128,1162
1425,203,nested_tool,128,1180
1426,203,nested_cot,128,1061
1427,203,nested_assistant,128,1057
1428,204,outer_system,128,501
1429,204,outer_user,128,501
1430,204,outer_assistant,128,501
1431,204,nested_user,128,634
1432,204,nested_tool,128,651
1433,204,nested_cot,128,532
1434,204,nested_assistant,128,529
1435,205,outer_system,110,115
1436,205,outer_user,110,115
1437,205,outer_assistant,110,115
1438,205,nested_user,110,248
1439,205,nested_tool,110,266
1440,205,nested_cot,110,147
1441,205,nested_assistant,110,143
1442,206,outer_system,128,1029
1443,206,outer_user,128,1029
1444,206,outer_assistant,128,1029
1445,206,nested_user,128,1162
1446,206,nested_tool,128,1180
1447,206,nested_cot,128,1061
1448,206,nested_assistant,128,1057
1449,207,outer_system,128,536
1450,207,outer_user,128,536
1451,207,outer_assistant,128,536
1452,207,nested_user,128,669
1453,207,nested_tool,128,686
1454,207,nested_cot,128,567
1455,207,nested_assistant,128,564
1456,208,outer_system,128,1029
1457,208,outer_user,128,1029
1458,208,outer_assistant,128,1029
1459,208,nested_user,128,1162
1460,208,nested_tool,128,1180
1461,208,nested_cot,128,1061
1462,208,nested_assistant,128,1057
1463,209,outer_system,128,383
1464,209,outer_user,128,383
1465,209,outer_assistant,128,383
1466,209,nested_user,128,516
1467,209,nested_tool,128,533
1468,209,nested_cot,128,414
1469,209,nested_assistant,128,411
1470,210,outer_system,128,198
1471,210,outer_user,128,198
1472,210,outer_assistant,128,198
1473,210,nested_user,128,331
1474,210,nested_tool,128,348
1475,210,nested_cot,128,229
1476,210,nested_assistant,128,226
1477,211,outer_system,128,1029
1478,211,outer_user,128,1029
1479,211,outer_assistant,128,1029
1480,211,nested_user,128,1162
1481,211,nested_tool,128,1180
1482,211,nested_cot,128,1061
1483,211,nested_assistant,128,1057
1484,212,outer_system,128,609
1485,212,outer_user,128,609
1486,212,outer_assistant,128,609
1487,212,nested_user,128,742
1488,212,nested_tool,128,760
1489,212,nested_cot,128,641
1490,212,nested_assistant,128,637
1491,213,outer_system,128,208
1492,213,outer_user,128,208
1493,213,outer_assistant,128,208
1494,213,nested_user,128,341
1495,213,nested_tool,128,358
1496,213,nested_cot,128,239
1497,213,nested_assistant,128,236
1498,214,outer_system,128,1002
1499,214,outer_user,128,1002
1500,214,outer_assistant,128,1002
1501,214,nested_user,128,1135
1502,214,nested_tool,128,1153
1503,214,nested_cot,128,1034
1504,214,nested_assistant,128,1030
1505,215,outer_system,128,1029
1506,215,outer_user,128,1029
1507,215,outer_assistant,128,1029
1508,215,nested_user,128,1162
1509,215,nested_tool,128,1179
1510,215,nested_cot,128,1060
1511,215,nested_assistant,128,1057
1512,216,outer_system,128,1029
1513,216,outer_user,128,1029
1514,216,outer_assistant,128,1029
1515,216,nested_user,128,1162
1516,216,nested_tool,128,1180
1517,216,nested_cot,128,1061
1518,216,nested_assistant,128,1057
1519,217,outer_system,128,256
1520,217,outer_user,128,256
1521,217,outer_assistant,128,256
1522,217,nested_user,128,389
1523,217,nested_tool,128,407
1524,217,nested_cot,128,288
1525,217,nested_assistant,128,284
1526,218,outer_system,128,1029
1527,218,outer_user,128,1029
1528,218,outer_assistant,128,1029
1529,218,nested_user,128,1162
1530,218,nested_tool,128,1180
1531,218,nested_cot,128,1061
1532,218,nested_assistant,128,1057
1533,219,outer_system,128,133
1534,219,outer_user,128,133
1535,219,outer_assistant,128,133
1536,219,nested_user,128,266
1537,219,nested_tool,128,284
1538,219,nested_cot,128,165
1539,219,nested_assistant,128,161
1540,220,outer_system,128,1029
1541,220,outer_user,128,1029
1542,220,outer_assistant,128,1029
1543,220,nested_user,128,1162
1544,220,nested_tool,128,1180
1545,220,nested_cot,128,1061
1546,220,nested_assistant,128,1057
1547,221,outer_system,128,1029
1548,221,outer_user,128,1029
1549,221,outer_assistant,128,1029
1550,221,nested_user,128,1162
1551,221,nested_tool,128,1179
1552,221,nested_cot,128,1060
1553,221,nested_assistant,128,1057
1554,222,outer_system,128,1028
1555,222,outer_user,128,1028
1556,222,outer_assistant,128,1028
1557,222,nested_user,128,1161
1558,222,nested_tool,128,1179
1559,222,nested_cot,128,1060
1560,222,nested_assistant,128,1056
1561,223,outer_system,128,747
1562,223,outer_user,128,747
1563,223,outer_assistant,128,747
1564,223,nested_user,128,880
1565,223,nested_tool,128,898
1566,223,nested_cot,128,779
1567,223,nested_assistant,128,775
1568,224,outer_system,128,1029
1569,224,outer_user,128,1029
1570,224,outer_assistant,128,1029
1571,224,nested_user,128,1162
1572,224,nested_tool,128,1180
1573,224,nested_cot,128,1061
1574,224,nested_assistant,128,1057
1575,225,outer_system,128,275
1576,225,outer_user,128,275
1577,225,outer_assistant,128,275
1578,225,nested_user,128,408
1579,225,nested_tool,128,426
1580,225,nested_cot,128,307
1581,225,nested_assistant,128,303
1582,226,outer_system,128,675
1583,226,outer_user,128,675
1584,226,outer_assistant,128,675
1585,226,nested_user,128,808
1586,226,nested_tool,128,826
1587,226,nested_cot,128,707
1588,226,nested_assistant,128,703
1589,227,outer_system,128,190
1590,227,outer_user,128,190
1591,227,outer_assistant,128,190
1592,227,nested_user,128,323
1593,227,nested_tool,128,340
1594,227,nested_cot,128,221
1595,227,nested_assistant,128,218
1596,228,outer_system,128,260
1597,228,outer_user,128,260
1598,228,outer_assistant,128,260
1599,228,nested_user,128,393
1600,228,nested_tool,128,410
1601,228,nested_cot,128,291
1602,228,nested_assistant,128,288
1603,229,outer_system,128,904
1604,229,outer_user,128,904
1605,229,outer_assistant,128,904
1606,229,nested_user,128,1037
1607,229,nested_tool,128,1055
1608,229,nested_cot,128,936
1609,229,nested_assistant,128,932
1610,230,outer_system,128,1029
1611,230,outer_user,128,1029
1612,230,outer_assistant,128,1029
1613,230,nested_user,128,1162
1614,230,nested_tool,128,1180
1615,230,nested_cot,128,1061
1616,230,nested_assistant,128,1057
1617,231,outer_system,128,552
1618,231,outer_user,128,552
1619,231,outer_assistant,128,552
1620,231,nested_user,128,685
1621,231,nested_tool,128,702
1622,231,nested_cot,128,583
1623,231,nested_assistant,128,580
1624,232,outer_system,128,1029
1625,232,outer_user,128,1029
1626,232,outer_assistant,128,1029
1627,232,nested_user,128,1162
1628,232,nested_tool,128,1180
1629,232,nested_cot,128,1061
1630,232,nested_assistant,128,1057
1631,233,outer_system,128,431
1632,233,outer_user,128,431
1633,233,outer_assistant,128,431
1634,233,nested_user,128,564
1635,233,nested_tool,128,582
1636,233,nested_cot,128,463
1637,233,nested_assistant,128,459
1638,234,outer_system,128,441
1639,234,outer_user,128,441
1640,234,outer_assistant,128,441
1641,234,nested_user,128,574
1642,234,nested_tool,128,591
1643,234,nested_cot,128,472
1644,234,nested_assistant,128,469
1645,235,outer_system,128,1029
1646,235,outer_user,128,1029
1647,235,outer_assistant,128,1029
1648,235,nested_user,128,1162
1649,235,nested_tool,128,1180
1650,235,nested_cot,128,1061
1651,235,nested_assistant,128,1057
1652,236,outer_system,128,1029
1653,236,outer_user,128,1029
1654,236,outer_assistant,128,1029
1655,236,nested_user,128,1162
1656,236,nested_tool,128,1180
1657,236,nested_cot,128,1061
1658,236,nested_assistant,128,1057
1659,237,outer_system,128,319
1660,237,outer_user,128,319
1661,237,outer_assistant,128,319
1662,237,nested_user,128,452
1663,237,nested_tool,128,470
1664,237,nested_cot,128,351
1665,237,nested_assistant,128,347
1666,238,outer_system,128,1029
1667,238,outer_user,128,1029
1668,238,outer_assistant,128,1029
1669,238,nested_user,128,1162
1670,238,nested_tool,128,1180
1671,238,nested_cot,128,1061
1672,238,nested_assistant,128,1057
1673,239,outer_system,128,308
1674,239,outer_user,128,308
1675,239,outer_assistant,128,308
1676,239,nested_user,128,441
1677,239,nested_tool,128,458
1678,239,nested_cot,128,339
1679,239,nested_assistant,128,336
1680,240,outer_system,128,1029
1681,240,outer_user,128,1029
1682,240,outer_assistant,128,1029
1683,240,nested_user,128,1162
1684,240,nested_tool,128,1180
1685,240,nested_cot,128,1061
1686,240,nested_assistant,128,1057
1687,241,outer_system,128,1029
1688,241,outer_user,128,1029
1689,241,outer_assistant,128,1029
1690,241,nested_user,128,1162
1691,241,nested_tool,128,1180
1692,241,nested_cot,128,1061
1693,241,nested_assistant,128,1057
1694,242,outer_system,128,1029
1695,242,outer_user,128,1029
1696,242,outer_assistant,128,1029
1697,242,nested_user,128,1162
1698,242,nested_tool,128,1179
1699,242,nested_cot,128,1060
1700,242,nested_assistant,128,1057
1701,243,outer_system,128,252
1702,243,outer_user,128,252
1703,243,outer_assistant,128,252
1704,243,nested_user,128,385
1705,243,nested_tool,128,403
1706,243,nested_cot,128,284
1707,243,nested_assistant,128,280
1708,244,outer_system,128,270
1709,244,outer_user,128,270
1710,244,outer_assistant,128,270
1711,244,nested_user,128,403
1712,244,nested_tool,128,421
1713,244,nested_cot,128,302
1714,244,nested_assistant,128,298
1715,245,outer_system,128,231
1716,245,outer_user,128,231
1717,245,outer_assistant,128,231
1718,245,nested_user,128,364
1719,245,nested_tool,128,382
1720,245,nested_cot,128,263
1721,245,nested_assistant,128,259
1722,246,outer_system,128,849
1723,246,outer_user,128,849
1724,246,outer_assistant,128,849
1725,246,nested_user,128,982
1726,246,nested_tool,128,999
1727,246,nested_cot,128,880
1728,246,nested_assistant,128,877
1729,247,outer_system,128,778
1730,247,outer_user,128,778
1731,247,outer_assistant,128,778
1732,247,nested_user,128,911
1733,247,nested_tool,128,928
1734,247,nested_cot,128,809
1735,247,nested_assistant,128,806
1736,248,outer_system,128,172
1737,248,outer_user,128,172
1738,248,outer_assistant,128,172
1739,248,nested_user,128,305
1740,248,nested_tool,128,323
1741,248,nested_cot,128,204
1742,248,nested_assistant,128,200
1743,249,outer_system,128,803
1744,249,outer_user,128,803
1745,249,outer_assistant,128,803
1746,249,nested_user,128,936
1747,249,nested_tool,128,954
1748,249,nested_cot,128,835
1749,249,nested_assistant,128,831
