prompt_ix,base_sequence_ix,passage_ix,source,role,target_sha256,target_tokens,target_start_token_ix,rendered_tokens,filler_tokens,decoded_target_tokens_match
215,43,43,c4,system,c1a0af159f1ca1cb3bbb230daff94ec27166735d594c491c04f4bb7b1953ae36,436,95,533,92,False
216,43,43,c4,user,c1a0af159f1ca1cb3bbb230daff94ec27166735d594c491c04f4bb7b1953ae36,436,95,533,92,False
217,43,43,c4,tool,c1a0af159f1ca1cb3bbb230daff94ec27166735d594c491c04f4bb7b1953ae36,436,97,536,92,False
218,43,43,c4,cot,c1a0af159f1ca1cb3bbb230daff94ec27166735d594c491c04f4bb7b1953ae36,436,97,537,92,False
219,43,43,c4,assistant,c1a0af159f1ca1cb3bbb230daff94ec27166735d594c491c04f4bb7b1953ae36,436,100,538,92,False
220,44,44,c4,system,f85778a034be4bf12cac3f836b70fd9f4ba1b6632bfe1659bceec6b8933e5838,511,50,563,47,False
221,44,44,c4,user,f85778a034be4bf12cac3f836b70fd9f4ba1b6632bfe1659bceec6b8933e5838,511,50,563,47,False
222,44,44,c4,tool,f85778a034be4bf12cac3f836b70fd9f4ba1b6632bfe1659bceec6b8933e5838,511,52,566,47,False
223,44,44,c4,cot,f85778a034be4bf12cac3f836b70fd9f4ba1b6632bfe1659bceec6b8933e5838,511,52,567,47,False
224,44,44,c4,assistant,f85778a034be4bf12cac3f836b70fd9f4ba1b6632bfe1659bceec6b8933e5838,511,54,567,47,False
225,45,45,c4,system,69b9afaccedb9a8ca82437d6a9324f9dc5ea96b0102f7ee6cd9a48277e6bc67c,166,40,208,37,False
226,45,45,c4,user,69b9afaccedb9a8ca82437d6a9324f9dc5ea96b0102f7ee6cd9a48277e6bc67c,166,40,208,37,False
227,45,45,c4,tool,69b9afaccedb9a8ca82437d6a9324f9dc5ea96b0102f7ee6cd9a48277e6bc67c,166,42,211,37,False
228,45,45,c4,cot,69b9afaccedb9a8ca82437d6a9324f9dc5ea96b0102f7ee6cd9a48277e6bc67c,166,42,212,37,False
229,45,45,c4,assistant,69b9afaccedb9a8ca82437d6a9324f9dc5ea96b0102f7ee6cd9a48277e6bc67c,166,45,213,37,False
230,46,46,c4,system,3b6b399ee5371a824d65d110eb7c01b12c095ed2500b66c0ed2a80a9c2683489,562,60,624,57,False
231,46,46,c4,user,3b6b399ee5371a824d65d110eb7c01b12c095ed2500b66c0ed2a80a9c2683489,562,60,624,57,False
232,46,46,c4,tool,3b6b399ee5371a824d65d110eb7c01b12c095ed2500b66c0ed2a80a9c2683489,562,62,627,57,False
233,46,46,c4,cot,3b6b399ee5371a824d65d110eb7c01b12c095ed2500b66c0ed2a80a9c2683489,562,62,628,57,False
234,46,46,c4,assistant,3b6b399ee5371a824d65d110eb7c01b12c095ed2500b66c0ed2a80a9c2683489,562,65,629,57,False
235,47,47,c4,system,e897dfc6c38fba6fdf793b3d7c2dbe3c4433f0dfed20833d9de542ec3e33efb9,432,19,453,16,False
236,47,47,c4,user,e897dfc6c38fba6fdf793b3d7c2dbe3c4433f0dfed20833d9de542ec3e33efb9,432,19,453,16,False
237,47,47,c4,tool,e897dfc6c38fba6fdf793b3d7c2dbe3c4433f0dfed20833d9de542ec3e33efb9,432,21,456,16,False
238,47,47,c4,cot,e897dfc6c38fba6fdf793b3d7c2dbe3c4433f0dfed20833d9de542ec3e33efb9,432,21,457,16,False
239,47,47,c4,assistant,e897dfc6c38fba6fdf793b3d7c2dbe3c4433f0dfed20833d9de542ec3e33efb9,432,24,458,16,False
240,48,48,c4,system,f67b0e3a402cb28e8a99941d0bed1b4d071407051b31770c367a0d9d8e2ea0f9,406,24,432,21,False
241,48,48,c4,user,f67b0e3a402cb28e8a99941d0bed1b4d071407051b31770c367a0d9d8e2ea0f9,406,24,432,21,False
242,48,48,c4,tool,f67b0e3a402cb28e8a99941d0bed1b4d071407051b31770c367a0d9d8e2ea0f9,406,26,435,21,False
243,48,48,c4,cot,f67b0e3a402cb28e8a99941d0bed1b4d071407051b31770c367a0d9d8e2ea0f9,406,26,436,21,False
244,48,48,c4,assistant,f67b0e3a402cb28e8a99941d0bed1b4d071407051b31770c367a0d9d8e2ea0f9,406,29,437,21,False
245,49,49,c4,system,08f877b33b6e486a7ba4765649feb5fadcf14d7ebea2b0e7cc5ff53266fe8b96,384,4,390,1,False
246,49,49,c4,user,08f877b33b6e486a7ba4765649feb5fadcf14d7ebea2b0e7cc5ff53266fe8b96,384,4,390,1,False
247,49,49,c4,tool,08f877b33b6e486a7ba4765649feb5fadcf14d7ebea2b0e7cc5ff53266fe8b96,384,6,393,1,False
248,49,49,c4,cot,08f877b33b6e486a7ba4765649feb5fadcf14d7ebea2b0e7cc5ff53266fe8b96,384,6,394,1,False
249,49,49,c4,assistant,08f877b33b6e486a7ba4765649feb5fadcf14d7ebea2b0e7cc5ff53266fe8b96,384,9,395,1,False
250,50,50,c4,system,7b72d99857ddd465bb34d825da42f7eb2b54b620d6118250aded52081b2df793,1024,8,1034,5,True
251,50,50,c4,user,7b72d99857ddd465bb34d825da42f7eb2b54b620d6118250aded52081b2df793,1024,8,1034,5,True
252,50,50,c4,tool,7b72d99857ddd465bb34d825da42f7eb2b54b620d6118250aded52081b2df793,1024,10,1038,5,True
253,50,50,c4,cot,7b72d99857ddd465bb34d825da42f7eb2b54b620d6118250aded52081b2df793,1024,10,1039,5,True
254,50,50,c4,assistant,7b72d99857ddd465bb34d825da42f7eb2b54b620d6118250aded52081b2df793,1024,13,1039,5,True
255,51,51,c4,system,bb27d7bd690328c9102f0e77bb022b4cdef3bf7ebe87ffd28fc3a31eed64d990,96,3,101,0,False
256,51,51,c4,user,bb27d7bd690328c9102f0e77bb022b4cdef3bf7ebe87ffd28fc3a31eed64d990,96,3,101,0,False
257,51,51,c4,tool,bb27d7bd690328c9102f0e77bb022b4cdef3bf7ebe87ffd28fc3a31eed64d990,96,5,104,0,False
258,51,51,c4,cot,bb27d7bd690328c9102f0e77bb022b4cdef3bf7ebe87ffd28fc3a31eed64d990,96,5,105,0,False
259,51,51,c4,assistant,bb27d7bd690328c9102f0e77bb022b4cdef3bf7ebe87ffd28fc3a31eed64d990,96,7,105,0,False
260,52,52,c4,system,60891ca0489da80c00ce65a658f2f7ae0dca874e3fddd2a21f17ed546c9b296e,685,41,728,38,False
261,52,52,c4,user,60891ca0489da80c00ce65a658f2f7ae0dca874e3fddd2a21f17ed546c9b296e,685,41,728,38,False
262,52,52,c4,tool,60891ca0489da80c00ce65a658f2f7ae0dca874e3fddd2a21f17ed546c9b296e,685,43,731,38,False
263,52,52,c4,cot,60891ca0489da80c00ce65a658f2f7ae0dca874e3fddd2a21f17ed546c9b296e,685,43,732,38,False
264,52,52,c4,assistant,60891ca0489da80c00ce65a658f2f7ae0dca874e3fddd2a21f17ed546c9b296e,685,45,732,38,False
265,53,53,c4,system,ae4194aca98111f9284b262c7cc5a8f001fbcd5bb539855b8a46a201bcb7a9df,44,34,80,31,False
266,53,53,c4,user,ae4194aca98111f9284b262c7cc5a8f001fbcd5bb539855b8a46a201bcb7a9df,44,34,80,31,False
267,53,53,c4,tool,ae4194aca98111f9284b262c7cc5a8f001fbcd5bb539855b8a46a201bcb7a9df,44,36,83,31,False
268,53,53,c4,cot,ae4194aca98111f9284b262c7cc5a8f001fbcd5bb539855b8a46a201bcb7a9df,44,36,84,31,False
269,53,53,c4,assistant,ae4194aca98111f9284b262c7cc5a8f001fbcd5bb539855b8a46a201bcb7a9df,44,39,85,31,False
270,54,54,c4,system,a22eb3c5523a8781e3b24e0b3d508e7e1a7a430526a949fd2e99ddbef755cb36,104,117,223,114,False
271,54,54,c4,user,a22eb3c5523a8781e3b24e0b3d508e7e1a7a430526a949fd2e99ddbef755cb36,104,117,223,114,False
272,54,54,c4,tool,a22eb3c5523a8781e3b24e0b3d508e7e1a7a430526a949fd2e99ddbef755cb36,104,119,226,114,False
273,54,54,c4,cot,a22eb3c5523a8781e3b24e0b3d508e7e1a7a430526a949fd2e99ddbef755cb36,104,119,227,114,False
274,54,54,c4,assistant,a22eb3c5523a8781e3b24e0b3d508e7e1a7a430526a949fd2e99ddbef755cb36,104,122,228,114,False
275,55,55,c4,system,1d7cfc194e52eb7842918fd07314293a717ec5a190ebbe8110fa995466fdd653,1024,52,1078,49,True
276,55,55,c4,user,1d7cfc194e52eb7842918fd07314293a717ec5a190ebbe8110fa995466fdd653,1024,52,1078,49,True
277,55,55,c4,tool,1d7cfc194e52eb7842918fd07314293a717ec5a190ebbe8110fa995466fdd653,1024,54,1082,49,True
278,55,55,c4,cot,1d7cfc194e52eb7842918fd07314293a717ec5a190ebbe8110fa995466fdd653,1024,54,1083,49,True
279,55,55,c4,assistant,1d7cfc194e52eb7842918fd07314293a717ec5a190ebbe8110fa995466fdd653,1024,57,1083,49,True
280,56,56,c4,system,2c23cfb5055cb83cfcb0a152fb6485c0af07287839fe3548e0f4d47e1ef28198,67,85,154,82,False
281,56,56,c4,user,2c23cfb5055cb83cfcb0a152fb6485c0af07287839fe3548e0f4d47e1ef28198,67,85,154,82,False
282,56,56,c4,tool,2c23cfb5055cb83cfcb0a152fb6485c0af07287839fe3548e0f4d47e1ef28198,67,87,157,82,False
283,56,56,c4,cot,2c23cfb5055cb83cfcb0a152fb6485c0af07287839fe3548e0f4d47e1ef28198,67,87,158,82,False
284,56,56,c4,assistant,2c23cfb5055cb83cfcb0a152fb6485c0af07287839fe3548e0f4d47e1ef28198,67,90,159,82,False
285,57,57,c4,system,4d62aeae95916cd6418bc34d860af594f65b4b5b50842906f323a19e1f225363,121,10,133,7,False
286,57,57,c4,user,4d62aeae95916cd6418bc34d860af594f65b4b5b50842906f323a19e1f225363,121,10,133,7,False
287,57,57,c4,tool,4d62aeae95916cd6418bc34d860af594f65b4b5b50842906f323a19e1f225363,121,12,136,7,False
288,57,57,c4,cot,4d62aeae95916cd6418bc34d860af594f65b4b5b50842906f323a19e1f225363,121,12,137,7,False
289,57,57,c4,assistant,4d62aeae95916cd6418bc34d860af594f65b4b5b50842906f323a19e1f225363,121,15,138,7,False
290,58,58,c4,system,42f7a7949ad95ae9ac7f0ec08dae75abd7b0dc532bb8117145de31c73321fa04,459,3,464,0,False
291,58,58,c4,user,42f7a7949ad95ae9ac7f0ec08dae75abd7b0dc532bb8117145de31c73321fa04,459,3,464,0,False
292,58,58,c4,tool,42f7a7949ad95ae9ac7f0ec08dae75abd7b0dc532bb8117145de31c73321fa04,459,5,467,0,False
293,58,58,c4,cot,42f7a7949ad95ae9ac7f0ec08dae75abd7b0dc532bb8117145de31c73321fa04,459,5,468,0,False
294,58,58,c4,assistant,42f7a7949ad95ae9ac7f0ec08dae75abd7b0dc532bb8117145de31c73321fa04,459,7,468,0,False
295,59,59,c4,system,6bcc3dace2d425ed30979a40f1022728e51323bd21936ef6c22ce56288aed6ac,55,43,100,40,False
296,59,59,c4,user,6bcc3dace2d425ed30979a40f1022728e51323bd21936ef6c22ce56288aed6ac,55,43,100,40,False
297,59,59,c4,tool,6bcc3dace2d425ed30979a40f1022728e51323bd21936ef6c22ce56288aed6ac,55,45,103,40,False
298,59,59,c4,cot,6bcc3dace2d425ed30979a40f1022728e51323bd21936ef6c22ce56288aed6ac,55,45,104,40,False
299,59,59,c4,assistant,6bcc3dace2d425ed30979a40f1022728e51323bd21936ef6c22ce56288aed6ac,55,47,104,40,False
300,60,60,c4,system,5df716e88269eefb38e232e867aaa02fe7c29c6a5b869030031a2a8f39c2ee4c,450,55,507,52,False
301,60,60,c4,user,5df716e88269eefb38e232e867aaa02fe7c29c6a5b869030031a2a8f39c2ee4c,450,55,507,52,False
302,60,60,c4,tool,5df716e88269eefb38e232e867aaa02fe7c29c6a5b869030031a2a8f39c2ee4c,450,57,510,52,False
303,60,60,c4,cot,5df716e88269eefb38e232e867aaa02fe7c29c6a5b869030031a2a8f39c2ee4c,450,57,511,52,False
304,60,60,c4,assistant,5df716e88269eefb38e232e867aaa02fe7c29c6a5b869030031a2a8f39c2ee4c,450,60,512,52,False
305,61,61,c4,system,b5a5efa0775be379ec3e978313a64ba7b6140f8740129c25635c86bd62b8a24c,171,3,176,0,False
306,61,61,c4,user,b5a5efa0775be379ec3e978313a64ba7b6140f8740129c25635c86bd62b8a24c,171,3,176,0,False
307,61,61,c4,tool,b5a5efa0775be379ec3e978313a64ba7b6140f8740129c25635c86bd62b8a24c,171,5,179,0,False
308,61,61,c4,cot,b5a5efa0775be379ec3e978313a64ba7b6140f8740129c25635c86bd62b8a24c,171,5,180,0,False
309,61,61,c4,assistant,b5a5efa0775be379ec3e978313a64ba7b6140f8740129c25635c86bd62b8a24c,171,7,180,0,False
310,62,62,dolma3,system,4c9a5b5ea8ed48481591b8997ca5c38c24e0dd82c336b77c3652ec75e4f26c4c,435,2,439,0,False
311,62,62,dolma3,user,4c9a5b5ea8ed48481591b8997ca5c38c24e0dd82c336b77c3652ec75e4f26c4c,435,2,439,0,False
312,62,62,dolma3,tool,4c9a5b5ea8ed48481591b8997ca5c38c24e0dd82c336b77c3652ec75e4f26c4c,435,4,443,0,False
313,62,62,dolma3,cot,4c9a5b5ea8ed48481591b8997ca5c38c24e0dd82c336b77c3652ec75e4f26c4c,435,4,444,0,False
314,62,62,dolma3,assistant,4c9a5b5ea8ed48481591b8997ca5c38c24e0dd82c336b77c3652ec75e4f26c4c,435,6,443,0,False
315,63,63,dolma3,system,8cdf244994c48a33a227a1e0d934b949667b31f428179cd56c40361f69e6819e,383,220,605,217,False
316,63,63,dolma3,user,8cdf244994c48a33a227a1e0d934b949667b31f428179cd56c40361f69e6819e,383,220,605,217,False
317,63,63,dolma3,tool,8cdf244994c48a33a227a1e0d934b949667b31f428179cd56c40361f69e6819e,383,222,608,217,False
318,63,63,dolma3,cot,8cdf244994c48a33a227a1e0d934b949667b31f428179cd56c40361f69e6819e,383,222,609,217,False
319,63,63,dolma3,assistant,8cdf244994c48a33a227a1e0d934b949667b31f428179cd56c40361f69e6819e,383,225,610,217,False
320,64,64,dolma3,system,4e121e12e4c11a8ef3f4febe71d64952c8eedc98e399b83411befe66fe785337,452,3,457,0,True
321,64,64,dolma3,user,4e121e12e4c11a8ef3f4febe71d64952c8eedc98e399b83411befe66fe785337,452,3,457,0,True
322,64,64,dolma3,tool,4e121e12e4c11a8ef3f4febe71d64952c8eedc98e399b83411befe66fe785337,452,5,461,0,True
323,64,64,dolma3,cot,4e121e12e4c11a8ef3f4febe71d64952c8eedc98e399b83411befe66fe785337,452,5,462,0,True
324,64,64,dolma3,assistant,4e121e12e4c11a8ef3f4febe71d64952c8eedc98e399b83411befe66fe785337,452,7,461,0,True
325,65,65,dolma3,system,9b729a46ef6f0f9b0ca28d82b2169dfc4d640799d79b71c7b50c46b840fa7487,350,47,399,44,True
326,65,65,dolma3,user,9b729a46ef6f0f9b0ca28d82b2169dfc4d640799d79b71c7b50c46b840fa7487,350,47,399,44,True
327,65,65,dolma3,tool,9b729a46ef6f0f9b0ca28d82b2169dfc4d640799d79b71c7b50c46b840fa7487,350,49,403,44,True
328,65,65,dolma3,cot,9b729a46ef6f0f9b0ca28d82b2169dfc4d640799d79b71c7b50c46b840fa7487,350,49,404,44,True
329,65,65,dolma3,assistant,9b729a46ef6f0f9b0ca28d82b2169dfc4d640799d79b71c7b50c46b840fa7487,350,52,404,44,True
330,66,66,dolma3,system,8e3c281518955797e070600ce2deb1e4989b8ebb7be0a5a51bebefcbe316c407,794,63,859,60,True
331,66,66,dolma3,user,8e3c281518955797e070600ce2deb1e4989b8ebb7be0a5a51bebefcbe316c407,794,63,859,60,True
332,66,66,dolma3,tool,8e3c281518955797e070600ce2deb1e4989b8ebb7be0a5a51bebefcbe316c407,794,65,863,60,True
333,66,66,dolma3,cot,8e3c281518955797e070600ce2deb1e4989b8ebb7be0a5a51bebefcbe316c407,794,65,864,60,True
334,66,66,dolma3,assistant,8e3c281518955797e070600ce2deb1e4989b8ebb7be0a5a51bebefcbe316c407,794,68,864,60,True
335,67,67,dolma3,system,ee9cfec73c1d084d787bb53a589c6568f25acf2dde7d92fc5ce2d731356f80fb,688,328,1018,325,False
336,67,67,dolma3,user,ee9cfec73c1d084d787bb53a589c6568f25acf2dde7d92fc5ce2d731356f80fb,688,328,1018,325,False
337,67,67,dolma3,tool,ee9cfec73c1d084d787bb53a589c6568f25acf2dde7d92fc5ce2d731356f80fb,688,330,1021,325,False
338,67,67,dolma3,cot,ee9cfec73c1d084d787bb53a589c6568f25acf2dde7d92fc5ce2d731356f80fb,688,330,1022,325,False
339,67,67,dolma3,assistant,ee9cfec73c1d084d787bb53a589c6568f25acf2dde7d92fc5ce2d731356f80fb,688,333,1023,325,False
340,68,68,dolma3,system,93cbdd22b59aacbd4f90ce64f83abc98443a4d0d211b5414c9d185affe551e91,194,43,239,40,True
341,68,68,dolma3,user,93cbdd22b59aacbd4f90ce64f83abc98443a4d0d211b5414c9d185affe551e91,194,43,239,40,True
342,68,68,dolma3,tool,93cbdd22b59aacbd4f90ce64f83abc98443a4d0d211b5414c9d185affe551e91,194,45,243,40,True
343,68,68,dolma3,cot,93cbdd22b59aacbd4f90ce64f83abc98443a4d0d211b5414c9d185affe551e91,194,45,244,40,True
344,68,68,dolma3,assistant,93cbdd22b59aacbd4f90ce64f83abc98443a4d0d211b5414c9d185affe551e91,194,48,244,40,True
345,69,69,dolma3,system,0e0dc24d9dbe4c53d5f509298cf4b9b924cd98c71d832c85fb4fdea746e570e6,251,7,260,5,False
346,69,69,dolma3,user,0e0dc24d9dbe4c53d5f509298cf4b9b924cd98c71d832c85fb4fdea746e570e6,251,7,260,5,False
347,69,69,dolma3,tool,0e0dc24d9dbe4c53d5f509298cf4b9b924cd98c71d832c85fb4fdea746e570e6,251,9,264,5,False
348,69,69,dolma3,cot,0e0dc24d9dbe4c53d5f509298cf4b9b924cd98c71d832c85fb4fdea746e570e6,251,9,265,5,False
349,69,69,dolma3,assistant,0e0dc24d9dbe4c53d5f509298cf4b9b924cd98c71d832c85fb4fdea746e570e6,251,12,265,5,False
350,70,70,dolma3,system,2352213b0dcaf4ddf4268226da4cf603b702ac2d9f3920eedd14cbcd845a5635,125,16,143,13,True
351,70,70,dolma3,user,2352213b0dcaf4ddf4268226da4cf603b702ac2d9f3920eedd14cbcd845a5635,125,16,143,13,True
352,70,70,dolma3,tool,2352213b0dcaf4ddf4268226da4cf603b702ac2d9f3920eedd14cbcd845a5635,125,18,147,13,True
353,70,70,dolma3,cot,2352213b0dcaf4ddf4268226da4cf603b702ac2d9f3920eedd14cbcd845a5635,125,18,148,13,True
354,70,70,dolma3,assistant,2352213b0dcaf4ddf4268226da4cf603b702ac2d9f3920eedd14cbcd845a5635,125,21,148,13,True
355,71,71,dolma3,system,94bf2c5893c0c1052314382f0869480154164b789908c8ab886545f19e43cf8b,882,99,983,96,False
356,71,71,dolma3,user,94bf2c5893c0c1052314382f0869480154164b789908c8ab886545f19e43cf8b,882,99,983,96,False
357,71,71,dolma3,tool,94bf2c5893c0c1052314382f0869480154164b789908c8ab886545f19e43cf8b,882,101,986,96,False
358,71,71,dolma3,cot,94bf2c5893c0c1052314382f0869480154164b789908c8ab886545f19e43cf8b,882,101,987,96,False
359,71,71,dolma3,assistant,94bf2c5893c0c1052314382f0869480154164b789908c8ab886545f19e43cf8b,882,103,987,96,False
360,72,72,dolma3,system,25c0c69c8993897be348a77d27b65897ec6657373c31011473db78c1e322f143,1024,45,1071,42,True
361,72,72,dolma3,user,25c0c69c8993897be348a77d27b65897ec6657373c31011473db78c1e322f143,1024,45,1071,42,True
362,72,72,dolma3,tool,25c0c69c8993897be348a77d27b65897ec6657373c31011473db78c1e322f143,1024,47,1075,42,True
363,72,72,dolma3,cot,25c0c69c8993897be348a77d27b65897ec6657373c31011473db78c1e322f143,1024,47,1076,42,True
364,72,72,dolma3,assistant,25c0c69c8993897be348a77d27b65897ec6657373c31011473db78c1e322f143,1024,50,1076,42,True
365,73,73,dolma3,system,36e28460bd76b847ad5f9e828c3fc4788b1767a11f498c1c9b87e0f2a02ccf9c,1024,216,1242,213,True
366,73,73,dolma3,user,36e28460bd76b847ad5f9e828c3fc4788b1767a11f498c1c9b87e0f2a02ccf9c,1024,216,1242,213,True
367,73,73,dolma3,tool,36e28460bd76b847ad5f9e828c3fc4788b1767a11f498c1c9b87e0f2a02ccf9c,1024,218,1246,213,True
368,73,73,dolma3,cot,36e28460bd76b847ad5f9e828c3fc4788b1767a11f498c1c9b87e0f2a02ccf9c,1024,218,1247,213,True
369,73,73,dolma3,assistant,36e28460bd76b847ad5f9e828c3fc4788b1767a11f498c1c9b87e0f2a02ccf9c,1024,221,1247,213,True
370,74,74,dolma3,system,020a4dbec3bbef01bcfd0c3da3f4b03464a6f1ada89fb77c7b525c5e4056a5cd,1024,24,1050,21,False
371,74,74,dolma3,user,020a4dbec3bbef01bcfd0c3da3f4b03464a6f1ada89fb77c7b525c5e4056a5cd,1024,24,1050,21,False
372,74,74,dolma3,tool,020a4dbec3bbef01bcfd0c3da3f4b03464a6f1ada89fb77c7b525c5e4056a5cd,1024,26,1053,21,False
373,74,74,dolma3,cot,020a4dbec3bbef01bcfd0c3da3f4b03464a6f1ada89fb77c7b525c5e4056a5cd,1024,26,1054,21,False
374,74,74,dolma3,assistant,020a4dbec3bbef01bcfd0c3da3f4b03464a6f1ada89fb77c7b525c5e4056a5cd,1024,29,1055,21,False
375,75,75,dolma3,system,13d805fbc8f3859f441caba05b21b71f8a218c29e7c8a0ec3079b4652ff1337d,225,188,415,185,True
376,75,75,dolma3,user,13d805fbc8f3859f441caba05b21b71f8a218c29e7c8a0ec3079b4652ff1337d,225,188,415,185,True
377,75,75,dolma3,tool,13d805fbc8f3859f441caba05b21b71f8a218c29e7c8a0ec3079b4652ff1337d,225,190,419,185,True
378,75,75,dolma3,cot,13d805fbc8f3859f441caba05b21b71f8a218c29e7c8a0ec3079b4652ff1337d,225,190,420,185,True
379,75,75,dolma3,assistant,13d805fbc8f3859f441caba05b21b71f8a218c29e7c8a0ec3079b4652ff1337d,225,193,420,185,True
380,76,76,dolma3,system,d7635d67eaa7e98f4f05c64ff1cdebc88254f54b1ccf763d95942835a4ab9337,864,31,897,28,True
381,76,76,dolma3,user,d7635d67eaa7e98f4f05c64ff1cdebc88254f54b1ccf763d95942835a4ab9337,864,31,897,28,True
382,76,76,dolma3,tool,d7635d67eaa7e98f4f05c64ff1cdebc88254f54b1ccf763d95942835a4ab9337,864,33,901,28,True
383,76,76,dolma3,cot,d7635d67eaa7e98f4f05c64ff1cdebc88254f54b1ccf763d95942835a4ab9337,864,33,902,28,True
384,76,76,dolma3,assistant,d7635d67eaa7e98f4f05c64ff1cdebc88254f54b1ccf763d95942835a4ab9337,864,35,901,28,True
385,77,77,dolma3,system,a8a51eae541dc96f54905b4a6498870534153c57d9a78df9191e782312c9d019,1024,3,1029,0,False
386,77,77,dolma3,user,a8a51eae541dc96f54905b4a6498870534153c57d9a78df9191e782312c9d019,1024,3,1029,0,False
387,77,77,dolma3,tool,a8a51eae541dc96f54905b4a6498870534153c57d9a78df9191e782312c9d019,1024,5,1032,0,False
388,77,77,dolma3,cot,a8a51eae541dc96f54905b4a6498870534153c57d9a78df9191e782312c9d019,1024,5,1033,0,False
389,77,77,dolma3,assistant,a8a51eae541dc96f54905b4a6498870534153c57d9a78df9191e782312c9d019,1024,7,1033,0,False
390,78,78,dolma3,system,2b5e804ba3ad8f34a32914cf26f5bb20d4425d68bce7e8a684a68561938c7c53,837,74,913,71,False
391,78,78,dolma3,user,2b5e804ba3ad8f34a32914cf26f5bb20d4425d68bce7e8a684a68561938c7c53,837,74,913,71,False
392,78,78,dolma3,tool,2b5e804ba3ad8f34a32914cf26f5bb20d4425d68bce7e8a684a68561938c7c53,837,76,916,71,False
393,78,78,dolma3,cot,2b5e804ba3ad8f34a32914cf26f5bb20d4425d68bce7e8a684a68561938c7c53,837,76,917,71,False
394,78,78,dolma3,assistant,2b5e804ba3ad8f34a32914cf26f5bb20d4425d68bce7e8a684a68561938c7c53,837,79,918,71,False
395,79,79,dolma3,system,40915ab4d52b2e3d3f5822381a75c7ed08a730f34f967a1a7fcf45746a3a87aa,706,63,771,61,False
396,79,79,dolma3,user,40915ab4d52b2e3d3f5822381a75c7ed08a730f34f967a1a7fcf45746a3a87aa,706,63,771,61,False
397,79,79,dolma3,tool,40915ab4d52b2e3d3f5822381a75c7ed08a730f34f967a1a7fcf45746a3a87aa,706,65,774,61,False
398,79,79,dolma3,cot,40915ab4d52b2e3d3f5822381a75c7ed08a730f34f967a1a7fcf45746a3a87aa,706,65,775,61,False
399,79,79,dolma3,assistant,40915ab4d52b2e3d3f5822381a75c7ed08a730f34f967a1a7fcf45746a3a87aa,706,67,775,61,False
400,80,80,dolma3,system,b7d7a7e53700922ff31de0a62d8c2fa64c5b1a4a33bdd6f40ce4315b005dfdda,948,38,988,35,False
401,80,80,dolma3,user,b7d7a7e53700922ff31de0a62d8c2fa64c5b1a4a33bdd6f40ce4315b005dfdda,948,38,988,35,False
402,80,80,dolma3,tool,b7d7a7e53700922ff31de0a62d8c2fa64c5b1a4a33bdd6f40ce4315b005dfdda,948,40,991,35,False
403,80,80,dolma3,cot,b7d7a7e53700922ff31de0a62d8c2fa64c5b1a4a33bdd6f40ce4315b005dfdda,948,40,992,35,False
404,80,80,dolma3,assistant,b7d7a7e53700922ff31de0a62d8c2fa64c5b1a4a33bdd6f40ce4315b005dfdda,948,43,993,35,False
405,81,81,dolma3,system,32bfcb378f133ede04d7763ef65494017aabe21a2871851beb8be8abe205bba7,396,60,458,58,False
406,81,81,dolma3,user,32bfcb378f133ede04d7763ef65494017aabe21a2871851beb8be8abe205bba7,396,60,458,58,False
407,81,81,dolma3,tool,32bfcb378f133ede04d7763ef65494017aabe21a2871851beb8be8abe205bba7,396,62,461,58,False
408,81,81,dolma3,cot,32bfcb378f133ede04d7763ef65494017aabe21a2871851beb8be8abe205bba7,396,62,462,58,False
409,81,81,dolma3,assistant,32bfcb378f133ede04d7763ef65494017aabe21a2871851beb8be8abe205bba7,396,65,463,58,False
410,82,82,dolma3,system,ee4440c1d8da76ed0fc0e92393be5858bfc44803328dd8785c1ecf77ba38d023,767,153,922,150,False
411,82,82,dolma3,user,ee4440c1d8da76ed0fc0e92393be5858bfc44803328dd8785c1ecf77ba38d023,767,153,922,150,False
412,82,82,dolma3,tool,ee4440c1d8da76ed0fc0e92393be5858bfc44803328dd8785c1ecf77ba38d023,767,155,925,150,False
413,82,82,dolma3,cot,ee4440c1d8da76ed0fc0e92393be5858bfc44803328dd8785c1ecf77ba38d023,767,155,926,150,False
414,82,82,dolma3,assistant,ee4440c1d8da76ed0fc0e92393be5858bfc44803328dd8785c1ecf77ba38d023,767,158,927,150,False
415,83,83,dolma3,system,60ba06da24ab2af3a6a74807ef9a1bf6776cfe3484720481053c5e85a7f4f339,908,182,1092,179,True
416,83,83,dolma3,user,60ba06da24ab2af3a6a74807ef9a1bf6776cfe3484720481053c5e85a7f4f339,908,182,1092,179,True
417,83,83,dolma3,tool,60ba06da24ab2af3a6a74807ef9a1bf6776cfe3484720481053c5e85a7f4f339,908,184,1096,179,True
418,83,83,dolma3,cot,60ba06da24ab2af3a6a74807ef9a1bf6776cfe3484720481053c5e85a7f4f339,908,184,1097,179,True
419,83,83,dolma3,assistant,60ba06da24ab2af3a6a74807ef9a1bf6776cfe3484720481053c5e85a7f4f339,908,187,1097,179,True
420,84,84,dolma3,system,e39ec3bc1edf1a06d627bbc51e04082ad0cdc2431b63fd1d48a7de3ebb167017,582,39,623,36,True
421,84,84,dolma3,user,e39ec3bc1edf1a06d627bbc51e04082ad0cdc2431b63fd1d48a7de3ebb167017,582,39,623,36,True
